2200
0/1 9406912075/16777216 1100/1 9406912075/16777216
0/1 487698702975/536870912 1100/1 487698702975/536870912
0/1 147943422825/536870912 1100/1 147943422825/536870912
0/1 564618462925/536870912 1100/1 564618462925/536870912
0/1 277800262025/536870912 1100/1 277800262025/536870912
0/1 195026556725/536870912 1100/1 195026556725/536870912
0/1 180131627225/536870912 1100/1 180131627225/536870912
66484875875/268435456 0/1 66484875875/268435456 1100/1
0/1 521646628525/536870912 1100/1 521646628525/536870912
253888410325/268435456 0/1 253888410325/268435456 1100/1
395514861225/536870912 0/1 395514861225/536870912 1100/1
131673935525/134217728 0/1 131673935525/134217728 1100/1
94073804275/536870912 0/1 94073804275/536870912 1100/1
0/1 79075776725/536870912 1100/1 79075776725/536870912
0/1 373729179175/536870912 1100/1 373729179175/536870912
0/1 583618159575/536870912 1100/1 583618159575/536870912
4604630525/33554432 0/1 4604630525/33554432 1100/1
334588494075/536870912 0/1 334588494075/536870912 1100/1
181750307475/536870912 0/1 181750307475/536870912 1100/1
96485013075/268435456 0/1 96485013075/268435456 1100/1
0/1 217353306775/268435456 1100/1 217353306775/268435456
301040563175/536870912 0/1 301040563175/536870912 1100/1
0/1 358053941025/536870912 1100/1 358053941025/536870912
561579368625/536870912 0/1 561579368625/536870912 1100/1
0/1 46978774975/536870912 1100/1 46978774975/536870912
202300681275/268435456 0/1 202300681275/268435456 1100/1
0/1 445911821025/536870912 1100/1 445911821025/536870912
0/1 81554175175/134217728 1100/1 81554175175/134217728
0/1 254908585525/268435456 1100/1 254908585525/268435456
262908882775/536870912 0/1 262908882775/536870912 1100/1
0/1 193756957075/268435456 1100/1 193756957075/268435456
134993597475/536870912 0/1 134993597475/536870912 1100/1
0/1 402498690825/536870912 1100/1 402498690825/536870912
0/1 81542346875/134217728 1100/1 81542346875/134217728
0/1 30145705425/268435456 1100/1 30145705425/268435456
0/1 60619158325/268435456 1100/1 60619158325/268435456
331121806125/536870912 0/1 331121806125/536870912 1100/1
125114624525/536870912 0/1 125114624525/536870912 1100/1
125598606925/268435456 0/1 125598606925/268435456 1100/1
104816179325/134217728 0/1 104816179325/134217728 1100/1
336166549125/536870912 0/1 336166549125/536870912 1100/1
288061424475/536870912 0/1 288061424475/536870912 1100/1
0/1 142071401725/536870912 1100/1 142071401725/536870912
285717273325/268435456 0/1 285717273325/268435456 1100/1
173172691175/536870912 0/1 173172691175/536870912 1100/1
0/1 390858887925/536870912 1100/1 390858887925/536870912
98631003625/134217728 0/1 98631003625/134217728 1100/1
283468046675/268435456 0/1 283468046675/268435456 1100/1
0/1 496539032275/536870912 1100/1 496539032275/536870912
32118346425/536870912 0/1 32118346425/536870912 1100/1
254673363175/536870912 0/1 254673363175/536870912 1100/1
464971265825/536870912 0/1 464971265825/536870912 1100/1
120366227025/134217728 0/1 120366227025/134217728 1100/1
0/1 2361508325/67108864 1100/1 2361508325/67108864
0/1 263059547025/268435456 1100/1 263059547025/268435456
0/1 247404573625/536870912 1100/1 247404573625/536870912
0/1 70202363825/536870912 1100/1 70202363825/536870912
0/1 33919158075/67108864 1100/1 33919158075/67108864
0/1 485379104925/536870912 1100/1 485379104925/536870912
234950682725/268435456 0/1 234950682725/268435456 1100/1
0/1 267023072525/268435456 1100/1 267023072525/268435456
413604125275/536870912 0/1 413604125275/536870912 1100/1
50698244025/268435456 0/1 50698244025/268435456 1100/1
0/1 259553359725/268435456 1100/1 259553359725/268435456
487155625/4194304 0/1 487155625/4194304 1100/1
57620045725/134217728 0/1 57620045725/134217728 1100/1
0/1 68917792075/67108864 1100/1 68917792075/67108864
0/1 264062443975/536870912 1100/1 264062443975/536870912
62862146325/536870912 0/1 62862146325/536870912 1100/1
0/1 203760273475/536870912 1100/1 203760273475/536870912
0/1 125053501925/268435456 1100/1 125053501925/268435456
269199207475/536870912 0/1 269199207475/536870912 1100/1
10517136575/268435456 0/1 10517136575/268435456 1100/1
264015016925/268435456 0/1 264015016925/268435456 1100/1
123096639325/268435456 0/1 123096639325/268435456 1100/1
180168278675/536870912 0/1 180168278675/536870912 1100/1
168848563675/268435456 0/1 168848563675/268435456 1100/1
0/1 234377148775/536870912 1100/1 234377148775/536870912
535351920675/536870912 0/1 535351920675/536870912 1100/1
0/1 254034062975/536870912 1100/1 254034062975/536870912
0/1 228358071425/536870912 1100/1 228358071425/536870912
0/1 59192509475/67108864 1100/1 59192509475/67108864
325810311475/536870912 0/1 325810311475/536870912 1100/1
69071784925/134217728 0/1 69071784925/134217728 1100/1
145544180925/134217728 0/1 145544180925/134217728 1100/1
0/1 169645386625/536870912 1100/1 169645386625/536870912
0/1 370144660325/536870912 1100/1 370144660325/536870912
186882614875/536870912 0/1 186882614875/536870912 1100/1
216656875325/268435456 0/1 216656875325/268435456 1100/1
79864875475/268435456 0/1 79864875475/268435456 1100/1
470805836875/536870912 0/1 470805836875/536870912 1100/1
0/1 79609710125/268435456 1100/1 79609710125/268435456
0/1 208558848025/268435456 1100/1 208558848025/268435456
203692758775/536870912 0/1 203692758775/536870912 1100/1
24367088075/536870912 0/1 24367088075/536870912 1100/1
0/1 421998057525/536870912 1100/1 421998057525/536870912
0/1 188637659375/536870912 1100/1 188637659375/536870912
108155065975/134217728 0/1 108155065975/134217728 1100/1
0/1 534845547775/536870912 1100/1 534845547775/536870912
0/1 283819011575/268435456 1100/1 283819011575/268435456
347438769975/536870912 0/1 347438769975/536870912 1100/1
584967885425/536870912 0/1 584967885425/536870912 1100/1
511465676425/536870912 0/1 511465676425/536870912 1100/1
226774518025/536870912 0/1 226774518025/536870912 1100/1
575407345975/536870912 0/1 575407345975/536870912 1100/1
0/1 131856481075/134217728 1100/1 131856481075/134217728
0/1 399444896125/536870912 1100/1 399444896125/536870912
38734413025/67108864 0/1 38734413025/67108864 1100/1
0/1 106139505175/134217728 1100/1 106139505175/134217728
259208197875/536870912 0/1 259208197875/536870912 1100/1
107755571275/134217728 0/1 107755571275/134217728 1100/1
0/1 105310413175/536870912 1100/1 105310413175/536870912
37186392925/67108864 0/1 37186392925/67108864 1100/1
0/1 420313027475/536870912 1100/1 420313027475/536870912
80819733775/268435456 0/1 80819733775/268435456 1100/1
0/1 348854391325/536870912 1100/1 348854391325/536870912
0/1 178177438175/268435456 1100/1 178177438175/268435456
0/1 52790849925/536870912 1100/1 52790849925/536870912
0/1 12537349825/134217728 1100/1 12537349825/134217728
273687924125/536870912 0/1 273687924125/536870912 1100/1
0/1 555153921025/536870912 1100/1 555153921025/536870912
0/1 302061236675/536870912 1100/1 302061236675/536870912
0/1 217398687275/536870912 1100/1 217398687275/536870912
80601060925/268435456 0/1 80601060925/268435456 1100/1
0/1 255904775775/536870912 1100/1 255904775775/536870912
337540678475/536870912 0/1 337540678475/536870912 1100/1
136250702225/268435456 0/1 136250702225/268435456 1100/1
0/1 481382484825/536870912 1100/1 481382484825/536870912
57227483225/536870912 0/1 57227483225/536870912 1100/1
79305848325/268435456 0/1 79305848325/268435456 1100/1
0/1 421581714675/536870912 1100/1 421581714675/536870912
422831887225/536870912 0/1 422831887225/536870912 1100/1
0/1 219868786775/536870912 1100/1 219868786775/536870912
0/1 92731117325/268435456 1100/1 92731117325/268435456
132882718375/536870912 0/1 132882718375/536870912 1100/1
0/1 6743133375/8388608 1100/1 6743133375/8388608
281590984125/268435456 0/1 281590984125/268435456 1100/1
188659156125/268435456 0/1 188659156125/268435456 1100/1
0/1 530661730775/536870912 1100/1 530661730775/536870912
0/1 565179130175/536870912 1100/1 565179130175/536870912
37794159975/134217728 0/1 37794159975/134217728 1100/1
0/1 94425258675/268435456 1100/1 94425258675/268435456
0/1 353880114225/536870912 1100/1 353880114225/536870912
0/1 457092294175/536870912 1100/1 457092294175/536870912
0/1 138963924275/536870912 1100/1 138963924275/536870912
0/1 590352667025/536870912 1100/1 590352667025/536870912
3381746775/134217728 0/1 3381746775/134217728 1100/1
479184243175/536870912 0/1 479184243175/536870912 1100/1
0/1 452875894625/536870912 1100/1 452875894625/536870912
0/1 148915768925/268435456 1100/1 148915768925/268435456
0/1 57276658725/268435456 1100/1 57276658725/268435456
0/1 169734260025/536870912 1100/1 169734260025/536870912
0/1 99710947325/134217728 1100/1 99710947325/134217728
0/1 1956494375/134217728 1100/1 1956494375/134217728
26697886875/536870912 0/1 26697886875/536870912 1100/1
0/1 20732755175/268435456 1100/1 20732755175/268435456
309485934725/536870912 0/1 309485934725/536870912 1100/1
0/1 122790525825/268435456 1100/1 122790525825/268435456
0/1 159106163425/268435456 1100/1 159106163425/268435456
0/1 118628755575/134217728 1100/1 118628755575/134217728
89823083625/134217728 0/1 89823083625/134217728 1100/1
0/1 153261177025/536870912 1100/1 153261177025/536870912
0/1 196835896125/268435456 1100/1 196835896125/268435456
112301698575/134217728 0/1 112301698575/134217728 1100/1
560220536975/536870912 0/1 560220536975/536870912 1100/1
219838906375/268435456 0/1 219838906375/268435456 1100/1
0/1 17241587275/33554432 1100/1 17241587275/33554432
23314559675/268435456 0/1 23314559675/268435456 1100/1
0/1 11819490925/33554432 1100/1 11819490925/33554432
0/1 452053525/4194304 1100/1 452053525/4194304
0/1 12615480625/67108864 1100/1 12615480625/67108864
152065128325/268435456 0/1 152065128325/268435456 1100/1
237980898925/536870912 0/1 237980898925/536870912 1100/1
581327798975/536870912 0/1 581327798975/536870912 1100/1
0/1 65498533375/67108864 1100/1 65498533375/67108864
29337698775/536870912 0/1 29337698775/536870912 1100/1
266153015975/536870912 0/1 266153015975/536870912 1100/1
0/1 51129619475/268435456 1100/1 51129619475/268435456
196945789425/268435456 0/1 196945789425/268435456 1100/1
237659627425/536870912 0/1 237659627425/536870912 1100/1
0/1 566464729875/536870912 1100/1 566464729875/536870912
0/1 6841165375/33554432 1100/1 6841165375/33554432
12681698975/16777216 0/1 12681698975/16777216 1100/1
240879280125/268435456 0/1 240879280125/268435456 1100/1
0/1 421719682725/536870912 1100/1 421719682725/536870912
0/1 81586125225/536870912 1100/1 81586125225/536870912
185264762925/536870912 0/1 185264762925/536870912 1100/1
0/1 441978745175/536870912 1100/1 441978745175/536870912
0/1 196035734125/536870912 1100/1 196035734125/536870912
0/1 1552948925/4194304 1100/1 1552948925/4194304
0/1 442557660875/536870912 1100/1 442557660875/536870912
0/1 106069377425/134217728 1100/1 106069377425/134217728
74058888475/536870912 0/1 74058888475/536870912 1100/1
0/1 133244513325/134217728 1100/1 133244513325/134217728
0/1 205857661075/268435456 1100/1 205857661075/268435456
210085809175/536870912 0/1 210085809175/536870912 1100/1
422206633475/536870912 0/1 422206633475/536870912 1100/1
587391480775/536870912 0/1 587391480775/536870912 1100/1
0/1 279018440525/268435456 1100/1 279018440525/268435456
310344502875/536870912 0/1 310344502875/536870912 1100/1
36245610225/536870912 0/1 36245610225/536870912 1100/1
0/1 37086995275/268435456 1100/1 37086995275/268435456
0/1 21138034775/134217728 1100/1 21138034775/134217728
0/1 287603970775/268435456 1100/1 287603970775/268435456
45836156025/67108864 0/1 45836156025/67108864 1100/1
91342787525/134217728 0/1 91342787525/134217728 1100/1
160568380225/268435456 0/1 160568380225/268435456 1100/1
0/1 211258306325/268435456 1100/1 211258306325/268435456
0/1 510047717025/536870912 1100/1 510047717025/536870912
0/1 57351691375/268435456 1100/1 57351691375/268435456
1138064125/268435456 0/1 1138064125/268435456 1100/1
0/1 319778383375/536870912 1100/1 319778383375/536870912
15984695375/67108864 0/1 15984695375/67108864 1100/1
69480998675/536870912 0/1 69480998675/536870912 1100/1
3009777375/67108864 0/1 3009777375/67108864 1100/1
0/1 127278848675/268435456 1100/1 127278848675/268435456
0/1 250312584225/268435456 1100/1 250312584225/268435456
0/1 70318859875/268435456 1100/1 70318859875/268435456
4377900175/16777216 0/1 4377900175/16777216 1100/1
0/1 64060122225/268435456 1100/1 64060122225/268435456
195385166075/536870912 0/1 195385166075/536870912 1100/1
0/1 280841779625/268435456 1100/1 280841779625/268435456
0/1 29126663775/134217728 1100/1 29126663775/134217728
0/1 25324105675/268435456 1100/1 25324105675/268435456
0/1 466400503525/536870912 1100/1 466400503525/536870912
0/1 150435219825/268435456 1100/1 150435219825/268435456
0/1 190731124375/268435456 1100/1 190731124375/268435456
106598491175/268435456 0/1 106598491175/268435456 1100/1
18459275725/134217728 0/1 18459275725/134217728 1100/1
0/1 214982174825/268435456 1100/1 214982174825/268435456
0/1 276368047725/268435456 1100/1 276368047725/268435456
0/1 19888367125/134217728 1100/1 19888367125/134217728
0/1 10584418075/134217728 1100/1 10584418075/134217728
0/1 269051518175/536870912 1100/1 269051518175/536870912
437994152475/536870912 0/1 437994152475/536870912 1100/1
453548126075/536870912 0/1 453548126075/536870912 1100/1
0/1 193068467075/268435456 1100/1 193068467075/268435456
0/1 290333222025/536870912 1100/1 290333222025/536870912
0/1 533508005525/536870912 1100/1 533508005525/536870912
61103669275/134217728 0/1 61103669275/134217728 1100/1
0/1 545830374375/536870912 1100/1 545830374375/536870912
88777676075/134217728 0/1 88777676075/134217728 1100/1
0/1 458982298225/536870912 1100/1 458982298225/536870912
267139478375/536870912 0/1 267139478375/536870912 1100/1
0/1 44878095075/134217728 1100/1 44878095075/134217728
17571481675/16777216 0/1 17571481675/16777216 1100/1
0/1 226832320825/536870912 1100/1 226832320825/536870912
65857548625/268435456 0/1 65857548625/268435456 1100/1
50015812825/536870912 0/1 50015812825/536870912 1100/1
0/1 5776653575/33554432 1100/1 5776653575/33554432
0/1 4738498875/67108864 1100/1 4738498875/67108864
224476370525/268435456 0/1 224476370525/268435456 1100/1
0/1 557227576125/536870912 1100/1 557227576125/536870912
23315673975/134217728 0/1 23315673975/134217728 1100/1
0/1 26890337925/67108864 1100/1 26890337925/67108864
0/1 122429124675/268435456 1100/1 122429124675/268435456
234649893775/536870912 0/1 234649893775/536870912 1100/1
0/1 235770318025/268435456 1100/1 235770318025/268435456
0/1 90895871275/134217728 1100/1 90895871275/134217728
37382439325/268435456 0/1 37382439325/268435456 1100/1
72211320225/268435456 0/1 72211320225/268435456 1100/1
107461661725/536870912 0/1 107461661725/536870912 1100/1
0/1 270531590175/268435456 1100/1 270531590175/268435456
0/1 76821240925/268435456 1100/1 76821240925/268435456
0/1 85849613025/268435456 1100/1 85849613025/268435456
125995657975/536870912 0/1 125995657975/536870912 1100/1
0/1 6035940625/16777216 1100/1 6035940625/16777216
211685807025/268435456 0/1 211685807025/268435456 1100/1
127601000175/134217728 0/1 127601000175/134217728 1100/1
63835691975/134217728 0/1 63835691975/134217728 1100/1
0/1 588320088125/536870912 1100/1 588320088125/536870912
0/1 204669466375/536870912 1100/1 204669466375/536870912
1978700625/536870912 0/1 1978700625/536870912 1100/1
0/1 132234562075/268435456 1100/1 132234562075/268435456
0/1 522037579525/536870912 1100/1 522037579525/536870912
0/1 384386597375/536870912 1100/1 384386597375/536870912
0/1 378942991075/536870912 1100/1 378942991075/536870912
34282294475/536870912 0/1 34282294475/536870912 1100/1
0/1 332336049925/536870912 1100/1 332336049925/536870912
480461079725/536870912 0/1 480461079725/536870912 1100/1
0/1 138176836875/268435456 1100/1 138176836875/268435456
0/1 2612982625/134217728 1100/1 2612982625/134217728
138563960425/268435456 0/1 138563960425/268435456 1100/1
0/1 2118176775/33554432 1100/1 2118176775/33554432
18992999025/268435456 0/1 18992999025/268435456 1100/1
0/1 8714891625/33554432 1100/1 8714891625/33554432
328909111025/536870912 0/1 328909111025/536870912 1100/1
0/1 17058806875/67108864 1100/1 17058806875/67108864
100155652575/536870912 0/1 100155652575/536870912 1100/1
0/1 141691346225/268435456 1100/1 141691346225/268435456
117596109125/268435456 0/1 117596109125/268435456 1100/1
185259660575/268435456 0/1 185259660575/268435456 1100/1
0/1 448040384275/536870912 1100/1 448040384275/536870912
0/1 149736582325/536870912 1100/1 149736582325/536870912
998613275/4194304 0/1 998613275/4194304 1100/1
91654255275/134217728 0/1 91654255275/134217728 1100/1
0/1 540974186225/536870912 1100/1 540974186225/536870912
132450898525/134217728 0/1 132450898525/134217728 1100/1
165615512975/536870912 0/1 165615512975/536870912 1100/1
0/1 47216981625/268435456 1100/1 47216981625/268435456
37690094475/134217728 0/1 37690094475/134217728 1100/1
338344007925/536870912 0/1 338344007925/536870912 1100/1
0/1 338863187575/536870912 1100/1 338863187575/536870912
269326396625/536870912 0/1 269326396625/536870912 1100/1
0/1 234810230325/268435456 1100/1 234810230325/268435456
0/1 206160071975/268435456 1100/1 206160071975/268435456
86221809575/536870912 0/1 86221809575/536870912 1100/1
432831053325/536870912 0/1 432831053325/536870912 1100/1
0/1 168642396725/536870912 1100/1 168642396725/536870912
0/1 33902913275/134217728 1100/1 33902913275/134217728
62688646625/268435456 0/1 62688646625/268435456 1100/1
0/1 395707381575/536870912 1100/1 395707381575/536870912
235412639825/536870912 0/1 235412639825/536870912 1100/1
0/1 215957113075/268435456 1100/1 215957113075/268435456
0/1 57914671925/536870912 1100/1 57914671925/536870912
0/1 86827858975/134217728 1100/1 86827858975/134217728
251079945875/268435456 0/1 251079945875/268435456 1100/1
226865605725/536870912 0/1 226865605725/536870912 1100/1
46610138575/67108864 0/1 46610138575/67108864 1100/1
0/1 58677006025/536870912 1100/1 58677006025/536870912
106656822525/134217728 0/1 106656822525/134217728 1100/1
0/1 190685719125/268435456 1100/1 190685719125/268435456
0/1 169280064525/536870912 1100/1 169280064525/536870912
0/1 2088240275/67108864 1100/1 2088240275/67108864
0/1 323211881575/536870912 1100/1 323211881575/536870912
67287575575/536870912 0/1 67287575575/536870912 1100/1
0/1 171597323975/268435456 1100/1 171597323975/268435456
77194237175/536870912 0/1 77194237175/536870912 1100/1
12214870525/16777216 0/1 12214870525/16777216 1100/1
0/1 245417063925/536870912 1100/1 245417063925/536870912
203734789225/268435456 0/1 203734789225/268435456 1100/1
0/1 6995026775/33554432 1100/1 6995026775/33554432
0/1 125371068625/536870912 1100/1 125371068625/536870912
0/1 237032219875/536870912 1100/1 237032219875/536870912
104928333675/134217728 0/1 104928333675/134217728 1100/1
0/1 153749789325/268435456 1100/1 153749789325/268435456
0/1 129300935775/134217728 1100/1 129300935775/134217728
552212029875/536870912 0/1 552212029875/536870912 1100/1
0/1 61527931575/268435456 1100/1 61527931575/268435456
0/1 147783134125/268435456 1100/1 147783134125/268435456
402145412625/536870912 0/1 402145412625/536870912 1100/1
22513479725/67108864 0/1 22513479725/67108864 1100/1
3478548425/33554432 0/1 3478548425/33554432 1100/1
104857426575/134217728 0/1 104857426575/134217728 1100/1
0/1 235166911925/536870912 1100/1 235166911925/536870912
0/1 79584094975/268435456 1100/1 79584094975/268435456
437302813475/536870912 0/1 437302813475/536870912 1100/1
16982002125/33554432 0/1 16982002125/33554432 1100/1
0/1 571985054575/536870912 1100/1 571985054575/536870912
364613385125/536870912 0/1 364613385125/536870912 1100/1
0/1 277013343475/268435456 1100/1 277013343475/268435456
6511449725/268435456 0/1 6511449725/268435456 1100/1
0/1 204552095825/536870912 1100/1 204552095825/536870912
532541114325/536870912 0/1 532541114325/536870912 1100/1
81180115775/268435456 0/1 81180115775/268435456 1100/1
435888374075/536870912 0/1 435888374075/536870912 1100/1
0/1 550983328225/536870912 1100/1 550983328225/536870912
110195148525/268435456 0/1 110195148525/268435456 1100/1
96272813725/268435456 0/1 96272813725/268435456 1100/1
0/1 189599223275/536870912 1100/1 189599223275/536870912
0/1 281272084225/268435456 1100/1 281272084225/268435456
383790271425/536870912 0/1 383790271425/536870912 1100/1
0/1 243130399875/536870912 1100/1 243130399875/536870912
0/1 440031769375/536870912 1100/1 440031769375/536870912
494972550875/536870912 0/1 494972550875/536870912 1100/1
495059858975/536870912 0/1 495059858975/536870912 1100/1
0/1 8605652275/67108864 1100/1 8605652275/67108864
0/1 84199820375/134217728 1100/1 84199820375/134217728
100130446625/536870912 0/1 100130446625/536870912 1100/1
0/1 133900529125/536870912 1100/1 133900529125/536870912
253762610475/536870912 0/1 253762610475/536870912 1100/1
94899075975/134217728 0/1 94899075975/134217728 1100/1
39481915275/134217728 0/1 39481915275/134217728 1100/1
0/1 20783625225/33554432 1100/1 20783625225/33554432
0/1 91627451025/268435456 1100/1 91627451025/268435456
0/1 3717572375/4194304 1100/1 3717572375/4194304
538089927375/536870912 0/1 538089927375/536870912 1100/1
37221918525/268435456 0/1 37221918525/268435456 1100/1
441512262675/536870912 0/1 441512262675/536870912 1100/1
0/1 53368136525/268435456 1100/1 53368136525/268435456
211961988425/268435456 0/1 211961988425/268435456 1100/1
311019562425/536870912 0/1 311019562425/536870912 1100/1
134554089175/268435456 0/1 134554089175/268435456 1100/1
0/1 232451203325/536870912 1100/1 232451203325/536870912
0/1 167413623575/268435456 1100/1 167413623575/268435456
0/1 150717342325/536870912 1100/1 150717342325/536870912
0/1 10359363575/67108864 1100/1 10359363575/67108864
0/1 263433818175/536870912 1100/1 263433818175/536870912
0/1 15571687725/67108864 1100/1 15571687725/67108864
290578217325/268435456 0/1 290578217325/268435456 1100/1
0/1 189579520625/268435456 1100/1 189579520625/268435456
64603214225/134217728 0/1 64603214225/134217728 1100/1
0/1 36930181475/67108864 1100/1 36930181475/67108864
94950765525/134217728 0/1 94950765525/134217728 1100/1
0/1 113416312625/268435456 1100/1 113416312625/268435456
18730152375/268435456 0/1 18730152375/268435456 1100/1
178933331225/268435456 0/1 178933331225/268435456 1100/1
3315585075/16777216 0/1 3315585075/16777216 1100/1
0/1 201508088375/268435456 1100/1 201508088375/268435456
51117281325/536870912 0/1 51117281325/536870912 1100/1
0/1 42171982325/268435456 1100/1 42171982325/268435456
0/1 449619376525/536870912 1100/1 449619376525/536870912
0/1 102906215775/268435456 1100/1 102906215775/268435456
0/1 15857835675/33554432 1100/1 15857835675/33554432
0/1 326969940275/536870912 1100/1 326969940275/536870912
0/1 138289951525/268435456 1100/1 138289951525/268435456
0/1 83362401375/134217728 1100/1 83362401375/134217728
22956791275/33554432 0/1 22956791275/33554432 1100/1
0/1 37900581125/536870912 1100/1 37900581125/536870912
0/1 55078090375/536870912 1100/1 55078090375/536870912
492895988475/536870912 0/1 492895988475/536870912 1100/1
119709255875/536870912 0/1 119709255875/536870912 1100/1
0/1 144567912775/536870912 1100/1 144567912775/536870912
358505284225/536870912 0/1 358505284225/536870912 1100/1
28057569925/33554432 0/1 28057569925/33554432 1100/1
99513346625/134217728 0/1 99513346625/134217728 1100/1
0/1 3009881325/8388608 1100/1 3009881325/8388608
521983422125/536870912 0/1 521983422125/536870912 1100/1
0/1 68988131025/536870912 1100/1 68988131025/536870912
0/1 111995558675/536870912 1100/1 111995558675/536870912
0/1 14351562775/33554432 1100/1 14351562775/33554432
0/1 582079342075/536870912 1100/1 582079342075/536870912
0/1 528420262975/536870912 1100/1 528420262975/536870912
133972318425/134217728 0/1 133972318425/134217728 1100/1
421102075075/536870912 0/1 421102075075/536870912 1100/1
0/1 130739824325/268435456 1100/1 130739824325/268435456
0/1 17906246325/536870912 1100/1 17906246325/536870912
2252070425/67108864 0/1 2252070425/67108864 1100/1
0/1 419132756075/536870912 1100/1 419132756075/536870912
0/1 62285609375/67108864 1100/1 62285609375/67108864
78030831725/268435456 0/1 78030831725/268435456 1100/1
183002488075/536870912 0/1 183002488075/536870912 1100/1
370021212275/536870912 0/1 370021212275/536870912 1100/1
470138155575/536870912 0/1 470138155575/536870912 1100/1
0/1 197010169125/536870912 1100/1 197010169125/536870912
0/1 338085823625/536870912 1100/1 338085823625/536870912
0/1 161320757125/536870912 1100/1 161320757125/536870912
262332614775/268435456 0/1 262332614775/268435456 1100/1
569335899825/536870912 0/1 569335899825/536870912 1100/1
110762497175/268435456 0/1 110762497175/268435456 1100/1
0/1 18496087775/536870912 1100/1 18496087775/536870912
0/1 121610449125/268435456 1100/1 121610449125/268435456
77210915925/536870912 0/1 77210915925/536870912 1100/1
308454030775/536870912 0/1 308454030775/536870912 1100/1
0/1 162393232375/536870912 1100/1 162393232375/536870912
0/1 191018364625/536870912 1100/1 191018364625/536870912
94580315775/134217728 0/1 94580315775/134217728 1100/1
0/1 4655471425/268435456 1100/1 4655471425/268435456
262358120475/536870912 0/1 262358120475/536870912 1100/1
134482584775/134217728 0/1 134482584775/134217728 1100/1
26935057325/67108864 0/1 26935057325/67108864 1100/1
0/1 37532705925/67108864 1100/1 37532705925/67108864
0/1 140469806125/268435456 1100/1 140469806125/268435456
300866436475/536870912 0/1 300866436475/536870912 1100/1
0/1 161086862475/536870912 1100/1 161086862475/536870912
263906129575/268435456 0/1 263906129575/268435456 1100/1
0/1 96153514325/536870912 1100/1 96153514325/536870912
566576576775/536870912 0/1 566576576775/536870912 1100/1
0/1 120748324125/536870912 1100/1 120748324125/536870912
0/1 433349352975/536870912 1100/1 433349352975/536870912
74768615625/268435456 0/1 74768615625/268435456 1100/1
0/1 199084167425/536870912 1100/1 199084167425/536870912
438597444725/536870912 0/1 438597444725/536870912 1100/1
0/1 62307052225/134217728 1100/1 62307052225/134217728
0/1 25657401825/33554432 1100/1 25657401825/33554432
528697879325/536870912 0/1 528697879325/536870912 1100/1
0/1 115612117775/134217728 1100/1 115612117775/134217728
0/1 67059635225/67108864 1100/1 67059635225/67108864
0/1 304244787825/536870912 1100/1 304244787825/536870912
0/1 102792525/536870912 1100/1 102792525/536870912
2278020525/16777216 0/1 2278020525/16777216 1100/1
241858732225/268435456 0/1 241858732225/268435456 1100/1
78381409975/134217728 0/1 78381409975/134217728 1100/1
363726230175/536870912 0/1 363726230175/536870912 1100/1
16303074975/33554432 0/1 16303074975/33554432 1100/1
121711663975/268435456 0/1 121711663975/268435456 1100/1
0/1 334247569425/536870912 1100/1 334247569425/536870912
151840762975/268435456 0/1 151840762975/268435456 1100/1
136261889775/536870912 0/1 136261889775/536870912 1100/1
425655345225/536870912 0/1 425655345225/536870912 1100/1
218693177175/268435456 0/1 218693177175/268435456 1100/1
74256423175/268435456 0/1 74256423175/268435456 1100/1
28443093525/268435456 0/1 28443093525/268435456 1100/1
283737567025/268435456 0/1 283737567025/268435456 1100/1
0/1 261844754875/536870912 1100/1 261844754875/536870912
277606157675/536870912 0/1 277606157675/536870912 1100/1
535571659975/536870912 0/1 535571659975/536870912 1100/1
0/1 246411963325/536870912 1100/1 246411963325/536870912
310850657425/536870912 0/1 310850657425/536870912 1100/1
0/1 42084734175/268435456 1100/1 42084734175/268435456
0/1 260651965475/268435456 1100/1 260651965475/268435456
321644496525/536870912 0/1 321644496525/536870912 1100/1
244141129375/268435456 0/1 244141129375/268435456 1100/1
264479600275/536870912 0/1 264479600275/536870912 1100/1
0/1 359024795525/536870912 1100/1 359024795525/536870912
0/1 33785384325/67108864 1100/1 33785384325/67108864
90793822625/268435456 0/1 90793822625/268435456 1100/1
401503609375/536870912 0/1 401503609375/536870912 1100/1
0/1 233862578125/536870912 1100/1 233862578125/536870912
183113447275/268435456 0/1 183113447275/268435456 1100/1
307907546925/536870912 0/1 307907546925/536870912 1100/1
138383022525/268435456 0/1 138383022525/268435456 1100/1
0/1 34549564225/33554432 1100/1 34549564225/33554432
0/1 249243732375/536870912 1100/1 249243732375/536870912
27963519925/268435456 0/1 27963519925/268435456 1100/1
219066692075/268435456 0/1 219066692075/268435456 1100/1
0/1 584228206375/536870912 1100/1 584228206375/536870912
0/1 222437991325/536870912 1100/1 222437991325/536870912
362926084125/536870912 0/1 362926084125/536870912 1100/1
0/1 443629643875/536870912 1100/1 443629643875/536870912
0/1 276219018625/268435456 1100/1 276219018625/268435456
0/1 6742346875/268435456 1100/1 6742346875/268435456
338085136675/536870912 0/1 338085136675/536870912 1100/1
0/1 245776710025/268435456 1100/1 245776710025/268435456
32460442025/536870912 0/1 32460442025/536870912 1100/1
0/1 155065837025/536870912 1100/1 155065837025/536870912
14605390525/67108864 0/1 14605390525/67108864 1100/1
150452268725/536870912 0/1 150452268725/536870912 1100/1
