600
-629122209375/16777216 1752007374375/33554432 -536611153125/33554432 239776565625/8388608
1777180681875/33554432 32136729375/33554432 -989265808125/16777216 1034910793125/33554432
78163603125/8388608 320628478125/8388608 -875789566875/33554432 -1701953169375/33554432
963447193125/16777216 1802180525625/33554432 -737831945625/33554432 -932052163125/33554432
-306632169375/16777216 -1708666434375/33554432 -107173914375/33554432 27150084375/8388608
-246216830625/4194304 -92446010625/16777216 -464673346875/16777216 47730118125/2097152
-1319318611875/33554432 -480436580625/33554432 221629531875/8388608 1619867844375/33554432
212818813125/4194304 -838692043125/33554432 -1593363556875/33554432 321202269375/8388608
1899081283125/33554432 1693342231875/33554432 -76167091875/8388608 -157580908125/33554432
-459103441875/33554432 1398490771875/33554432 117390931875/8388608 -367841619375/8388608
-13106221875/33554432 94178821875/8388608 253962271875/16777216 -199332534375/16777216
-1404608994375/33554432 13924543125/33554432 -52351486875/4194304 500312503125/16777216
97591678125/8388608 -189286606875/4194304 -22989553125/2097152 -196130000625/4194304
-1507853855625/33554432 -12811543125/2097152 -1244135896875/33554432 887648859375/16777216
718860729375/16777216 689334448125/33554432 445015749375/16777216 -259167159375/16777216
20003630625/4194304 1284604944375/33554432 -23322286875/1048576 126410345625/4194304
-182116048125/16777216 375420905625/16777216 -1666676488125/33554432 828509844375/16777216
-608761783125/16777216 -768202554375/33554432 -233965760625/4194304 984870039375/16777216
-52472615625/4194304 -506397099375/33554432 891209083125/33554432 -1094720728125/33554432
-175887946875/33554432 506423544375/16777216 1865967283125/33554432 -1184214309375/33554432
899754853125/16777216 534839900625/33554432 -282894455625/33554432 -1534054981875/33554432
606117504375/16777216 -58264876875/2097152 -345335844375/16777216 54930260625/8388608
1173809840625/33554432 1285528674375/33554432 -1587119038125/33554432 323254295625/8388608
1900965556875/33554432 -1871519956875/33554432 -370163968125/8388608 711228399375/33554432
254452498125/8388608 1886420491875/33554432 -1983027639375/33554432 -651805153125/16777216
1394511455625/33554432 856927303125/16777216 -830893125/4194304 260908501875/16777216
-1022746438125/33554432 -156473375625/4194304 1670068138125/33554432 -1520334091875/33554432
-775990884375/16777216 1675257785625/33554432 302486623125/16777216 -1265533456875/33554432
23518445625/2097152 -645187445625/33554432 950742616875/16777216 512844369375/33554432
-441911915625/8388608 -561511029375/33554432 1969025341875/33554432 68955860625/2097152
85871319375/2097152 -1698935874375/33554432 -53612660625/1048576 418597134375/8388608
1545699489375/33554432 -111478498125/2097152 -795451606875/33554432 -1287267099375/33554432
431185813125/8388608 -180603241875/33554432 1590598318125/33554432 225859899375/4194304
-471882620625/16777216 35680565625/1048576 -344545569375/16777216 34692271875/1048576
-1108912655625/33554432 -176769928125/16777216 -35396739375/33554432 231187873125/16777216
241183483125/16777216 -355895105625/33554432 -993060950625/33554432 354439029375/16777216
407309116875/33554432 382788223125/16777216 -36865081875/1048576 382997806875/16777216
-622960831875/16777216 651266214375/33554432 -1255147123125/33554432 1373914115625/33554432
-769234948125/33554432 1474297269375/33554432 -77382189375/8388608 526137868125/16777216
-483840005625/8388608 1732235803125/33554432 232096505625/16777216 -1455039376875/33554432
850489243125/33554432 -1582827031875/33554432 -124034893125/8388608 -797881678125/33554432
-2797966875/2097152 -1621275590625/33554432 666126935625/16777216 -55998781875/2097152
-63843946875/33554432 -816815116875/33554432 -355068766875/16777216 -1196236400625/33554432
-220120010625/16777216 -1047653679375/33554432 572363761875/33554432 -609050608125/33554432
216652794375/33554432 -140411008125/4194304 -985619146875/16777216 150605518125/16777216
-1758261913125/33554432 149660686875/8388608 -150777118125/4194304 1106264668125/33554432
444664033125/8388608 1125056015625/33554432 71367871875/16777216 -497607916875/8388608
-401318450625/16777216 1311448505625/33554432 -65139354375/33554432 764831045625/16777216
13051333125/1048576 -1683057365625/33554432 1165407834375/33554432 -319276033125/16777216
-1255127030625/33554432 926214748125/33554432 -357242461875/16777216 22693640625/4194304
-332619358125/16777216 -623753971875/16777216 940903164375/33554432 -71454095625/8388608
-18300860625/1048576 -834201526875/16777216 474307554375/8388608 2005768063125/33554432
959181223125/16777216 -213205381875/33554432 12383863125/4194304 194037538125/33554432
774349381875/16777216 103316345625/16777216 -299959693125/8388608 1240007008125/33554432
-304665549375/16777216 159409786875/4194304 1819482676875/33554432 -567382640625/33554432
-175453858125/4194304 -466897603125/16777216 1968854975625/33554432 1447774100625/33554432
1425332536875/33554432 1458371281875/33554432 149363499375/16777216 550721015625/33554432
-90553389375/4194304 203683734375/16777216 -66008323125/8388608 17803974375/4194304
-874011448125/16777216 1875054455625/33554432 -442352060625/16777216 -54784959375/1048576
-582130873125/16777216 -1658196035625/33554432 -1617030035625/33554432 216976276875/4194304
-1093843449375/33554432 -337469566875/8388608 -84631719375/8388608 1728452503125/33554432
-251003296875/16777216 -432279894375/16777216 585792185625/16777216 -1731750226875/33554432
-56957660625/33554432 1631047299375/33554432 396335188125/8388608 96011053125/8388608
325869103125/33554432 -1674094974375/33554432 662725411875/33554432 744012946875/33554432
-1165871289375/33554432 -1487714825625/33554432 -1012557500625/33554432 -1957210636875/33554432
631403934375/33554432 698570596875/16777216 96241149375/16777216 -799255404375/33554432
-142160671875/16777216 -612196875/33554432 206996158125/4194304 -1273294198125/33554432
268963910625/16777216 1510453243125/33554432 -832311478125/33554432 206380779375/4194304
-404554115625/16777216 206599021875/33554432 -817193975625/16777216 227543844375/33554432
745767789375/16777216 -145814705625/33554432 574524883125/16777216 64485069375/4194304
137063098125/33554432 -21703880625/4194304 362203888125/16777216 -137483968125/4194304
1823164085625/33554432 1009723816875/33554432 -288745948125/16777216 185718039375/33554432
469927670625/33554432 289674763125/8388608 1809106314375/33554432 -48281439375/1048576
-47156469375/2097152 277618768125/8388608 990310318125/33554432 -1912697930625/33554432
-148691671875/8388608 -1934475373125/33554432 -243213328125/16777216 -342382048125/33554432
880905594375/16777216 1273096824375/33554432 -984240541875/33554432 706944069375/16777216
-158274605625/16777216 285600763125/16777216 -27794480625/524288 -1944923390625/33554432
-1980100696875/33554432 -391823765625/33554432 -1692299705625/33554432 -403412619375/16777216
835620609375/16777216 -1658206299375/33554432 -10620601875/524288 1715527696875/33554432
-3242454375/33554432 238057269375/33554432 -803951251875/33554432 -1652864315625/33554432
-368841778125/33554432 -850759411875/16777216 -715797999375/33554432 414949460625/16777216
-13973131875/2097152 362165506875/33554432 400898488125/8388608 -1565500933125/33554432
965630075625/33554432 875185108125/16777216 -1852526045625/33554432 1674277756875/33554432
987253198125/33554432 262836733125/33554432 -176014194375/4194304 662136395625/16777216
597508078125/33554432 461240469375/16777216 -155546694375/4194304 1710805651875/33554432
552195796875/33554432 -332686779375/16777216 -40938883125/8388608 700385761875/33554432
-276492515625/16777216 275202174375/8388608 492007190625/16777216 -204538565625/16777216
64952919375/16777216 28586079375/33554432 -1523807923125/33554432 -28661446875/16777216
730522370625/33554432 -1515018609375/33554432 -1762892596875/33554432 2004157738125/33554432
-728924731875/16777216 92218884375/33554432 -7883596875/16777216 -39766689375/2097152
-898998238125/33554432 -869843038125/33554432 -1534985116875/33554432 15307003125/1048576
229448975625/4194304 164624758125/4194304 1211670455625/33554432 -1859381435625/33554432
1471291875/524288 1761853273125/33554432 -1103703103125/33554432 -540024796875/16777216
-467041134375/16777216 -1602927778125/33554432 -1421924180625/33554432 316026703125/33554432
1544315034375/33554432 436244881875/33554432 649096621875/33554432 1169073118125/33554432
1776881251875/33554432 -1746733224375/33554432 1110667854375/33554432 432864958125/8388608
-571668763125/33554432 -922433450625/33554432 11806494375/524288 -471518008125/33554432
-440458501875/8388608 -32329123125/8388608 107397875625/8388608 -261410443125/8388608
862379926875/16777216 -1225723201875/33554432 -31911800625/1048576 -1713507669375/33554432
1337598133125/33554432 801826880625/16777216 -535001780625/33554432 -8970669375/262144
411623825625/16777216 370544465625/16777216 1077607951875/33554432 993074416875/16777216
353956711875/8388608 -414102418125/33554432 -22616289375/8388608 255873403125/8388608
-194295770625/4194304 -1006324134375/16777216 -31671841875/1048576 351375099375/8388608
457182710625/8388608 1868792585625/33554432 6287068125/16777216 -1902588530625/33554432
-418074916875/8388608 -27345324375/4194304 -1358615791875/33554432 454544469375/16777216
618606579375/16777216 -594510309375/33554432 624087568125/16777216 866168101875/33554432
-56262294375/4194304 1150814270625/33554432 131266978125/33554432 290766571875/16777216
-219454426875/8388608 1608632098125/33554432 271958034375/8388608 458629036875/33554432
195079396875/4194304 1790782141875/33554432 -1415741540625/33554432 -1162666843125/33554432
363742591875/8388608 -321734799375/8388608 -108027298125/33554432 1192801621875/33554432
1002333264375/16777216 -5178395625/33554432 -107309825625/16777216 1732199589375/33554432
-887764535625/33554432 91156021875/2097152 369641870625/16777216 -1425414375/4194304
-187575324375/33554432 -606000136875/33554432 64789498125/2097152 1911138253125/33554432
387970051875/8388608 -240684718125/33554432 -1084330295625/33554432 108460010625/4194304
-1956314439375/33554432 763228565625/33554432 82650080625/4194304 -289155811875/8388608
-144175123125/16777216 922314421875/33554432 1263211865625/33554432 2001747020625/33554432
105406100625/8388608 -1174424251875/33554432 -1774433315625/33554432 -376178574375/16777216
455000615625/33554432 -1227403471875/33554432 -1176339144375/33554432 -193884736875/33554432
383905239375/8388608 528442741875/33554432 -640457251875/33554432 40794864375/4194304
543634381875/33554432 -814582213125/33554432 -1843550240625/33554432 -151854631875/8388608
-1428471373125/33554432 485630979375/33554432 -1725789016875/33554432 -1390151053125/33554432
-565865341875/16777216 -316118874375/33554432 1114031015625/33554432 -1867085713125/33554432
1365966793125/33554432 883991450625/16777216 -43207498125/16777216 -3480024375/262144
-709610431875/33554432 135318658125/8388608 -233491171875/16777216 -1298069345625/33554432
-179066394375/33554432 409980759375/16777216 -101357979375/4194304 47963308125/16777216
-183392566875/33554432 267103299375/33554432 116357405625/4194304 -1392498346875/33554432
-1853659745625/33554432 2004037531875/33554432 562014489375/33554432 309658760625/8388608
-390970576875/16777216 776004375/8388608 924072804375/16777216 -1343856830625/33554432
-193078194375/33554432 -312184081875/8388608 -338375240625/33554432 1513474370625/33554432
-2401993125/4194304 308494344375/33554432 -233510086875/33554432 317987649375/33554432
-926997290625/16777216 -1296194559375/33554432 -80022459375/2097152 -1626404435625/33554432
-1299426061875/33554432 416204510625/8388608 -812117645625/33554432 43346128125/16777216
-877062714375/16777216 904392950625/16777216 -1475201814375/33554432 1323005443125/33554432
823477138125/16777216 -481616536875/16777216 441113960625/8388608 -586924640625/16777216
-721385293125/33554432 63472790625/16777216 226964608125/4194304 -947795304375/33554432
535222753125/16777216 753877775625/33554432 824845269375/33554432 -311875760625/16777216
-65239771875/2097152 1565788231875/33554432 585150208125/16777216 -97715968125/4194304
-784671144375/16777216 -76944204375/33554432 -942321170625/16777216 -108997978125/4194304
573352216875/16777216 -140967444375/4194304 1407783838125/33554432 705750298125/16777216
922963239375/33554432 490168704375/33554432 -194827636875/8388608 -380580459375/33554432
17953055625/4194304 383666341875/8388608 89277703125/4194304 -81171793125/8388608
-890205965625/16777216 496940806875/16777216 -354267451875/8388608 -668574669375/33554432
-980748616875/16777216 -551074685625/16777216 1528242665625/33554432 -23040590625/16777216
67333156875/16777216 -670621186875/16777216 -272494843125/8388608 -1504804505625/33554432
1130124125625/33554432 910272598125/16777216 -162676258125/33554432 -93029698125/2097152
-38347651875/33554432 142521639375/8388608 833909664375/16777216 440649620625/33554432
389609574375/16777216 927909339375/33554432 -1780634746875/33554432 -631306790625/33554432
-162828564375/16777216 -446645788125/16777216 -257465311875/33554432 961846700625/16777216
-344740685625/33554432 1105432010625/33554432 -663467428125/33554432 -162645669375/33554432
-413273818125/33554432 -39709059375/33554432 -450065919375/16777216 -799005511875/33554432
-1177536605625/33554432 1110619134375/33554432 -1769637920625/33554432 1710446326875/33554432
-720594545625/33554432 -1614691434375/33554432 385843411875/16777216 471290008125/8388608
931561985625/16777216 -443611704375/33554432 677207664375/33554432 -41067815625/2097152
-177419866875/16777216 -363916633125/8388608 -403537933125/33554432 1438406360625/33554432
-1371821413125/33554432 -655675250625/33554432 -60117774375/16777216 814184274375/16777216
520161099375/16777216 -297881353125/33554432 -389039150625/16777216 689949530625/33554432
-725868568125/16777216 1542774178125/33554432 565748161875/16777216 790093693125/33554432
-1571095153125/33554432 239948743125/4194304 -563457560625/33554432 -1226971899375/33554432
360246706875/8388608 -114353765625/33554432 -1646867113125/33554432 23921611875/524288
-1296454434375/33554432 468386161875/8388608 -535004683125/16777216 -416312446875/16777216
-819279474375/33554432 -842443475625/33554432 -735350930625/33554432 115649236875/4194304
40846734375/33554432 66990065625/2097152 -1594425601875/33554432 1128242975625/33554432
219122641875/16777216 119774045625/4194304 103846179375/2097152 -1146127040625/33554432
166823345625/4194304 88919319375/33554432 -1106140704375/33554432 536367380625/16777216
852388111875/33554432 -321858605625/8388608 -1704709726875/33554432 787370998125/16777216
-1470585703125/33554432 1034232335625/33554432 316388904375/8388608 -557348233125/33554432
-432513076875/33554432 -614705349375/33554432 1649528589375/33554432 661715713125/33554432
430656095625/16777216 324867534375/8388608 236135341875/33554432 1450310855625/33554432
359874545625/16777216 56642484375/1048576 -114350720625/16777216 809072023125/16777216
11040729375/33554432 -586861198125/33554432 -730607390625/16777216 1423879820625/33554432
-202859191875/8388608 -48134416875/4194304 1774340990625/33554432 -1521293926875/33554432
-1554411890625/33554432 988731463125/16777216 1240282411875/33554432 1607222446875/33554432
1123810539375/33554432 295278316875/8388608 -188331688125/33554432 -528789541875/16777216
266062066875/16777216 223754026875/33554432 -323746670625/8388608 -6369013125/524288
-328466698125/8388608 922118398125/16777216 16815875625/8388608 -220413084375/4194304
515155359375/33554432 -365894225625/8388608 2758115625/131072 1977075774375/33554432
-872536033125/33554432 -100801929375/4194304 -374529804375/8388608 228775876875/4194304
883212230625/33554432 742541049375/16777216 -562045974375/16777216 -1102273220625/33554432
25226911875/4194304 -1025768746875/33554432 -1537335208125/33554432 84660579375/4194304
1243814221875/33554432 -203206681875/16777216 256658799375/33554432 1063042565625/33554432
152246120625/16777216 739640053125/33554432 1717017890625/33554432 1487019706875/33554432
-247015963125/16777216 75309781875/2097152 -553151083125/16777216 37727630625/4194304
-500740550625/16777216 -699369661875/33554432 -242075750625/4194304 1662210515625/33554432
80456754375/4194304 -13943863125/8388608 1043424463125/33554432 420619689375/33554432
-1884479398125/33554432 -190076094375/33554432 1004158100625/16777216 160686358125/16777216
-549154805625/33554432 312489065625/33554432 658050181875/16777216 590439778125/16777216
-513123736875/33554432 -1533536859375/33554432 -153106396875/4194304 -34770650625/8388608
671200963125/33554432 253655938125/33554432 -196956624375/8388608 -582201620625/33554432
-1484270716875/33554432 667467039375/16777216 -178755939375/8388608 -933301220625/33554432
-341132938125/16777216 1850121736875/33554432 -78880160625/2097152 706196191875/16777216
1169515678125/33554432 -6976903125/4194304 658143789375/16777216 453662326875/8388608
866597705625/33554432 44247328125/2097152 -149589039375/8388608 -62497978125/33554432
7250420625/131072 -241717385625/8388608 1003414854375/33554432 -318658205625/8388608
10483666875/16777216 980722104375/16777216 -1290454096875/33554432 989549750625/16777216
-73177288125/2097152 -587696911875/33554432 -1648736210625/33554432 -876363841875/33554432
1078111633125/33554432 -1888556649375/33554432 -126119416875/16777216 1792407256875/33554432
1631143063125/33554432 36626630625/2097152 -108796273125/16777216 155695295625/4194304
-856724866875/16777216 421561835625/8388608 -33958408125/8388608 -564313085625/16777216
-1146636526875/33554432 402155701875/16777216 -80613643125/8388608 -1239164049375/33554432
-387684346875/16777216 273649835625/8388608 -144651046875/4194304 -65430706875/8388608
-377235215625/33554432 423204376875/33554432 -1418921551875/33554432 192072174375/33554432
-1500697546875/33554432 -15224124375/2097152 -143689025625/33554432 663502715625/16777216
-1618214870625/33554432 -178818751875/33554432 -232423408125/4194304 -1086335923125/33554432
-1971192403125/33554432 929314453125/33554432 -746516994375/16777216 182981465625/16777216
-14221663125/4194304 25542478125/8388608 -1910277950625/33554432 1567552813125/33554432
-1959755109375/33554432 -193595709375/4194304 44833696875/4194304 -134502290625/8388608
67988690625/16777216 322984674375/8388608 -3618080625/524288 -1857702601875/33554432
195417200625/16777216 -686980554375/33554432 110163133125/2097152 225472606875/4194304
-106218609375/4194304 1036483359375/33554432 278570608125/8388608 -803654683125/16777216
263539633125/16777216 -1274940646875/33554432 667323946875/16777216 -692563190625/33554432
1308333590625/33554432 229389448125/4194304 20524546875/33554432 -629683359375/16777216
-221120158125/4194304 810532835625/33554432 -244658630625/4194304 -720769753125/33554432
-371658305625/8388608 -143704273125/33554432 227255833125/8388608 -974640609375/16777216
-643273681875/16777216 107247388125/33554432 -496448904375/16777216 724778356875/33554432
-82305575625/33554432 -309810699375/33554432 966900751875/16777216 1568386273125/33554432
-607925900625/16777216 247016386875/33554432 -1978832776875/33554432 949350043125/33554432
1559094729375/33554432 -304144978125/33554432 -224309034375/8388608 -1296093883125/33554432
-239809554375/4194304 -2785246875/262144 566809633125/16777216 919339426875/16777216
392267998125/16777216 756502156875/16777216 -175983560625/16777216 -398164303125/8388608
-27300035625/1048576 93263566875/4194304 28955278125/4194304 -522357174375/16777216
-873450853125/33554432 -426318335625/16777216 211376773125/4194304 13712900625/262144
-37639336875/1048576 419699743125/33554432 -1081788650625/33554432 -212400376875/33554432
-960442569375/16777216 -585262768125/16777216 849662281875/33554432 -209397935625/33554432
59107243125/8388608 -232238671875/33554432 -939517543125/33554432 913806016875/16777216
-318323660625/16777216 -520812549375/16777216 -1420806766875/33554432 919644376875/33554432
386372330625/33554432 -633937014375/16777216 -931258715625/33554432 640436851875/16777216
-78642028125/4194304 48644821875/8388608 112191871875/2097152 11810473125/1048576
754617294375/33554432 1927219775625/33554432 -507351605625/33554432 307705175625/16777216
-1383117290625/33554432 86858731875/8388608 -1720124120625/33554432 -723863161875/33554432
-189783279375/16777216 -1708431358125/33554432 -76214349375/33554432 86910830625/8388608
-91119046875/33554432 1467269593125/33554432 -573108136875/16777216 -1909979026875/33554432
-1551771969375/33554432 929442628125/33554432 710021649375/16777216 -1351484739375/33554432
248819915625/8388608 -483685381875/16777216 -321808018125/8388608 956682121875/33554432
-570314814375/16777216 -629949080625/33554432 -1141040625/65536 -1051124701875/33554432
27431443125/4194304 66407968125/8388608 738108515625/33554432 825101694375/33554432
-1255846033125/33554432 -826520023125/33554432 225203450625/8388608 393114219375/8388608
1784989359375/33554432 97793424375/8388608 -65167528125/33554432 877650174375/33554432
-805703750625/33554432 -843397903125/16777216 -582387129375/16777216 35546259375/4194304
1387574270625/33554432 25757540625/524288 -1714943390625/33554432 -929903285625/16777216
194166091875/33554432 536535800625/33554432 -136346004375/33554432 -875907699375/16777216
-1863927778125/33554432 355740811875/33554432 -392506813125/33554432 -1168707901875/33554432
-198075403125/33554432 -76895386875/8388608 -15594013125/33554432 -1643804416875/33554432
-162527210625/8388608 -214544353125/16777216 -1002278161875/16777216 -902764610625/16777216
