3200
26921559375/2097152 600577188125/2097152 -66228039375/1048576 100323426875/1048576
-237976289375/2097152 59838530625/262144 545337274375/2097152 15742220625/1048576
16157255625/131072 -279978706875/2097152 9077323125/2097152 -510449980625/2097152
-385942768125/2097152 39501493125/524288 9183281875/65536 -151908920625/1048576
148374996875/1048576 -332701235625/1048576 320108388125/2097152 105846258125/524288
41122199375/131072 -35729004375/131072 52476995625/1048576 110440005625/2097152
-314416734375/1048576 -76233883125/1048576 -243789286875/2097152 516136856875/2097152
-79525874375/524288 653621484375/2097152 -110578146875/524288 207192590625/2097152
-329157953125/2097152 583227405625/2097152 -620347900625/2097152 -361420071875/2097152
287851466875/1048576 -69703089375/524288 -23574875625/524288 58154753125/524288
128996444375/1048576 -11668458125/262144 -475434904375/2097152 25613835625/524288
26362624375/1048576 58232299375/524288 -656307969375/2097152 26586825625/1048576
-132610360625/524288 -66987069375/2097152 2713339375/262144 235861281875/1048576
-8635540625/32768 15615744375/65536 154710176875/2097152 -41659453125/2097152
37892314375/131072 -22842821875/2097152 46208631875/2097152 -322610045625/2097152
-11714310625/1048576 52291558125/1048576 -589655178125/2097152 155188579375/524288
170306875625/1048576 -26466271875/2097152 -431878404375/2097152 464913469375/2097152
136261010625/2097152 -218975823125/1048576 -424426084375/2097152 -15768989375/2097152
79151664375/2097152 252394988125/1048576 -165001005625/524288 559159198125/2097152
-130311500625/1048576 -135274013125/524288 82917648125/524288 329772866875/2097152
-157153714375/524288 503326068125/2097152 61470729375/2097152 579573400625/2097152
88394835625/524288 1267153125/524288 -163991941875/2097152 -187846324375/2097152
15744953125/1048576 429263916875/2097152 -69115213125/1048576 90359813125/2097152
-482699930625/2097152 -187399083125/1048576 152430551875/1048576 -318649371875/1048576
288225053125/1048576 -24843461875/2097152 31532033125/524288 -131697946875/1048576
-542983431875/2097152 74975210625/524288 -246415103125/1048576 156387118125/1048576
237762249375/1048576 -558703278125/2097152 -119588955625/2097152 167543735625/524288
-206874765625/1048576 -424112896875/2097152 -551586613125/2097152 670738689375/2097152
305729139375/2097152 -237355113125/1048576 -320172799375/1048576 522912974375/2097152
642236903125/2097152 -450938251875/2097152 31471644375/2097152 83757080625/2097152
59535048125/524288 200300234375/1048576 -26691384375/2097152 308804653125/2097152
2056778125/262144 -133174483125/2097152 -578637390625/2097152 -15267261875/262144
-7751088125/524288 145792160625/524288 -502210389375/2097152 -95208365625/2097152
-428803940625/2097152 17803045625/2097152 -71257411875/2097152 -64203185625/262144
369629859375/2097152 -75239549375/1048576 -144373896875/524288 -218639740625/2097152
-12508003125/1048576 -225278785625/2097152 178308024375/1048576 -299675186875/1048576
277602610625/1048576 -110054228125/2097152 -31082644375/2097152 508794759375/2097152
-670392810625/2097152 -58463799375/2097152 -531224034375/2097152 -598425449375/2097152
291140411875/2097152 639058246875/2097152 125846875/1048576 39183650625/524288
-59238268125/1048576 -28887580625/262144 392069933125/2097152 137615400625/2097152
-5369200625/2097152 567479048125/2097152 -437596371875/2097152 567530739375/2097152
380575395625/2097152 -28579383125/262144 123377445625/1048576 -163943418125/1048576
625117489375/2097152 -626114315625/2097152 -546080840625/2097152 194070205625/2097152
618204571875/2097152 56976469375/1048576 330546494375/1048576 614549801875/2097152
161659849375/524288 238246509375/1048576 371018354375/2097152 -110702158125/2097152
-117929596875/1048576 -142448020625/524288 17228094375/65536 424761758125/2097152
-76204331875/524288 -338178045625/2097152 44532603125/1048576 -437540930625/2097152
-247456076875/2097152 -150092916875/2097152 -478043943125/2097152 24590549375/2097152
-51170710625/2097152 -21505186875/262144 288699603125/2097152 273460920625/1048576
-78149324375/524288 140996270625/2097152 189593933125/2097152 1046946875/65536
480143864375/2097152 -192646538125/2097152 -46078148125/524288 -34177434375/524288
25214329375/1048576 306529179375/1048576 179132928125/1048576 100564055625/524288
25126186875/524288 -1253879375/32768 -437732979375/2097152 -230015590625/2097152
-510241071875/2097152 -2650023125/262144 -65108210625/524288 -96489706875/2097152
624792760625/2097152 52395190625/524288 -93355989375/1048576 -165917089375/2097152
-575804545625/2097152 163090750625/1048576 224965934375/2097152 77890106875/262144
-83415099375/1048576 -60305200625/2097152 13850021875/262144 -49774656875/262144
-161002971875/524288 263482543125/1048576 23425661875/524288 33615031875/2097152
74557035625/262144 246983910625/1048576 33175209375/2097152 490316423125/2097152
-169837839375/2097152 -125233204375/524288 -92578554375/2097152 255564943125/1048576
64155136875/1048576 384404789375/2097152 -153396458125/1048576 -75233961875/2097152
-319749693125/1048576 -303271340625/2097152 18338784375/65536 -16812929375/131072
73417636875/1048576 199482371875/2097152 460271156875/2097152 -188553401875/2097152
306327888125/1048576 -211296044375/2097152 110958598125/1048576 -109851745625/1048576
-7384763125/131072 150918616875/2097152 120071693125/524288 210345505625/1048576
7449739375/1048576 -376114878125/2097152 -641022866875/2097152 87162143125/1048576
597957129375/2097152 -571110869375/2097152 326885829375/2097152 -63537699375/524288
316636293125/1048576 -37968904375/524288 -112200600625/524288 282075846875/1048576
72949579375/262144 522725869375/2097152 275689250625/1048576 34921255625/524288
-1241279375/32768 -250557066875/1048576 235616370625/2097152 53276086875/1048576
163416818125/1048576 87598590625/2097152 -86325506875/1048576 -372684489375/2097152
274603554375/1048576 396077734375/2097152 -409539790625/2097152 505257495625/2097152
-330088993125/1048576 -9867320625/32768 284972854375/2097152 212424720625/2097152
237689129375/2097152 -159019246875/1048576 601612279375/2097152 192109796875/2097152
-29220393125/131072 63415808125/524288 -611530729375/2097152 -560920836875/2097152
-69291669375/262144 92347238125/524288 16635578125/262144 436216433125/2097152
-96820989375/524288 14870393125/1048576 234981471875/1048576 293285371875/1048576
86834106875/1048576 -294443621875/2097152 454513311875/2097152 -222650613125/1048576
38535661875/131072 436967711875/2097152 -408977878125/2097152 240519409375/1048576
9997483125/1048576 -33493506875/1048576 -227742813125/2097152 243653265625/2097152
300377708125/2097152 -583069194375/2097152 -298142525625/2097152 137974851875/524288
670959340625/2097152 -477345805625/2097152 150876815625/1048576 237233906875/1048576
-135427058125/1048576 -41403455625/2097152 3154035625/2097152 -629979071875/2097152
-17379681875/1048576 -127372633125/524288 327700406875/1048576 -140200454375/1048576
48680875625/1048576 -5983266875/524288 140194399375/1048576 51549859375/1048576
121101904375/1048576 -121413414375/524288 -383516566875/2097152 -45976885625/1048576
597833811875/2097152 331618171875/2097152 -586060823125/2097152 200778029375/1048576
531675431875/2097152 301196763125/2097152 -296577036875/1048576 -1360510625/8192
-115856479375/1048576 4952283125/1048576 -515807396875/2097152 -204945896875/2097152
458267010625/2097152 -81837408125/524288 207582368125/2097152 420684170625/2097152
-241950205625/1048576 -174622340625/1048576 283936170625/2097152 -192133126875/1048576
-113275875625/2097152 -157187538125/1048576 -70368070625/2097152 626553803125/2097152
-65744665625/262144 -220651598125/1048576 -317941273125/1048576 564521409375/2097152
-258162961875/1048576 -498286808125/2097152 73017556875/1048576 -265053651875/1048576
-23850229375/262144 -126519346875/524288 -327463068125/2097152 -100902704375/2097152
564648191875/2097152 -254650393125/1048576 52346258125/1048576 159874203125/2097152
-34337776875/1048576 218441305625/2097152 124428055625/2097152 287010535625/1048576
29458723125/524288 31880471875/131072 -620656826875/2097152 149070359375/524288
-12736345625/524288 317706179375/2097152 530781271875/2097152 -562619696875/2097152
20292791875/262144 -617323225625/2097152 -30924799375/2097152 -506850881875/2097152
2008475625/16384 332880129375/1048576 -142956820625/2097152 -391108290625/2097152
-225058199375/1048576 -107355149375/524288 17680593125/262144 14462745625/524288
24299068125/524288 93104528125/1048576 98956169375/1048576 -642181183125/2097152
-104199328125/524288 74818986875/2097152 571936039375/2097152 1136891875/524288
360531555625/2097152 -1578739375/8192 312035085625/1048576 -130979670625/2097152
251611335625/1048576 -37483271875/2097152 -317335905625/2097152 67366871875/1048576
126073028125/2097152 313075381875/2097152 33286130625/262144 -217064070625/2097152
1441558125/262144 56214805625/1048576 2450368125/65536 161130435625/1048576
-588853481875/2097152 58003546875/262144 -17549704375/2097152 196264675625/2097152
66607261875/262144 -499131668125/2097152 284828498125/1048576 30341785625/131072
-146116086875/524288 274971883125/1048576 -58416679375/2097152 -155219295625/524288
-604314129375/2097152 27463913125/1048576 155032478125/1048576 -115942898125/524288
-546748585625/2097152 -312616724375/2097152 -12241184375/65536 -636392375625/2097152
192716593125/2097152 -210915809375/2097152 -60383593125/2097152 2695365625/1048576
47255241875/2097152 -4066621875/524288 -503493486875/2097152 -83932751875/2097152
-307924160625/1048576 -85099038125/2097152 487112011875/2097152 13033985625/131072
145449340625/1048576 -116434688125/2097152 -19569856875/524288 -4419608125/262144
-385370211875/2097152 -247288850625/1048576 -87590330625/524288 248611646875/2097152
145519531875/2097152 -21615516875/262144 -471324660625/2097152 7760785625/1048576
-55208781875/1048576 -110107706875/2097152 5303263125/131072 281588020625/1048576
396301414375/2097152 463661508125/2097152 83884521875/1048576 25699358125/1048576
665548381875/2097152 -143849698125/524288 -321416199375/1048576 -2785024375/524288
103248386875/1048576 505710905625/2097152 -306354941875/2097152 -497174295625/2097152
-203213849375/1048576 -110224535625/1048576 -494195626875/2097152 231188771875/1048576
138211286875/1048576 -143616793125/2097152 -84828561875/1048576 -236913746875/2097152
-241596854375/2097152 45859005625/524288 7535963125/2097152 -526027504375/2097152
241082538125/2097152 -60644445625/2097152 1924309375/524288 -159466640625/524288
-6619275625/524288 -289717479375/2097152 312801208125/2097152 -287623693125/2097152
165155796875/524288 -87818659375/1048576 -670818896875/2097152 -162618330625/2097152
100813138125/524288 -25929106875/262144 -575763558125/2097152 -278112313125/2097152
-55146871875/2097152 204312583125/2097152 -99536775625/2097152 46552456875/262144
217807145625/1048576 630860466875/2097152 45142609375/1048576 -219089053125/1048576
93257184375/1048576 133978194375/2097152 157879863125/524288 65887718125/262144
104536370625/1048576 7291019375/65536 55605411875/262144 -243226679375/1048576
-149659844375/2097152 -42251354375/1048576 -217271618125/1048576 47778118125/524288
-38976965625/524288 -131215663125/2097152 13035031875/524288 72005225625/2097152
-2664334375/65536 17904820625/262144 84693559375/2097152 6484665625/65536
292343884375/2097152 -39182973125/131072 627711714375/2097152 120239711875/2097152
-293290348125/2097152 -273171483125/1048576 185922121875/1048576 -518647303125/2097152
-626724684375/2097152 321737473125/1048576 -551902036875/2097152 4071523125/16384
-9776895625/65536 427481304375/2097152 147619811875/524288 -36618199375/524288
-239441111875/2097152 -170751318125/1048576 35410871875/524288 -283676719375/2097152
156179064375/524288 -38272614375/131072 -279156993125/1048576 -410512204375/2097152
409574125625/2097152 422447380625/2097152 122160734375/524288 -149860311875/524288
1923563125/262144 -161224625625/2097152 -323307083125/2097152 135675013125/1048576
48979221875/262144 -241624048125/1048576 -154240871875/2097152 520769391875/2097152
352108028125/2097152 522819630625/2097152 -100353000625/2097152 255418356875/1048576
-73024456875/2097152 -144258066875/1048576 111499946875/2097152 459951790625/2097152
298219914375/2097152 277064881875/2097152 288844196875/2097152 -59429089375/1048576
595902796875/2097152 -33177529375/262144 -279416644375/1048576 -231350464375/1048576
-2492414375/16384 -100814250625/1048576 485281436875/2097152 479460398125/2097152
225098154375/1048576 68087623125/2097152 225947545625/2097152 -118540513125/2097152
437191959375/2097152 -32535993125/131072 430622150625/2097152 -486487043125/2097152
642824514375/2097152 572440423125/2097152 -18042888125/65536 344958354375/2097152
487850849375/2097152 -44519894375/1048576 24502893125/1048576 -281717791875/2097152
13320729375/524288 -162692544375/2097152 398834259375/2097152 288201005625/1048576
-321122935625/1048576 -110075656875/1048576 -419296495625/2097152 415778453125/2097152
-3916524375/262144 -73371528125/524288 432892035625/2097152 251524719375/2097152
286816398125/1048576 282707578125/2097152 -155130960625/524288 -156268525625/2097152
532852566875/2097152 -178847939375/1048576 -249906061875/2097152 303534578125/2097152
396470633125/2097152 -226524146875/2097152 248343293125/1048576 -534794061875/2097152
153759289375/524288 12618944375/65536 -552341861875/2097152 368216711875/2097152
126865576875/1048576 343950655625/2097152 -354059375/8192 -24467213125/2097152
317397056875/1048576 -1630363125/1048576 -137051219375/1048576 -35595486875/524288
253165281875/2097152 319772674375/1048576 -205383910625/2097152 477213411875/2097152
206551986875/1048576 -54000425625/1048576 -120526633125/1048576 76898930625/2097152
29811580625/131072 -112272238125/2097152 -165426324375/524288 -44178945625/1048576
-8615349375/262144 -580492215625/2097152 211179243125/1048576 122008035625/2097152
-180869956875/1048576 -485680050625/2097152 365385545625/2097152 314173841875/1048576
-273607960625/2097152 151765169375/1048576 238733826875/2097152 -305179295625/1048576
294869314375/2097152 -52688551875/262144 -143106765625/524288 -225146573125/1048576
-404957473125/2097152 25389300625/262144 -6278065625/131072 119815130625/1048576
-93430765625/1048576 -1687235625/131072 105690946875/2097152 -22820264375/262144
-488991799375/2097152 -631365600625/2097152 71821658125/262144 -130923884375/2097152
-24642804375/131072 -28343543125/1048576 243429859375/1048576 -192189916875/2097152
-320574445625/1048576 -533459955625/2097152 663828889375/2097152 350463758125/2097152
-59474369375/524288 -275320698125/2097152 -395882889375/2097152 -545472255625/2097152
4385444375/1048576 152610796875/1048576 535634526875/2097152 -79898549375/2097152
-123289955625/524288 -167621979375/2097152 6822995625/32768 -88357393125/1048576
452216350625/2097152 -77394624375/524288 -3671578125/2097152 -56635029375/262144
333521436875/1048576 -473848396875/2097152 644662555625/2097152 262015258125/2097152
285998966875/1048576 222511839375/2097152 74076420625/2097152 260080730625/1048576
309936503125/2097152 -84824313125/524288 320020791875/1048576 -179060670625/2097152
115351709375/1048576 -52539874375/524288 -426252721875/2097152 112576180625/524288
1323638125/32768 79053049375/262144 -143508154375/2097152 -171193161875/1048576
186391150625/1048576 262956330625/2097152 -497047315625/2097152 307053851875/2097152
265188514375/2097152 56135060625/524288 101045299375/2097152 314445565625/2097152
-417004470625/2097152 91981745625/524288 -94062021875/2097152 21325098125/262144
52653438125/262144 -95342933125/524288 -100280601875/2097152 -35582615625/1048576
244676361875/1048576 56667789375/1048576 67776528125/262144 -92038001875/2097152
-221384733125/2097152 -109756338125/1048576 354845444375/2097152 -51564065625/2097152
-3132910625/16384 129543360625/1048576 -17340300625/1048576 238226730625/2097152
668205489375/2097152 -14279603125/131072 269439643125/2097152 -115097208125/524288
-131000876875/524288 -76391906875/262144 -653559469375/2097152 19707696875/524288
-256307526875/2097152 238704484375/1048576 -412388900625/2097152 -647872933125/2097152
571475909375/2097152 31396443125/262144 234648163125/1048576 -2405488125/1048576
-229235553125/2097152 -250155134375/1048576 -377123033125/2097152 -199934370625/2097152
43258050625/1048576 -485048763125/2097152 567874921875/2097152 -537078009375/2097152
342054085625/2097152 -250902084375/1048576 -86316468125/1048576 19491835625/1048576
50838040625/1048576 129823666875/524288 157470618125/1048576 -75347279375/1048576
487923724375/2097152 -80964091875/262144 178449083125/1048576 -365449749375/2097152
-229698825625/2097152 252568759375/1048576 426216665625/2097152 367521138125/2097152
10030159375/524288 -97751106875/524288 -165692144375/524288 -32795171875/2097152
-59277540625/1048576 557633413125/2097152 -421919135625/2097152 122592393125/524288
537682195625/2097152 -5157123125/524288 -598270193125/2097152 -241976036875/2097152
265114803125/1048576 306020659375/2097152 512626036875/2097152 46215801875/1048576
138638990625/524288 -39963709375/262144 -564881258125/2097152 315887363125/1048576
35149240625/262144 -4110769375/2097152 -121532600625/2097152 -11900141875/1048576
-642247143125/2097152 -155028883125/1048576 32485043125/524288 230051988125/2097152
572331184375/2097152 -13309590625/65536 -173268156875/1048576 434917480625/2097152
126760114375/2097152 -383228816875/2097152 -8691344375/131072 11291149375/262144
-291433166875/2097152 219542130625/2097152 18322536875/524288 -18899844375/65536
134459548125/524288 -240174153125/1048576 60978659375/1048576 367842765625/2097152
187156584375/2097152 212161436875/2097152 4462516875/16384 -378453705625/2097152
78333631875/262144 487556423125/2097152 -645366196875/2097152 400798829375/2097152
-193259658125/2097152 169292729375/1048576 122086635625/524288 30561529375/2097152
326840069375/2097152 147122121875/1048576 -152578670625/524288 3747590625/524288
64330605625/262144 -200581588125/1048576 25035781875/1048576 -581615161875/2097152
-491936806875/2097152 217008971875/1048576 95134711875/524288 502543121875/2097152
100855094375/524288 616090601875/2097152 -162443826875/1048576 473257723125/2097152
-215790481875/1048576 -516571566875/2097152 -25327404375/262144 -240217961875/2097152
394749020625/2097152 327962106875/2097152 -430467666875/2097152 -245828041875/2097152
-167753776875/1048576 583373206875/2097152 -51291310625/524288 35061821875/2097152
-255679376875/1048576 -208242039375/2097152 -184980328125/2097152 384558356875/2097152
-146752724375/1048576 -461312044375/2097152 6485079375/32768 68249003125/1048576
173341113125/2097152 -116933893125/2097152 -130826326875/2097152 4711158125/262144
-7656390625/262144 -38430783125/131072 -24014419375/131072 -3337364375/65536
-435250086875/2097152 -568719750625/2097152 -10721621875/1048576 630508034375/2097152
281388058125/2097152 -639129350625/2097152 295643150625/2097152 43332675625/2097152
-220775853125/1048576 309562308125/2097152 -46804445625/1048576 566875836875/2097152
-313999375/2048 -329900559375/2097152 -116779188125/1048576 -33282291875/262144
45566371875/524288 19279655625/524288 600485325625/2097152 26208945625/262144
-18189273125/131072 -107633179375/1048576 72424481875/1048576 -22141058125/524288
666897694375/2097152 183227825625/1048576 -41996433125/1048576 -365360919375/2097152
2253375625/131072 79789708125/2097152 -48357848125/1048576 64208803125/2097152
-22976481875/1048576 -104966976875/524288 -228345261875/2097152 33920593125/131072
-102170111875/1048576 56470066875/2097152 178515674375/1048576 -653292286875/2097152
-293572796875/1048576 24186115625/524288 -504972221875/2097152 13262391875/2097152
5301626875/262144 163511894375/1048576 215769728125/1048576 141910049375/2097152
366773085625/2097152 633016248125/2097152 -164978278125/2097152 -334097681875/2097152
1282933125/1048576 96117561875/1048576 -29041764375/524288 95538810625/524288
417645625/32768 81356919375/1048576 -314895103125/1048576 -73715026875/2097152
528592909375/2097152 27639204375/262144 18795189375/131072 -9703253125/65536
207218004375/1048576 -185054971875/2097152 37571540625/2097152 853660625/1048576
-214644531875/2097152 455129230625/2097152 -68988061875/262144 -488557461875/2097152
26610645625/524288 -179199348125/2097152 123883178125/524288 4454931875/524288
116570679375/1048576 45021279375/262144 2772093125/262144 -59617516875/2097152
-384255096875/2097152 245675875625/2097152 562034820625/2097152 -58657255625/1048576
-174997773125/2097152 234260514375/2097152 75443151875/1048576 -112303349375/1048576
178849215625/2097152 -114715234375/1048576 -151596866875/2097152 -217117168125/2097152
29763279375/1048576 -312611221875/1048576 -33483495625/131072 -433329375/1048576
230317433125/2097152 121351066875/2097152 -287575790625/2097152 214186159375/2097152
378114903125/2097152 -158469878125/1048576 -1547403125/32768 82379454375/524288
248664650625/1048576 -402824980625/2097152 242343214375/1048576 477032424375/2097152
-293772500625/1048576 -643487058125/2097152 270988623125/2097152 -89917859375/2097152
-544032319375/2097152 -172240461875/2097152 -397724175625/2097152 273166875/2097152
529710939375/2097152 -460347046875/2097152 284215450625/2097152 -434532741875/2097152
-239025740625/2097152 -540632649375/2097152 648757089375/2097152 -264945073125/1048576
-48613641875/524288 -601098354375/2097152 -536816993125/2097152 456175008125/2097152
-32744676875/1048576 380486253125/2097152 -112966595625/2097152 -165093193125/524288
-87706320625/2097152 12328596875/524288 156321965625/1048576 224463211875/1048576
384168408125/2097152 -16042989375/262144 106028009375/2097152 -397474435625/2097152
127983219375/2097152 29986456875/524288 205655873125/1048576 159859928125/524288
-64328944375/1048576 81923875625/524288 -10066735625/1048576 7349750625/262144
314237013125/1048576 -330084334375/2097152 129525454375/1048576 329974199375/2097152
-12647413125/1048576 -51549241875/1048576 -2196966875/8192 -16074098125/262144
-319160965625/1048576 -118048159375/524288 -79787346875/2097152 36413720625/1048576
-214468103125/1048576 45223658125/262144 -55847811875/2097152 -279454791875/2097152
-103636921875/1048576 -8035145625/524288 -158798278125/2097152 156818449375/2097152
11735881875/131072 280945865625/2097152 454307371875/2097152 -549016358125/2097152
22572349375/262144 7305476875/524288 509064141875/2097152 -168280093125/1048576
10035181875/131072 383162225625/2097152 56870419375/2097152 -480591908125/2097152
64303355625/2097152 -234866768125/1048576 -94196835625/1048576 139359738125/524288
306686399375/2097152 158334963125/2097152 671075105625/2097152 -628329584375/2097152
-11880039375/2097152 -385868569375/2097152 626324249375/2097152 -229182154375/1048576
-333988098125/2097152 -559552470625/2097152 357172408125/2097152 587235991875/2097152
-64718813125/2097152 201996033125/1048576 307163240625/2097152 156217890625/2097152
108103169375/2097152 -249435625/262144 75827701875/524288 -103361391875/524288
62703580625/524288 87942395625/1048576 -307444356875/1048576 1742061875/131072
156343053125/2097152 573444475625/2097152 -15863521875/65536 -277767010625/1048576
-7688465625/65536 -546612876875/2097152 -163716988125/524288 -215987851875/1048576
88628504375/1048576 -48065864375/524288 33531151875/262144 259035495625/1048576
100702985625/1048576 -937055625/65536 73510735625/1048576 12933221875/1048576
161289378125/524288 533601585625/2097152 30799779375/1048576 305790026875/2097152
497290973125/2097152 424385576875/2097152 26176815625/262144 -119480970625/1048576
60958354375/524288 495710321875/2097152 -459988511875/2097152 616138459375/2097152
13418639375/262144 382670625/65536 -27747164375/2097152 -11039096875/131072
-114629178125/524288 107076085625/1048576 -204095323125/1048576 -312874066875/1048576
-272005735625/2097152 -86846209375/524288 34367855625/2097152 42714103125/1048576
-275988459375/2097152 143897099375/2097152 195870604375/1048576 -322785289375/1048576
162582974375/1048576 -3560760625/32768 657259553125/2097152 154898351875/2097152
10971158125/2097152 1282195625/8192 163069569375/2097152 158505553125/1048576
3382606875/16384 398095168125/2097152 421040669375/2097152 49106366875/524288
-395518370625/2097152 -52634626875/1048576 348996288125/2097152 -49171295625/2097152
435768896875/2097152 203189928125/2097152 460678303125/2097152 -246077323125/1048576
-60554548125/524288 -72649155625/524288 -15882195625/1048576 193477838125/2097152
42656104375/2097152 66739941875/2097152 -139496240625/2097152 9889956875/524288
152782568125/524288 -153735569375/2097152 -37254489375/1048576 -512989401875/2097152
-127858515625/524288 -105799598125/1048576 623841370625/2097152 -130326389375/524288
565605591875/2097152 278940846875/2097152 -99485044375/524288 46235349375/524288
-473037873125/2097152 208572606875/2097152 -114474054375/524288 242780581875/1048576
65880456875/1048576 62540485625/524288 -7559855625/1048576 135183558125/1048576
17847214375/524288 -264263498125/2097152 659255546875/2097152 583126738125/2097152
319223243125/1048576 -26435653125/524288 4435920625/1048576 -45303838125/1048576
-245524940625/2097152 80534921875/2097152 9937413125/262144 -164818640625/2097152
169642348125/1048576 24766400625/262144 151552073125/1048576 -318965233125/1048576
-238817383125/1048576 -74021958125/1048576 59738830625/262144 95569183125/1048576
117462133125/1048576 100733186875/2097152 -370095658125/2097152 -362869686875/2097152
-253023678125/1048576 329419515625/1048576 165451279375/524288 496630853125/2097152
170190433125/2097152 453974834375/2097152 114134040625/524288 726253125/4096
244706991875/1048576 -69102210625/262144 97584133125/524288 -222032155625/1048576
-620481849375/2097152 94578678125/2097152 -63902620625/524288 -414549506875/2097152
160726563125/2097152 -188820958125/2097152 374718260625/2097152 100057766875/524288
-41640133125/131072 -359308796875/2097152 175678070625/1048576 297957655625/1048576
430825439375/2097152 -607060589375/2097152 -158745666875/1048576 -399516553125/2097152
-302833558125/2097152 79794958125/262144 425126895625/2097152 -53882064375/2097152
205720561875/1048576 499732168125/2097152 -572230408125/2097152 135799353125/2097152
212716150625/2097152 211357718125/1048576 164741058125/1048576 -76112129375/524288
68736496875/1048576 15218506875/131072 -310112903125/2097152 202125154375/1048576
-74417471875/1048576 -120523286875/2097152 618958821875/2097152 -223842799375/1048576
-220439329375/1048576 -531866699375/2097152 -240337468125/1048576 313847465625/1048576
-210977786875/2097152 -501201568125/2097152 115545764375/1048576 344869911875/2097152
-275907686875/2097152 47066253125/2097152 -129022890625/1048576 -71870408125/524288
484030065625/2097152 439240230625/2097152 -71014275625/524288 -11530935625/1048576
-41664950625/524288 319976110625/2097152 -21039129375/2097152 -321949801875/1048576
-75511130625/2097152 -24863406875/131072 -54448930625/262144 380769785625/2097152
42661553125/2097152 160102788125/1048576 253652391875/2097152 60554935625/262144
17098839375/1048576 157145428125/1048576 144952395625/2097152 -76103395625/524288
-161220376875/2097152 -72248534375/1048576 241388940625/2097152 -449284108125/2097152
189881289375/1048576 -21557518125/524288 109431981875/2097152 -136049916875/2097152
269902268125/2097152 -67439580625/524288 423723183125/2097152 -108545698125/2097152
2574291875/16384 -6781658125/262144 -51826366875/2097152 -92703348125/524288
149489621875/524288 60436538125/2097152 428027974375/2097152 26275265625/262144
119562125625/524288 -44902231875/262144 -399153014375/2097152 642009653125/2097152
13271085625/262144 665656369375/2097152 -412215113125/2097152 -30686630625/1048576
243343668125/2097152 207305328125/1048576 -105705778125/1048576 -40961823125/2097152
45888998125/1048576 -109937215625/2097152 -70612943125/1048576 -387802338125/2097152
-22599621875/131072 -276182806875/2097152 -557410213125/2097152 18905725625/1048576
545138303125/2097152 138662340625/524288 -4543330625/65536 -8618149375/524288
-132427494375/524288 103543130625/2097152 32119043125/2097152 205076681875/2097152
-269144550625/1048576 421376735625/2097152 115793729375/524288 43056231875/262144
33221521875/131072 295689458125/1048576 150752500625/1048576 307041656875/2097152
-175970406875/1048576 273174844375/1048576 -72326184375/2097152 -401329124375/2097152
357791123125/2097152 2576964375/32768 666470958125/2097152 -330714556875/1048576
-206805550625/1048576 -97653604375/524288 582701203125/2097152 -290819493125/1048576
-374150989375/2097152 10501124375/262144 -158594370625/2097152 340843184375/2097152
-20233423125/2097152 -71934204375/524288 -463673125/262144 205282086875/2097152
613462653125/2097152 22653064375/131072 37842533125/1048576 -21376686875/524288
504277716875/2097152 -316109375/131072 -213657221875/1048576 -135666268125/524288
482171528125/2097152 -280196118125/1048576 -320182895625/2097152 153158515625/1048576
-81819958125/2097152 -159317101875/2097152 -149343011875/1048576 -69977004375/1048576
298887546875/2097152 554272554375/2097152 -7934344375/65536 38489628125/524288
70970195625/2097152 -117669656875/2097152 562640310625/2097152 21888584375/131072
4556751875/65536 8898123125/1048576 511590214375/2097152 -30612906875/1048576
125902485625/524288 -42143571875/262144 117835561875/2097152 -300626468125/2097152
-100560991875/524288 49971231875/1048576 228148263125/2097152 467340073125/2097152
-384602541875/2097152 26527828125/524288 183928270625/2097152 -110457950625/524288
579541328125/2097152 68353490625/2097152 -406143670625/2097152 256470735625/2097152
-497749324375/2097152 -239743329375/1048576 72192229375/1048576 -257718679375/2097152
596384555625/2097152 -79703164375/262144 -559959173125/2097152 349442015625/2097152
-216817665625/1048576 622144394375/2097152 -119249174375/2097152 -92818145625/1048576
113603944375/1048576 3297123125/16384 -131893466875/2097152 88640500625/524288
597659559375/2097152 -44757416875/1048576 -626483114375/2097152 18815435625/2097152
283201116875/1048576 -247676439375/1048576 -381944038125/2097152 98398115625/524288
466411565625/2097152 -499746266875/2097152 299885608125/2097152 4523258125/16384
19558291875/524288 -547171538125/2097152 66497869375/2097152 41348411875/524288
-15823593125/2097152 71765770625/262144 -81623859375/262144 550936930625/2097152
-100279630625/524288 28193813125/524288 98700978125/524288 653756371875/2097152
-156249764375/2097152 19955414375/262144 -43115706875/262144 -639419184375/2097152
38307054375/1048576 160949463125/524288 -206226576875/1048576 100960608125/2097152
-281787410625/2097152 534751135625/2097152 640208406875/2097152 147443548125/524288
-238552661875/2097152 -72892503125/524288 390963039375/2097152 11918174375/2097152
-96133458125/2097152 314010421875/1048576 -34851271875/2097152 -147432038125/2097152
391593103125/2097152 210402141875/1048576 404373576875/2097152 25866336875/131072
-444627056875/2097152 -103653746875/524288 -565503544375/2097152 601848684375/2097152
-631032975625/2097152 163701295625/2097152 488153371875/2097152 537377286875/2097152
74989699375/524288 74444238125/524288 583302800625/2097152 -396465349375/2097152
-19438299375/131072 -18557244375/65536 428649664375/2097152 -46396139375/1048576
-151747391875/2097152 -118866115625/1048576 -22821146875/1048576 -292976623125/2097152
