400
-641722254375/16777216 40407789375/16777216 -341415251875/16777216 359096698125/16777216
44386900625/4194304 -153456601875/16777216 -39345495625/2097152 355177438125/16777216
-279401451875/8388608 207452026875/8388608 -260688464375/8388608 275001283125/16777216
-161805373125/16777216 -79181740625/16777216 482854334375/16777216 393164188125/16777216
-653644449375/16777216 -197286429375/8388608 -510795859375/16777216 129352448125/8388608
25137463125/2097152 -164909085625/16777216 -17759924375/16777216 -30688246875/2097152
-450159190625/16777216 -136323444375/8388608 218470874375/16777216 -174002925625/8388608
-428450509375/16777216 -307308469375/8388608 192479684375/16777216 66055236875/16777216
-32771083125/1048576 226331615625/16777216 141446224375/8388608 -160307666875/8388608
74914343125/2097152 321949754375/16777216 -300558546875/16777216 121920554375/16777216
-401370654375/16777216 546993421875/16777216 51223905625/16777216 -282712850625/16777216
71048748125/2097152 30292984375/16777216 74455629375/4194304 -615492209375/16777216
-48910175625/16777216 31337104375/2097152 -423772055625/16777216 448040878125/16777216
-96554675625/16777216 -108636600625/16777216 -332127520625/8388608 250222316875/8388608
50674824375/16777216 -76240548125/4194304 45713944375/8388608 249122325625/16777216
-240253589375/16777216 253380583125/8388608 47828433125/4194304 -76221850625/8388608
1689780625/16777216 85545755625/8388608 -9429435625/262144 -489080418125/16777216
279470651875/16777216 -553335313125/16777216 348392125625/16777216 -610710886875/16777216
296246976875/16777216 -203310570625/16777216 102044354375/4194304 -113386915625/4194304
-105821545625/4194304 -639877268125/16777216 -294139831875/16777216 69762783125/2097152
339346333125/16777216 -295065128125/16777216 18785085625/2097152 -455378021875/16777216
-173535565625/8388608 140563476875/8388608 -305306029375/8388608 -363462504375/16777216
308932424375/8388608 49873805625/8388608 -201440281875/16777216 465191295625/16777216
561429273125/16777216 91127883125/8388608 -381908153125/16777216 8566560625/1048576
378643648125/16777216 -113220446875/4194304 -38322798125/16777216 -445922671875/16777216
-533289580625/16777216 298777081875/8388608 2430131875/8388608 -276485763125/16777216
-668495131875/16777216 -463438434375/16777216 -70379321875/16777216 -71266928125/16777216
249077369375/8388608 28152976875/4194304 254885163125/8388608 -1037281875/524288
-224053571875/8388608 -356379650625/16777216 44146030625/16777216 137044615625/4194304
-53593460625/2097152 -339730634375/16777216 8077693125/2097152 69380409375/2097152
169186560625/16777216 -665180786875/16777216 -37120708125/8388608 -83785484375/2097152
-247079568125/16777216 -127457521875/16777216 470599594375/16777216 -416862020625/16777216
66358346875/8388608 250467529375/16777216 -36894788125/2097152 35537623125/8388608
