2800
-999544748125/8388608 2439808415625/16777216 -882299639375/8388608 1194381768125/8388608
-148482866875/2097152 -1105191644375/16777216 275248220625/8388608 1412008976875/8388608
-13714806875/8388608 -204278545625/8388608 -3531854536875/16777216 -4126105090625/16777216
230278855625/8388608 -770201245625/8388608 728486635625/8388608 -2657750895625/16777216
-4469439883125/16777216 4636399919375/16777216 2158426659375/16777216 451652910625/2097152
39788144375/262144 884763368125/16777216 2377524121875/16777216 2531873728125/16777216
535753868125/2097152 -3827514018125/16777216 56385660625/2097152 4406418891875/16777216
2012750893125/16777216 1556709249375/8388608 -163145005625/8388608 364264131875/8388608
-851546119375/8388608 -4547994189375/16777216 -475775286875/16777216 -796462314375/8388608
-583560569375/8388608 652687748125/8388608 197187571875/1048576 1750440208125/16777216
-82429991875/2097152 1754350023125/16777216 33416674375/2097152 -2025679061875/16777216
-4561344834375/16777216 -53580130625/2097152 -2688280581875/16777216 420961769375/8388608
2716986094375/16777216 -1545271284375/16777216 2135872939375/8388608 1655853749375/16777216
2323500501875/8388608 -161052854375/4194304 -1307570096875/8388608 -4547006778125/16777216
-2267128644375/8388608 1082923603125/8388608 1125296186875/8388608 2704585708125/16777216
-2053372041875/16777216 1334712036875/16777216 -1373962454375/8388608 109574066875/4194304
112062934375/524288 1248391764375/16777216 3802228915625/16777216 246977066875/1048576
64809399375/2097152 4332270770625/16777216 -2477368131875/16777216 815277220625/16777216
925304104375/16777216 66121103125/524288 -788761789375/4194304 1024013641875/8388608
1031898529375/16777216 -1462057393125/16777216 252440059375/1048576 -94889169375/524288
-3235255358125/16777216 825985566875/4194304 803944981875/16777216 588319956875/8388608
-3492274918125/16777216 236503159375/2097152 -66178678125/16777216 -3200337818125/16777216
3951188679375/16777216 716741108125/16777216 654125110625/8388608 746489725625/4194304
-421979639375/16777216 2817725404375/16777216 -442409174375/4194304 17584083125/4194304
3413473844375/16777216 4415181255625/16777216 2857084278125/16777216 -62919478125/4194304
1205108839375/16777216 -1338647751875/8388608 -1447198974375/8388608 -1681117344375/16777216
1773179953125/8388608 -187087700625/16777216 2333049289375/16777216 -646211960625/16777216
2522263891875/16777216 490451355625/2097152 2372196728125/16777216 -3859512680625/16777216
-796921601875/16777216 323456380625/2097152 -1843337041875/8388608 -120626743125/8388608
901126611875/16777216 205226415625/16777216 65492249375/1048576 4024003536875/16777216
-576520424375/8388608 1123117358125/4194304 228278019375/4194304 2376782436875/16777216
-564354074375/2097152 341475771875/8388608 1853528709375/16777216 2588525699375/16777216
-1428873289375/8388608 -4459866140625/16777216 -972325414375/16777216 -183376921875/4194304
320815525625/8388608 -4676137326875/16777216 -1302244864375/16777216 -683340520625/16777216
-382843759375/16777216 3616278518125/16777216 -827084610625/4194304 444257708125/2097152
-1097103555625/4194304 980270598125/4194304 -36055595625/16777216 340152596875/16777216
-2705837194375/16777216 546347038125/2097152 3597968915625/16777216 -1200054498125/16777216
413838096875/8388608 1294660898125/16777216 1911218098125/16777216 3988812279375/16777216
4326058918125/16777216 1118541869375/4194304 -29961518125/2097152 118831741875/4194304
-50081679375/524288 -325479931875/16777216 289600189375/2097152 -726129158125/16777216
1020485431875/4194304 2129980715625/16777216 1324384289375/16777216 -148026283125/8388608
-604934518125/8388608 382249739375/2097152 -3510024179375/16777216 -1382007318125/8388608
181972266875/16777216 605074185625/4194304 1204049774375/8388608 -431011039375/4194304
-4034597538125/16777216 1527803554375/8388608 -540623313125/2097152 -3281579896875/16777216
3828155874375/16777216 1992806563125/16777216 120585670625/524288 -2654369375/16384
32589633125/16777216 -60497994375/2097152 -3682009813125/16777216 -1383761308125/16777216
8686628125/2097152 -924659229375/16777216 -282209755625/2097152 -4642668113125/16777216
2293312844375/16777216 -879684850625/4194304 1097736600625/8388608 -3199608146875/16777216
990472966875/8388608 2843640454375/16777216 -3949203181875/16777216 -1764669598125/8388608
2294192814375/16777216 3997368799375/16777216 -788514435625/8388608 294727330625/16777216
-4070388240625/16777216 -819959756875/4194304 -1411912621875/8388608 1919125674375/8388608
-1437155741875/16777216 4602249859375/16777216 1286036206875/8388608 2759784908125/16777216
-841537808125/4194304 -2952790859375/16777216 -1947773664375/8388608 53571564375/2097152
-533298784375/2097152 -355011908125/2097152 -2213156614375/16777216 -2242421698125/16777216
-1057775035625/8388608 -1315886403125/8388608 -655625140625/16777216 35207790625/1048576
-4642318883125/16777216 1114910208125/4194304 -539328514375/8388608 2607200920625/16777216
3858754375/16777216 1790962429375/8388608 -1935606833125/8388608 2519594800625/16777216
-2612277023125/16777216 1260614936875/16777216 1448513696875/16777216 -614566815625/8388608
-4526489235625/16777216 393547529375/8388608 1121256189375/16777216 22386704375/2097152
53048253125/524288 -1089362780625/8388608 -52986583125/1048576 2338155806875/16777216
-3836421701875/16777216 2378002116875/16777216 3405476326875/16777216 3989062966875/16777216
-2075341043125/16777216 -617839621875/4194304 501384436875/2097152 -2574053549375/16777216
3894162146875/16777216 -1781044216875/8388608 -1826779128125/8388608 1264873176875/8388608
89082223125/524288 1250306614375/8388608 3259901666875/16777216 179884936875/2097152
4246903513125/16777216 -4628197196875/16777216 856099216875/8388608 478052185625/16777216
-2383664836875/16777216 1906112009375/8388608 -1882405345625/16777216 -3671607139375/16777216
-4385182414375/16777216 -51564174375/2097152 -797946664375/8388608 -2459971775625/16777216
-1230323434375/16777216 4473948093125/16777216 113221495625/8388608 192395494375/4194304
3376775119375/16777216 -4645828350625/16777216 2087045104375/16777216 1402251641875/16777216
404412859375/2097152 -335739569375/16777216 -100055081875/16777216 4307651928125/16777216
1983233398125/16777216 674134129375/8388608 1152405625/524288 -1129289599375/8388608
-3773814025625/16777216 -3293998920625/16777216 -69667609375/4194304 231751506875/8388608
-5942181875/65536 2297269760625/16777216 -715150244375/16777216 -2049657063125/8388608
207735539375/16777216 -571191280625/4194304 768104491875/4194304 609974483125/4194304
3702191005625/16777216 518355455625/8388608 4078942616875/16777216 -608878921875/16777216
1382593428125/8388608 -2791317134375/16777216 -2553244430625/16777216 -1042559669375/4194304
-1825276289375/8388608 1662584739375/16777216 -4191415983125/16777216 1085505421875/4194304
-2807662799375/16777216 4558113223125/16777216 -3339644030625/16777216 599004581875/8388608
346466579375/4194304 -1583318751875/8388608 -2560989659375/16777216 -3412345514375/16777216
28490328125/131072 532781388125/2097152 2068694971875/16777216 -507851036875/16777216
2294192088125/16777216 588916444375/4194304 -510692835625/2097152 -141273698125/524288
-56627405625/16777216 1549829351875/16777216 1828842290625/16777216 2056654796875/16777216
-1348655713125/8388608 -391603410625/8388608 -1099242020625/4194304 197687091875/2097152
-1108017526875/16777216 205125493125/8388608 -1800816128125/8388608 -1328299398125/16777216
224148631875/16777216 2243371956875/16777216 -1014126684375/4194304 -1357570405625/16777216
-1619204313125/8388608 552614995625/4194304 -1787101780625/16777216 2174286559375/16777216
2206850699375/16777216 207097839375/1048576 -861950726875/4194304 1034916518125/8388608
983736009375/4194304 -1018285760625/8388608 -3327180731875/16777216 -1236510104375/16777216
-338793678125/8388608 -1435057885625/8388608 -562615974375/16777216 -131255700625/1048576
-4082863876875/16777216 -2145116579375/8388608 1055568924375/8388608 -535605074375/4194304
4678667249375/16777216 1969394144375/8388608 -26369713125/1048576 -4259290144375/16777216
2457975625/1048576 -2020769191875/8388608 -1600102791875/8388608 82907908125/16777216
1290985119375/8388608 1425212280625/8388608 -2003368276875/8388608 -3205236321875/16777216
-1913078820625/8388608 -1184449380625/8388608 -707401926875/4194304 -1579392495625/8388608
792797210625/8388608 -33394475625/262144 3069448116875/16777216 -906815468125/4194304
-445446588125/16777216 1388640815625/16777216 2296023979375/16777216 -383471711875/2097152
-1534657665625/16777216 116770101875/2097152 1984576050625/16777216 -538886096875/8388608
2004068583125/16777216 533647008125/4194304 4650991813125/16777216 -3407464003125/16777216
-3702881905625/16777216 -47465779375/16777216 -57781014375/16777216 1529662570625/16777216
-1092529965625/16777216 829848131875/4194304 -72049263125/4194304 -369561880625/2097152
2450801005625/16777216 331231324375/8388608 4116552829375/16777216 1274089849375/8388608
-2422228843125/16777216 4155384944375/16777216 1149502020625/16777216 784077721875/8388608
-2395992650625/16777216 188677531875/16777216 464816349375/16777216 55649505625/4194304
11318531875/524288 -1256885494375/8388608 -1483728824375/8388608 4632681248125/16777216
402765278125/8388608 1709810318125/16777216 -568590570625/16777216 -1050302903125/16777216
4021806149375/16777216 4475206876875/16777216 2330818476875/16777216 -1738688608125/16777216
3361870876875/16777216 -427552260625/2097152 1832128230625/8388608 -16379356875/2097152
-1051865766875/8388608 576529585625/8388608 3646564674375/16777216 -1670758683125/16777216
-236889489375/4194304 -954602429375/16777216 1368727898125/8388608 3407935978125/16777216
4167219669375/16777216 -2315543846875/16777216 -4225188585625/16777216 -3095038428125/16777216
-1914345855625/8388608 1975666861875/8388608 -306883521875/2097152 -1130847029375/16777216
-821588700625/8388608 -4298512141875/16777216 -1191921023125/8388608 7546818125/524288
-2283784339375/16777216 -67159299375/4194304 -131054713125/524288 1125020833125/4194304
-8669408125/262144 186062165625/1048576 2175381901875/16777216 -3134369800625/16777216
-3811895836875/16777216 1791768899375/8388608 -220318030625/4194304 595632743125/8388608
-779518420625/4194304 -3447161300625/16777216 -1887910968125/8388608 224895601875/2097152
2945222818125/16777216 -2983217225625/16777216 2339875838125/8388608 185859489375/4194304
-460728401875/4194304 271808245625/4194304 1598708523125/16777216 155268535625/4194304
-3259653053125/16777216 -4541529321875/16777216 3481979375/524288 -2681489453125/16777216
2773320081875/16777216 -2163858738125/8388608 -12426903125/1048576 998308206875/16777216
-2910869163125/16777216 -119201665625/8388608 -1637792979375/8388608 -1508993836875/8388608
4486786801875/16777216 1058941533125/16777216 271395350625/1048576 -488126358125/2097152
1790772956875/16777216 -974776306875/4194304 380011979375/8388608 -809448985625/4194304
2127497693125/8388608 814231149375/16777216 -173987454375/16777216 -1840576740625/16777216
3638165514375/16777216 344161873125/8388608 -3049676424375/16777216 -2421838654375/16777216
2593783591875/16777216 601253113125/4194304 1194407361875/16777216 -2174468778125/16777216
2165197610625/8388608 -402414639375/2097152 2278032990625/8388608 1877697198125/8388608
3730758014375/16777216 17123063125/2097152 -482540865625/16777216 -58640141875/4194304
1459066875/8388608 3518562245625/16777216 50659835625/524288 343756564375/16777216
-1810623399375/16777216 718152806875/16777216 -158450018125/1048576 -1999242415625/16777216
-522687554375/2097152 -3603639353125/16777216 3024155413125/16777216 1683308808125/16777216
49867698125/16777216 527080518125/2097152 -2709441310625/16777216 1527345981875/8388608
-3738470325625/16777216 -786749858125/4194304 8491039375/16777216 -2369645096875/16777216
-1873204528125/8388608 2108224173125/8388608 3122027286875/16777216 -32171593125/2097152
-3301905245625/16777216 -2135921493125/16777216 301608706875/2097152 -2510037866875/16777216
-1075865188125/16777216 1547006444375/8388608 -3634896820625/16777216 1909855163125/8388608
-650565321875/8388608 262866734375/2097152 -1480242369375/16777216 -558069885625/16777216
-3413108444375/16777216 4671641183125/16777216 2229306121875/16777216 -1402020991875/8388608
-289293843125/4194304 608002206875/4194304 -1004557806875/8388608 1443064966875/16777216
-938312650625/8388608 -2270456803125/16777216 -3992994674375/16777216 -107297273125/1048576
-2190130980625/16777216 1282358284375/16777216 347451453125/2097152 1510692833125/8388608
244186648125/2097152 380089994375/2097152 1665885318125/16777216 -445198928125/4194304
2140085968125/16777216 -413684420625/16777216 -514622311875/2097152 -4487930208125/16777216
2620212476875/16777216 -2077765991875/16777216 2106145024375/16777216 3284616803125/16777216
-791185539375/4194304 1513815463125/8388608 3662223438125/16777216 -177800021875/8388608
998460771875/4194304 -1023641469375/8388608 -3861334789375/16777216 695138101875/16777216
-996357394375/16777216 1113613685625/4194304 -2164750669375/8388608 1993372679375/8388608
-1495497408125/8388608 -271440605625/1048576 -2011125615625/16777216 -105803630625/16777216
-3038958908125/16777216 1991452351875/8388608 3268203946875/16777216 -4665572664375/16777216
-4059793311875/16777216 -4576541291875/16777216 1824196959375/16777216 -3074386879375/16777216
80220415625/2097152 2496763154375/16777216 -573685118125/2097152 1929872424375/16777216
1707960480625/16777216 -655426883125/4194304 -218193276875/2097152 -284006576875/16777216
-231128953125/8388608 -145663923125/4194304 -916643826875/16777216 2232523619375/16777216
562017474375/2097152 4459663744375/16777216 -75049253125/2097152 3575003936875/16777216
-2898165108125/16777216 3493884603125/16777216 2643223445625/16777216 -2169113419375/16777216
1012612015625/16777216 772636335625/8388608 -504996130625/2097152 -306442294375/2097152
-691590029375/16777216 -669001860625/8388608 -193312231875/1048576 1761353024375/16777216
755534644375/8388608 -38356985625/524288 707010338125/8388608 -2288686666875/16777216
-447322316875/2097152 -2881642010625/16777216 -4529109729375/16777216 -1471037806875/8388608
-1771482689375/16777216 2244956074375/16777216 -1394218826875/8388608 -223304466875/16777216
-3505897661875/16777216 -2248834861875/16777216 1364205101875/8388608 -2558500424375/16777216
-2726747165625/16777216 2204875535625/16777216 3643523725625/16777216 2630196463125/16777216
-2123952464375/8388608 1214455204375/16777216 139253331875/524288 2155026820625/16777216
-3146563870625/16777216 -1008628158125/4194304 -2087742855625/8388608 754454553125/8388608
101124060625/4194304 -1965402210625/16777216 1793551869375/8388608 2415236438125/16777216
-1853740643125/8388608 832934624375/8388608 319239720625/2097152 4278732023125/16777216
683314935625/4194304 -4404292860625/16777216 3842591484375/16777216 4506876591875/16777216
-209095963125/4194304 1152264430625/4194304 -1857582461875/8388608 -341644725625/4194304
-2857422693125/16777216 2096209714375/8388608 1727256601875/16777216 -523219431875/4194304
1072970915625/8388608 3090762714375/16777216 -123212376875/2097152 -2013733211875/16777216
815666018125/16777216 1271473651875/8388608 -46924696875/16777216 -971879365625/8388608
-1323081799375/16777216 -250288600625/4194304 126699680625/8388608 1263417745625/8388608
-1041402945625/8388608 -3741588519375/16777216 506094561875/8388608 -1785028336875/16777216
788978395625/8388608 2096383165625/16777216 2189914759375/16777216 -2279814000625/8388608
386960389375/16777216 1947011994375/8388608 3927071115625/16777216 3541136151875/16777216
3028694213125/16777216 -4463439325625/16777216 -1916759149375/16777216 1105142924375/16777216
3759963020625/16777216 -376043889375/4194304 -2813343211875/16777216 -2503517025625/16777216
4297621864375/16777216 -1165217991875/4194304 -218451646875/1048576 -4629170450625/16777216
-33292118125/16777216 1212494399375/16777216 2301270068125/8388608 -2290855249375/8388608
1491829224375/16777216 -2756436738125/16777216 -1355569525625/16777216 -1875207438125/8388608
-356838181875/4194304 439821668125/16777216 -27044408125/262144 1695143008125/16777216
1245854579375/8388608 -2011903490625/16777216 1237601474375/8388608 -770809475625/16777216
-249032065625/1048576 867663811875/16777216 1393121541875/16777216 -2077724700625/16777216
1572412996875/8388608 -2533256053125/16777216 540561896875/2097152 -341845800625/8388608
-921882460625/16777216 2051539914375/8388608 440874328125/2097152 4355957729375/16777216
-588416784375/4194304 207773601875/2097152 4208143891875/16777216 -605795439375/4194304
377123516875/2097152 1109608469375/4194304 3726851883125/16777216 3845320521875/16777216
-34579453125/4194304 2023493863125/16777216 1035249578125/4194304 4068661401875/16777216
-1953692724375/8388608 -1931361088125/16777216 1836127015625/16777216 -184056490625/4194304
-2532927166875/16777216 -4219999135625/16777216 1495709446875/16777216 1339395675625/8388608
1933473635625/16777216 -4436703070625/16777216 2672267285625/16777216 4210636320625/16777216
-4557269180625/16777216 1948345669375/16777216 -2913348248125/16777216 503223966875/2097152
-2559354923125/16777216 -1266131811875/16777216 355147034375/4194304 2098798743125/8388608
-4632945856875/16777216 -696537638125/4194304 1886136599375/8388608 1753673219375/8388608
-197271081875/2097152 14013426875/131072 1376683599375/16777216 -4249875538125/16777216
-907483880625/8388608 1444719136875/8388608 73897333125/524288 -606647260625/4194304
-923745790625/16777216 -4060150863125/16777216 -1402138250625/8388608 1160730230625/16777216
-4529998948125/16777216 672835471875/8388608 942830030625/8388608 997502970625/16777216
-1092767309375/8388608 1939195304375/16777216 1131493969375/8388608 -82210419375/1048576
653851358125/16777216 2264098904375/16777216 -998996403125/8388608 -1123760071875/16777216
36274013125/16777216 1440869198125/16777216 -2929377731875/16777216 -2811062156875/16777216
-1935659901875/8388608 207079980625/8388608 2246165044375/16777216 1081750770625/4194304
2158918960625/16777216 -3732694441875/16777216 1660661060625/8388608 3911406550625/16777216
-1346211348125/8388608 -1850895501875/8388608 -489689755625/2097152 1272414189375/16777216
-3082926074375/16777216 -764187598125/4194304 -3756724724375/16777216 932932048125/4194304
818896859375/8388608 3959465654375/16777216 -92928163125/2097152 1038037144375/4194304
1338010235625/16777216 -3983457025625/16777216 1026585371875/16777216 4342121765625/16777216
-1136938306875/16777216 -3021022326875/16777216 1796379081875/8388608 728637791875/8388608
329813535625/8388608 2447922124375/16777216 104697613125/524288 1277603858125/16777216
2930496183125/16777216 2229666578125/8388608 -2006234575625/16777216 797610699375/16777216
-656458849375/16777216 1635130905625/8388608 -733156309375/8388608 2766259330625/16777216
-1731534363125/16777216 -1526185705625/8388608 -1024838250625/16777216 -646532893125/8388608
26765746875/2097152 -1871750085625/16777216 1607155641875/8388608 -4058305881875/16777216
-1780335528125/16777216 -639747985625/8388608 3507983171875/16777216 -2117656480625/16777216
-255598494375/2097152 1517845328125/8388608 1743223943125/16777216 65985329375/2097152
1744640848125/16777216 936208240625/4194304 -2225776555625/8388608 3942477091875/16777216
1731462709375/8388608 -775139386875/8388608 1258707603125/16777216 128307335625/16777216
-3253007244375/16777216 59610639375/2097152 -3984046924375/16777216 4128456031875/16777216
-79676821875/2097152 19657308125/8388608 405534924375/4194304 -4335571069375/16777216
-2222115853125/8388608 1359284469375/8388608 -59060728125/262144 -1852697328125/8388608
1313657646875/8388608 -957124905625/8388608 1506661830625/8388608 -3960372259375/16777216
4317639458125/16777216 1529309140625/8388608 1581348125/8388608 4636653415625/16777216
2513279820625/16777216 -1262750593125/8388608 128718226875/8388608 1472009730625/16777216
-2292274525625/8388608 1785421176875/16777216 363889211875/2097152 -115663078125/1048576
-2029730486875/8388608 1780783851875/8388608 2227548736875/16777216 97448220625/8388608
293266894375/2097152 3350231845625/16777216 4390753119375/16777216 1565671008125/8388608
-2192266899375/16777216 545234536875/2097152 -1704975461875/16777216 -289496589375/2097152
1199215241875/8388608 835350053125/8388608 -4575214284375/16777216 1377585689375/16777216
1773604896875/16777216 -2072757465625/16777216 -4198953364375/16777216 2902935853125/16777216
-1810310919375/8388608 -106955585625/524288 3759521224375/16777216 257449171875/8388608
356372690625/2097152 -3268793661875/16777216 970724199375/4194304 -3917809861875/16777216
-2606464958125/16777216 2223701536875/16777216 -2863129206875/16777216 -3821201383125/16777216
-720520994375/4194304 -89219930625/8388608 -764096221875/4194304 261196963125/8388608
-1816118495625/8388608 -1711525904375/8388608 628907111875/16777216 1929989315625/16777216
-2162048739375/16777216 -1994794169375/16777216 -2133038639375/8388608 -1969248474375/8388608
1167509625625/8388608 -200103360625/4194304 162262550625/8388608 54092933125/1048576
-1142000750625/8388608 138526740625/1048576 533515390625/16777216 -124646178125/16777216
1837638648125/8388608 1052485756875/4194304 2325342604375/16777216 366091893125/4194304
-750056916875/4194304 -100183794375/524288 -301271779375/2097152 -2971661459375/16777216
2250755460625/16777216 184394354375/8388608 626039255625/8388608 -11849893125/8388608
-965013695625/4194304 4650786450625/16777216 145305593125/16777216 22656510625/262144
4621849491875/16777216 -2626813135625/16777216 -495326321875/2097152 3959769533125/16777216
-693247078125/16777216 -1695412779375/8388608 2181993734375/8388608 3373878300625/16777216
2844862374375/16777216 -432298260625/2097152 252075429375/8388608 -647121068125/4194304
1108034808125/4194304 -1041228680625/16777216 -47543400625/262144 -259090234375/1048576
1542854210625/16777216 4252594005625/16777216 187055640625/1048576 748004298125/4194304
-3796062624375/16777216 -2484328765625/16777216 1615913061875/8388608 4609167766875/16777216
2452339141875/16777216 -20087921875/2097152 1727299581875/16777216 -2445541818125/16777216
1683414893125/8388608 -4440175586875/16777216 -4482088839375/16777216 332822179375/8388608
-2016812958125/8388608 287835410625/2097152 2763300159375/16777216 521997984375/16777216
2551152043125/16777216 -3784539294375/16777216 534387223125/8388608 1723726484375/16777216
-2247985735625/16777216 -156675115625/16777216 16747959375/4194304 -3273800691875/16777216
-1350270333125/16777216 -155442791875/8388608 -731744733125/8388608 -1254582949375/16777216
-2959178691875/16777216 2337773729375/8388608 241373400625/16777216 725340564375/16777216
3360138228125/16777216 935075273125/4194304 -920929401875/8388608 -74629226875/524288
1987141506875/8388608 -254611468125/4194304 -2432091046875/16777216 -2244678944375/16777216
4473318591875/16777216 -1785425114375/16777216 3909198986875/16777216 -667812061875/8388608
-2214222110625/16777216 1045824618125/4194304 1253748855625/8388608 -2179425906875/8388608
3256582870625/16777216 -4457704654375/16777216 2089285419375/8388608 -834938724375/16777216
-89935330625/524288 1417899564375/8388608 -2090552340625/16777216 695907244375/4194304
286551680625/2097152 845152669375/16777216 146890428125/1048576 -783020975625/4194304
-971740713125/4194304 3443147754375/16777216 631530825625/16777216 -280359970625/1048576
-613950316875/8388608 496988498125/2097152 -968666873125/16777216 1334420696875/16777216
-2918199851875/16777216 -490961121875/4194304 -1855200764375/8388608 124842073125/8388608
867304020625/16777216 -2267862830625/8388608 3497311549375/16777216 3569522534375/16777216
1050484089375/16777216 15241944375/65536 -1088747296875/8388608 4341987803125/16777216
4118717990625/16777216 -656579013125/8388608 -317007175625/4194304 127210759375/524288
1775736974375/8388608 1301464049375/16777216 93870363125/1048576 3595882355625/16777216
3272866016875/16777216 3361240605625/16777216 -3640437303125/16777216 -4662384995625/16777216
-1518637360625/16777216 -122829433125/2097152 -2361430150625/16777216 2353385960625/16777216
3853189808125/16777216 1904635744375/8388608 -1819069389375/16777216 2459191625625/16777216
3233537601875/16777216 -2519024773125/16777216 282085260625/16777216 -624620311875/16777216
-477895656875/2097152 -450059421875/4194304 1165481515625/4194304 226527380625/16777216
-1679403543125/16777216 8199498125/1048576 -52428376875/4194304 -995790910625/4194304
1619041361875/8388608 380788358125/8388608 -2071761943125/8388608 125869734375/4194304
670926781875/8388608 3623363970625/16777216 883197686875/4194304 1031764313125/4194304
-1714195791875/8388608 2867056390625/16777216 -1206001776875/8388608 1378607260625/16777216
1170580131875/16777216 -438547913125/4194304 2193178535625/16777216 -414294943125/4194304
482215120625/8388608 340201973125/4194304 2785700115625/16777216 -942009123125/4194304
-462063074375/4194304 -1683583125/32768 -2258077548125/8388608 535814803125/16777216
-458111128125/4194304 1641622661875/8388608 -47964870625/524288 -406790776875/16777216
2733179474375/16777216 -47582093125/262144 -201606383125/4194304 356009688125/2097152
1373371733125/16777216 -30077341875/262144 422058406875/8388608 201969394375/4194304
1800316468125/8388608 -586844776875/16777216 -3473353419375/16777216 -415711830625/16777216
-1448884276875/8388608 2391316878125/16777216 -1710997421875/16777216 -1115134348125/8388608
150839399375/1048576 1187014241875/16777216 2029086618125/8388608 -1638633136875/8388608
386071573125/8388608 3815626250625/16777216 645093990625/8388608 -2892133610625/16777216
-4184042279375/16777216 2035174334375/8388608 -4476679729375/16777216 -397497366875/16777216
2673787939375/16777216 -1917857773125/16777216 162883424375/2097152 258186018125/4194304
-364574660625/16777216 967678079375/8388608 -455367959375/16777216 2115126759375/8388608
-151641730625/8388608 -1062512863125/8388608 -1548779938125/16777216 -914282691875/8388608
-205340625/8388608 3290620773125/16777216 -2516521875/131072 922561609375/8388608
-2603702539375/16777216 1756557735625/16777216 2355972303125/16777216 1959739245625/16777216
-803832833125/4194304 76725455625/2097152 4125148803125/16777216 -2364935619375/16777216
-2304887764375/16777216 -569757636875/8388608 -4443945625/16384 -1925597209375/16777216
-1155992604375/16777216 176342691875/16777216 -757573770625/8388608 -2268548165625/8388608
-245781615625/8388608 1786707645625/16777216 -1138203933125/16777216 -3145059491875/16777216
-1728501919375/8388608 1894310604375/16777216 1573072974375/8388608 -3947401618125/16777216
-394423474375/16777216 -62873190625/2097152 238899110625/4194304 -806391333125/4194304
-1208121175625/8388608 2038888665625/16777216 -1446522713125/8388608 -504432446875/4194304
-47039803125/8388608 -3702414524375/16777216 -226888046875/2097152 -2041189303125/16777216
-1929359236875/8388608 -2088790738125/8388608 3585241034375/16777216 1289933124375/16777216
-3256502466875/16777216 237525150625/2097152 3110915338125/16777216 -3228514375625/16777216
46504154375/1048576 4081557676875/16777216 3664095421875/16777216 -2282126975625/16777216
-696413536875/8388608 -53700574375/2097152 -1242458249375/8388608 632686884375/8388608
3847026806875/16777216 614762063125/16777216 -555095996875/16777216 2403476263125/16777216
-665726464375/4194304 -34430326875/262144 -442202219375/4194304 21884156875/262144
-456381200625/8388608 -171013661875/16777216 3964634874375/16777216 218896873125/8388608
8090989375/32768 -19901240625/1048576 -4108127130625/16777216 567116029375/2097152
250197661875/2097152 -1296322514375/16777216 558721428125/4194304 -2751612548125/16777216
651631903125/4194304 -2720797401875/16777216 58064820625/524288 -284868705625/4194304
-1450895175625/16777216 10943909375/8388608 -324764120625/2097152 3185310104375/16777216
1209040713125/8388608 -1737304611875/8388608 -4637396920625/16777216 132114259375/1048576
-2592122649375/16777216 -3371728994375/16777216 239233360625/4194304 -2027838981875/16777216
1344558376875/16777216 -4503688678125/16777216 4192631638125/16777216 1254686076875/16777216
-2283642335625/8388608 -1552776876875/8388608 1239196109375/8388608 -1420018000625/8388608
-271626263125/16777216 423610473125/8388608 75277094375/2097152 2647924041875/16777216
-1312917195625/8388608 -4592610360625/16777216 -3350359464375/16777216 699331915625/8388608
-383480339375/8388608 775530643125/16777216 -1686380198125/8388608 -274349936875/16777216
-1304155899375/16777216 -2274973141875/8388608 -753206365625/16777216 -667974619375/16777216
1440668648125/16777216 -592460920625/4194304 836416875/16384 -4659512580625/16777216
-993856110625/16777216 1511562618125/8388608 -425291916875/2097152 293214893125/2097152
431810150625/4194304 864352129375/16777216 2240830003125/8388608 1725957681875/16777216
-1447131931875/8388608 -4539144911875/16777216 -144847609375/16777216 -1347697841875/16777216
-2960308666875/16777216 -3800535563125/16777216 -4639583948125/16777216 80042659375/1048576
-759286793125/4194304 -2137742761875/16777216 -482541355625/8388608 652855231875/8388608
-684997228125/8388608 1785017845625/8388608 3757301288125/16777216 -1854291061875/8388608
2221483534375/16777216 -706062748125/8388608 -2067346238125/16777216 3339073591875/16777216
2271479721875/16777216 406128463125/4194304 -4558572195625/16777216 2219119966875/8388608
4552516285625/16777216 231165948125/8388608 1504644719375/8388608 -992714121875/4194304
461226276875/4194304 1373820608125/8388608 -878411095625/8388608 -1007589821875/4194304
-100437605625/4194304 -1197137178125/8388608 -70879878125/4194304 4157383768125/16777216
2031169214375/16777216 -2794995433125/16777216 -1349551875/16777216 1907689704375/8388608
3520920633125/16777216 -556846766875/16777216 3151310010625/16777216 2291407785625/16777216
1939611226875/8388608 -181533314375/16777216 -100307738125/2097152 -1219770566875/8388608
1595075698125/8388608 191966560625/2097152 105806299375/8388608 -212182683125/16777216
-567601068125/16777216 1000111875/131072 709366380625/16777216 -108715070625/8388608
568488694375/4194304 -276264935625/8388608 -877897514375/8388608 236952813125/16777216
-1627918184375/8388608 3421959113125/16777216 -196593613125/2097152 -179415455625/2097152
3289780335625/16777216 -2639915280625/16777216 -505001826875/2097152 -815724494375/16777216
-1878377055625/8388608 -60845859375/1048576 -325592308125/16777216 642872610625/16777216
1891835273125/8388608 1607926840625/8388608 -585779061875/16777216 42748680625/1048576
2641560438125/16777216 -2693704033125/16777216 -14260841875/16777216 1501941494375/16777216
2294477014375/8388608 -121263611875/8388608 -1202228374375/16777216 -769798710625/16777216
1237714524375/8388608 -213318844375/1048576 -520016345625/2097152 -29010830625/4194304
-3115714739375/16777216 825491489375/4194304 -2661242959375/16777216 -538968810625/16777216
-3252775036875/16777216 416491289375/2097152 26957179375/131072 2989236761875/16777216
-610742278125/8388608 1162593534375/4194304 -580811651875/16777216 -978894424375/16777216
