3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
-1502691911875/16777216 9054460578125/33554432 -1551146310625/16777216 2077487263125/8388608
8082773706875/33554432 -6680522735625/33554432 4550392305625/16777216 -9248559310625/33554432
3142767740625/16777216 -3143750914375/16777216 4561926656875/16777216 -6408236158125/33554432
-4092296981875/16777216 3355646946875/16777216 -5533414458125/33554432 -599686591875/33554432
2561109786875/16777216 4416290461875/33554432 10938348728125/33554432 -3493413331875/16777216
-2308761829375/8388608 4069641910625/16777216 1703379419375/8388608 -1251550848125/16777216
-3568136428125/33554432 -4886898423125/33554432 -8532905571875/33554432 301446241875/33554432
3537566071875/16777216 -6589789421875/33554432 -2630824406875/16777216 -2518245646875/16777216
-2847455895625/33554432 -3313740480625/33554432 -3145079039375/33554432 210213468125/33554432
-546029194375/4194304 -2588556010625/8388608 -2817397515625/33554432 10268066650625/33554432
155888586875/1048576 325093220625/2097152 2165131931875/8388608 7112728376875/33554432
-3025092741875/16777216 -1508215636875/16777216 -9568059371875/33554432 870882725625/4194304
634227850625/4194304 -2234804306875/8388608 599006379375/2097152 -9903188850625/33554432
10558646875/4194304 -1323565674375/33554432 4788937495625/16777216 9265397746875/33554432
4604011495625/16777216 10182625521875/33554432 9878267530625/33554432 1602528725625/8388608
9952238801875/33554432 -3252094251875/33554432 104946238125/4194304 2987946105625/33554432
8746436281875/33554432 -116266049375/524288 946203371875/8388608 -5390434768125/16777216
-1429036776875/16777216 804332039375/16777216 -2921514589375/16777216 -2187895611875/33554432
62573228125/524288 -4013802669375/33554432 -4753404945625/33554432 -7009615811875/33554432
-1421713729375/4194304 -10027442551875/33554432 -3790279401875/33554432 11401539334375/33554432
16316249375/8388608 -10222299654375/33554432 7055032161875/33554432 8224269891875/33554432
-1620062823125/8388608 -168376128125/16777216 2624843551875/16777216 2331203550625/33554432
-9046076135625/33554432 -2148486445625/16777216 10010902253125/33554432 2197376193125/33554432
-4853203913125/16777216 2233142238125/33554432 -2368394578125/16777216 -716658406875/16777216
-7289620410625/33554432 2412052958125/8388608 -2659438679375/16777216 -2734009795625/16777216
54658113125/8388608 -10473027533125/33554432 -4829496159375/33554432 -4680617108125/16777216
5027567111875/16777216 2767950486875/33554432 322620931875/1048576 -1297798944375/16777216
6731035961875/33554432 3740292389375/33554432 -2065522599375/16777216 5680817378125/16777216
-2342623810625/16777216 3864709333125/16777216 -3738978374375/33554432 1327010363125/16777216
-3055767881875/33554432 8217034160625/33554432 562027575625/4194304 69559909375/16777216
-58221440625/2097152 920672113125/8388608 2604467989375/8388608 2560956978125/8388608
-2019721943125/16777216 356325025625/2097152 -1795728923125/8388608 -4261236096875/16777216
2239330025625/33554432 -2639251073125/33554432 7811286936875/33554432 3001219301875/33554432
6447580129375/33554432 -2150767356875/8388608 -10384681486875/33554432 8726986688125/33554432
-394425383125/4194304 -9994283393125/33554432 -6043217874375/33554432 9957771749375/33554432
-230395591875/33554432 -2187283208125/33554432 1888962384375/8388608 -585252274375/16777216
-748897355625/4194304 -448717263125/4194304 520920300625/4194304 4262449748125/33554432
-3914231756875/33554432 -1070194295625/8388608 2114698924375/16777216 -3169190394375/33554432
-1328116574375/16777216 -1228250541875/8388608 -3051590323125/33554432 2130906724375/8388608
8407081580625/33554432 -10023820914375/33554432 -2933628130625/16777216 4511113614375/33554432
785378951875/4194304 -6300088873125/33554432 1157473251875/33554432 -3329986551875/16777216
3947389938125/16777216 -1183281525625/4194304 -223062471875/4194304 -563776153125/4194304
-9858014686875/33554432 -990393426875/33554432 2684309041875/33554432 1927274774375/33554432
-4284167418125/16777216 4337620985625/33554432 -4987986776875/33554432 -2672095753125/16777216
-1742913046875/16777216 547917129375/2097152 -84268458125/4194304 -681719624375/2097152
710858665625/33554432 2793764264375/33554432 6622071720625/33554432 -6402423709375/33554432
2392499898125/8388608 -4269023966875/33554432 -4093701883125/33554432 1980919698125/16777216
523291163125/2097152 4305546278125/33554432 -1487936230625/16777216 -1079181451875/16777216
-3218424731875/16777216 -418324089375/33554432 -566203476875/4194304 3389348766875/16777216
1743568843125/8388608 -3125176948125/16777216 252188231875/16777216 -3986246625625/33554432
4282611705625/33554432 -9783646380625/33554432 4953792743125/33554432 2072602015625/8388608
-4134974270625/33554432 -8919123471875/33554432 8981181993125/33554432 5048769596875/33554432
4677610318125/33554432 -2609650163125/16777216 -3873810198125/33554432 491381993125/33554432
-7371352394375/33554432 3713534325625/33554432 5954074379375/33554432 1822410061875/33554432
8484134590625/33554432 1629435985625/8388608 -2416800824375/8388608 4797724774375/33554432
5252711754375/16777216 52493439375/524288 3056713761875/16777216 -2026010838125/8388608
890939878125/8388608 7619749466875/33554432 -8183048376875/33554432 8993135096875/33554432
-5192602559375/33554432 4779008858125/16777216 1151736793125/16777216 7583886649375/33554432
3105585234375/33554432 3808471059375/16777216 9548797330625/33554432 -1172913863125/33554432
-1035843351875/8388608 7482851441875/33554432 -5005272291875/16777216 9305872324375/33554432
-320423256875/4194304 8018011144375/33554432 9089087240625/33554432 8288933641875/33554432
4583571014375/16777216 4500181020625/33554432 -3118732078125/16777216 13729614375/65536
-3897294529375/16777216 -2632782828125/16777216 1077824766875/8388608 6291281024375/33554432
1428528986875/8388608 3858230271875/33554432 -8904283003125/33554432 2709397514375/8388608
-3708315261875/16777216 -2409069543125/8388608 3749072953125/33554432 946424478125/8388608
7079863360625/33554432 -669137754375/4194304 1847155431875/33554432 -1049837560625/4194304
5260747038125/16777216 -462831045625/8388608 1157565986875/4194304 3533627023125/33554432
2206470789375/8388608 3940082998125/16777216 -3047786233125/33554432 3432592283125/16777216
-5667988710625/16777216 -4267675208125/33554432 -7156108636875/33554432 10305970318125/33554432
-1651994751875/8388608 -1456497854375/8388608 -294234948125/2097152 -7747252696875/33554432
5376829604375/16777216 9464236036875/33554432 -2581683866875/33554432 5696720091875/16777216
3347210208125/16777216 -138365603125/524288 1730258841875/33554432 2794108195625/8388608
-2254153303125/16777216 1067546991875/33554432 -3076504800625/33554432 -5418579181875/33554432
4155930871875/33554432 2280540554375/16777216 3194674648125/16777216 5136907818125/16777216
8860375530625/33554432 1176180370625/4194304 -3283309396875/33554432 6179441870625/33554432
-2460856345625/33554432 1780430771875/33554432 4965010320625/16777216 -2311990639375/16777216
6460575545625/33554432 2337363968125/33554432 -489913894375/2097152 2805092894375/33554432
-4687018330625/16777216 300821449375/8388608 -7026257706875/33554432 -2462123270625/8388608
8591878805625/33554432 -3860010171875/16777216 1518655719375/8388608 9379106985625/33554432
4141428596875/33554432 -720521635625/16777216 9795012368125/33554432 -5269250650625/33554432
-6505902560625/33554432 -7409040799375/33554432 2768779491875/33554432 2787063863125/33554432
-384994144375/2097152 11026527919375/33554432 -64866591875/8388608 11296363309375/33554432
78726946875/1048576 -1050581778125/33554432 2921064344375/16777216 10903626546875/33554432
-4383287363125/33554432 -10264635285625/33554432 2542803549375/16777216 114136140625/33554432
-10781495295625/33554432 4739625404375/33554432 10840531365625/33554432 -414600430625/33554432
1245345625/262144 -3379890710625/16777216 109990584375/33554432 -222565179375/4194304
-5616492990625/33554432 -1602440474375/16777216 282668381875/16777216 615119000625/4194304
483360968125/33554432 2596880995625/8388608 1876164444375/33554432 586759388125/2097152
9778519945625/33554432 4048509508125/33554432 2325801875/16777216 513014216875/16777216
-250258009375/4194304 8586950293125/33554432 379061186875/2097152 3512333545625/33554432
-1365899775625/4194304 2217242945625/16777216 5817881238125/33554432 -1131386008125/16777216
10707463461875/33554432 -157567931875/33554432 2807761086875/8388608 -3401854838125/16777216
-2414196360625/16777216 -7151136306875/33554432 6979994799375/33554432 5395951246875/33554432
1726859628125/33554432 1116063461875/16777216 -4306776674375/16777216 -1653444575625/33554432
240660043125/33554432 -2236456048125/33554432 6339610728125/33554432 -5607943010625/16777216
2714449935625/33554432 -575808243125/16777216 -3874260910625/16777216 -3705186496875/16777216
7255970971875/33554432 7342281608125/33554432 1008136794375/4194304 -7332040723125/33554432
10385465144375/33554432 -334859890625/4194304 -1107646804375/8388608 573669069375/8388608
11350047566875/33554432 -9084313916875/33554432 1893384976875/16777216 -2476991491875/33554432
3431159523125/16777216 -1152214620625/33554432 3837658146875/33554432 3217888934375/16777216
-10904665608125/33554432 -6815774438125/33554432 -2048580271875/8388608 1567374638125/16777216
10306803764375/33554432 -1328686860625/4194304 -891347453125/16777216 -6933484414375/33554432
-1242183316875/8388608 -2672292209375/8388608 -150687415625/524288 -9339767965625/33554432
-766671004375/16777216 9977829071875/33554432 -96009104375/1048576 30564544375/2097152
-5517560938125/16777216 -10694936884375/33554432 -930139561875/4194304 -7456133668125/33554432
-675836604375/4194304 6811841403125/33554432 -923176893125/33554432 -5251913370625/16777216
-30958328125/4194304 -4641800200625/16777216 2056039978125/16777216 -589645201875/16777216
-3358722480625/33554432 17397321875/2097152 -441837469375/8388608 -3969225800625/16777216
654882149375/33554432 -281139040625/8388608 666367944375/16777216 1334334175625/16777216
694019294375/8388608 7639685664375/33554432 -639864158125/4194304 629614666875/16777216
-789742278125/8388608 6743905174375/33554432 -599690119375/2097152 5050882420625/33554432
7866381323125/33554432 -342902505625/2097152 2729329568125/8388608 8618283970625/33554432
-6375478518125/33554432 271233268125/8388608 -1078525315625/33554432 729464421875/8388608
3767039169375/33554432 9372099351875/33554432 -129361276875/8388608 -2680965864375/8388608
-9641489065625/33554432 3601675983125/33554432 -10031147489375/33554432 -6168584990625/33554432
-3212197291875/33554432 1331500806875/16777216 -2724089275625/16777216 1240890764375/4194304
1954420438125/8388608 6218712210625/33554432 -1483158848125/33554432 -95238090625/4194304
558816041875/33554432 -1562747153125/33554432 -50919770625/524288 1813428026875/16777216
-1408753226875/16777216 4567014799375/33554432 -1322651945625/16777216 1576363600625/33554432
1352292380625/33554432 -3749535310625/33554432 835860069375/8388608 4822947206875/33554432
-4100428230625/16777216 -7900278749375/33554432 6635042465625/33554432 778165426875/16777216
6024259686875/33554432 625738985625/33554432 6214026989375/33554432 50868855625/262144
3657320978125/16777216 2056769129375/33554432 -10743367291875/33554432 4766662778125/16777216
3409702888125/33554432 -3599822303125/33554432 -5044129638125/16777216 699977539375/2097152
3733191871875/16777216 -2069769071875/16777216 588201625625/33554432 4312697051875/16777216
137258796875/8388608 166891730625/4194304 3555309821875/16777216 3505785570625/16777216
-329853326875/2097152 -1655275284375/33554432 -2427253274375/33554432 6971003478125/33554432
4892867038125/16777216 121399560625/524288 1514778210625/16777216 506419151875/33554432
-4593590219375/33554432 5196724676875/16777216 1589570751875/8388608 -1264244833125/4194304
1966972579375/33554432 -2096765496875/8388608 -80403720625/8388608 -5013686420625/16777216
-8961764083125/33554432 3024594323125/33554432 -5208521359375/33554432 706252430625/4194304
-4300829904375/16777216 5288238970625/16777216 9041896430625/33554432 3488762301875/33554432
-9814239410625/33554432 -9414993178125/33554432 -44915944375/2097152 -478990969375/8388608
-10128427481875/33554432 1957010770625/16777216 5085290420625/33554432 -759104559375/33554432
-1130448861875/16777216 1157347749375/33554432 -8729146941875/33554432 -6609874730625/33554432
5883312793125/33554432 5032815776875/33554432 -11112629136875/33554432 -4143442098125/16777216
-9076874036875/33554432 1357624919375/4194304 1006015449375/8388608 -982165575625/4194304
9564374515625/33554432 426439336875/2097152 8410922624375/33554432 4333339153125/33554432
4488564771875/16777216 805044296875/4194304 9595228495625/33554432 7137055610625/33554432
-4370198468125/16777216 -10649076876875/33554432 -5590585054375/33554432 -1530041533125/8388608
-2684120809375/16777216 -6178854711875/33554432 -7904977166875/33554432 -448807384375/33554432
-7392715625/65536 -1475996705625/33554432 4699577675625/16777216 3665243381875/16777216
3502275580625/33554432 -14319280625/33554432 3907990249375/33554432 7628096148125/33554432
3003296064375/33554432 -692760146875/8388608 3884386153125/16777216 4747855274375/33554432
-9606064848125/33554432 -1976579151875/16777216 -7174108151875/33554432 3710836765625/16777216
56145591875/524288 2293886064375/33554432 1351334600625/4194304 -10166964888125/33554432
-9060653933125/33554432 4611206915625/33554432 1062184108125/16777216 -2076745531875/16777216
-2987795931875/33554432 -5005079894375/16777216 5550576553125/16777216 -6162890543125/33554432
2574957306875/33554432 9562111773125/33554432 237218201875/8388608 -2544851709375/8388608
-4346787130625/33554432 2240943049375/33554432 -110259694375/4194304 -2683381330625/16777216
-1005752480625/4194304 -4624237139375/16777216 1711907299375/8388608 4474911986875/33554432
-2460973156875/8388608 202954510625/16777216 2270941483125/33554432 1075431039375/16777216
8729578720625/33554432 -648632694375/33554432 -4315643066875/16777216 -484048171875/16777216
-959324821875/4194304 2374855789375/33554432 4468836845625/16777216 4824391356875/33554432
-8559074543125/33554432 1400408309375/16777216 98498371875/33554432 -5791435443125/33554432
-545937330625/8388608 -1204677683125/16777216 4894847941875/33554432 -798844758125/8388608
-1588965828125/16777216 5123888856875/33554432 569114918125/2097152 -5411923809375/16777216
403772705625/4194304 845775446875/4194304 10635895204375/33554432 -598191335625/2097152
-5440692654375/33554432 -146002279375/1048576 -1206768024375/4194304 -7655172515625/33554432
-4833448085625/33554432 1138349314375/33554432 1771213286875/8388608 -2118312869375/16777216
-8214659749375/33554432 1222955594375/16777216 1288503174375/33554432 -8930672825625/33554432
1972765265625/33554432 -4173469941875/16777216 -1505666125625/8388608 94199008125/1048576
-2872569783125/16777216 -2104740133125/16777216 8570210031875/33554432 5301289126875/16777216
245897849375/8388608 4287637691875/33554432 4357359919375/33554432 4048938758125/16777216
2510893805625/8388608 -2556676781875/16777216 690291725625/16777216 2647296981875/33554432
5562255191875/33554432 871758374375/4194304 2113220306875/8388608 -8272967836875/33554432
-2465097378125/33554432 -3198682185625/33554432 161707006875/33554432 2444994346875/33554432
1574876228125/16777216 -525813283125/2097152 10185832210625/33554432 1077363578125/33554432
-769443215625/16777216 -172428566875/4194304 -1381958655625/4194304 625474678125/8388608
188560971875/1048576 -3616549240625/33554432 7438027223125/33554432 -1177492451875/33554432
549405734375/33554432 903888693125/8388608 7189411870625/33554432 134674584375/2097152
4048528186875/16777216 -1184475074375/16777216 -494606043125/4194304 4668815984375/33554432
-2684919618125/16777216 4035142004375/33554432 -1626807339375/8388608 603622091875/2097152
374847566875/16777216 -114882716875/8388608 -1647380293125/16777216 380499131875/2097152
-412386733125/8388608 5167972640625/16777216 -9251126310625/33554432 1458302871875/33554432
2513269768125/16777216 6989703010625/33554432 2077137530625/8388608 1876455930625/16777216
3809375905625/33554432 804093274375/8388608 -9605795886875/33554432 2322266735625/33554432
6338163539375/33554432 -409979809375/2097152 -227664520625/33554432 7349222963125/33554432
5189093801875/16777216 -695373471875/2097152 992619491875/33554432 -10913868430625/33554432
-5662924198125/33554432 -26332415625/16777216 608784311875/33554432 -1707159029375/16777216
1784233246875/33554432 -557817950625/33554432 -421161899375/4194304 7969464031875/33554432
454042725625/2097152 -9182085825625/33554432 -1132190511875/4194304 -617141341875/2097152
-6837808754375/33554432 6576398628125/33554432 10827438125/33554432 -4220343978125/16777216
-11285052083125/33554432 4527848563125/16777216 5691109008125/33554432 648090266875/16777216
3531147828125/16777216 -5370561959375/16777216 -5753803818125/33554432 -7905401869375/33554432
-292174356875/4194304 -5648026035625/16777216 854958634375/8388608 149235828125/33554432
-5018788439375/16777216 -618956623125/2097152 -4742955321875/33554432 -763476491875/4194304
482127936875/16777216 -6694238845625/33554432 3081294146875/33554432 -2767217680625/8388608
7888203968125/33554432 -1011233365625/4194304 4530617395625/16777216 3509806835625/33554432
-1932714051875/16777216 -10204689885625/33554432 4145834146875/16777216 4991011565625/33554432
-3527909625625/16777216 -1594519175625/8388608 -5624005481875/33554432 -246351175625/4194304
-6380408135625/33554432 4336663885625/33554432 -4344741775625/16777216 52813081875/2097152
-427643298125/8388608 -11060320986875/33554432 -857872986875/4194304 11117215120625/33554432
2667205256875/33554432 4417907820625/33554432 464114566875/2097152 8688637301875/33554432
3144977400625/16777216 -5667440460625/16777216 -2280399008125/33554432 -3388194594375/16777216
1539016364375/16777216 4790578675625/33554432 -1664491834375/8388608 -5876377239375/33554432
-5537145979375/16777216 4646367633125/16777216 -3558090320625/16777216 -8526482291875/33554432
-217593805625/1048576 1759038694375/8388608 -8679853720625/33554432 10779529776875/33554432
1328265919375/33554432 6149126301875/33554432 -2594157021875/8388608 4079463065625/16777216
-10371839176875/33554432 790220743125/8388608 1253032801875/8388608 8514232644375/33554432
4037498565625/33554432 -8629155151875/33554432 1659768851875/33554432 -130735046875/4194304
-4178019418125/16777216 -1583035675625/16777216 -1506585294375/33554432 4453902409375/33554432
-4659533899375/33554432 3302408748125/16777216 -9372266249375/33554432 8791498096875/33554432
-3321222669375/16777216 -5625801914375/16777216 -11124570574375/33554432 -372198478125/4194304
199622723125/4194304 -3330995119375/33554432 -1580198333125/16777216 8079408025625/33554432
-6345791906875/33554432 1438467293125/8388608 -2967924419375/16777216 3591236240625/16777216
-9491402653125/33554432 1063854761875/4194304 -20621605625/1048576 9044975045625/33554432
3473111889375/33554432 4544582619375/33554432 -6745604048125/33554432 -674970199375/2097152
-494262218125/8388608 -2684591008125/33554432 -3555277330625/16777216 -2689069190625/16777216
-4663360939375/16777216 1537953906875/33554432 -2975689849375/16777216 -273215510625/16777216
8491916638125/33554432 -9913986676875/33554432 -9193272590625/33554432 530338343125/2097152
-164846694375/524288 608672133125/4194304 1273048091875/33554432 984567229375/33554432
1671436780625/16777216 631533031875/4194304 7416579236875/33554432 -137518790625/1048576
4413061396875/33554432 -9817618713125/33554432 -2876588795625/33554432 -2505980146875/33554432
9207420585625/33554432 -5997181173125/33554432 -7901531415625/33554432 3918491000625/16777216
-1556366691875/16777216 -9159350450625/33554432 -5259588721875/33554432 5055400723125/16777216
4094349009375/33554432 -901973451875/4194304 -4410346156875/16777216 522079233125/8388608
93931725625/2097152 1824260214375/33554432 878354480625/33554432 -10818534375/4194304
1364189108125/8388608 947597201875/16777216 6784345135625/33554432 -8281968380625/33554432
6324292176875/33554432 -3042809015625/16777216 -129375556875/524288 1172225979375/33554432
153063930625/4194304 1584384731875/8388608 4611888976875/16777216 -586282389375/16777216
-2672606645625/33554432 676170675625/2097152 5166947094375/16777216 2264325231875/33554432
2439738116875/8388608 5368584859375/16777216 247832173125/33554432 -4748196591875/16777216
-6522445664375/33554432 2573708125625/16777216 -82541683125/4194304 5991290290625/33554432
-811726168125/33554432 2820736315625/33554432 -5507804701875/33554432 924186225625/33554432
-3064579661875/16777216 10297300679375/33554432 56673781875/524288 -1657008540625/33554432
-5994135176875/33554432 -2191573540625/16777216 3224976191875/33554432 6745790941875/33554432
-2208761985625/33554432 11008091546875/33554432 3586969878125/16777216 -8558049379375/33554432
9370760793125/33554432 -3570536764375/16777216 8627069421875/33554432 -4071356148125/33554432
-1570048546875/16777216 609302429375/8388608 -5582194980625/16777216 -22353076875/262144
3098002044375/33554432 -5568343465625/33554432 41022859375/8388608 1703748255625/33554432
-1413745255625/33554432 -11098633185625/33554432 -5899819431875/33554432 -9344508628125/33554432
4727423824375/33554432 593041100625/4194304 -6914913529375/33554432 -9665026776875/33554432
-4351505841875/33554432 -1297129611875/8388608 1473818070625/33554432 354898470625/2097152
1035057781875/4194304 -2735328230625/16777216 2314184000625/16777216 -8475493745625/33554432
2358262535625/33554432 -153887644375/2097152 8314562756875/33554432 405351601875/33554432
2063780970625/16777216 7557249328125/33554432 134558410625/16777216 1181371469375/33554432
4719431720625/33554432 3367347154375/33554432 1741966635625/16777216 -87452685625/4194304
-575366923125/16777216 3015589125625/33554432 622525454375/16777216 -948500305625/8388608
9325982453125/33554432 989135979375/16777216 1924431290625/16777216 -245612653125/33554432
1190596498125/33554432 2523611080625/16777216 3717741761875/33554432 -2639721441875/33554432
-3319785723125/33554432 -10540707338125/33554432 -397044233125/4194304 280180538125/2097152
-1428782584375/16777216 8116276180625/33554432 3544689794375/16777216 -7444465994375/33554432
-1110256814375/8388608 -6798876841875/33554432 -1567738756875/8388608 -9830872678125/33554432
-3008762881875/16777216 5217764471875/16777216 3785347510625/16777216 10206536021875/33554432
386565581875/33554432 -4014791155625/16777216 4041523761875/16777216 2028107320625/16777216
-1829642244375/8388608 -1347027884375/4194304 -2254257045625/16777216 -10894691984375/33554432
-2240204760625/16777216 -4481382293125/16777216 -2350326255625/33554432 -8578396679375/33554432
1449808609375/33554432 8144837349375/33554432 4642686049375/33554432 -2967471518125/16777216
2488118841875/33554432 -2257693255625/33554432 -1633999550625/8388608 2819696340625/8388608
-2922358044375/16777216 5171294398125/16777216 -6731040891875/33554432 5553643331875/16777216
-4065540681875/16777216 -4637435046875/16777216 -4747827819375/16777216 -9195174210625/33554432
-7414416730625/33554432 -8060058710625/33554432 -2538145294375/16777216 -47933168125/524288
5554837560625/33554432 -3971079714375/33554432 -1374232686875/16777216 -2943028960625/16777216
-10045485863125/33554432 115643381875/33554432 -654719438125/8388608 4687790725625/16777216
-5372736833125/33554432 3929777406875/33554432 290733883125/8388608 92202613125/8388608
-9755667674375/33554432 2305152665625/16777216 1226299366875/8388608 -230047750625/2097152
264415991875/4194304 -6748728818125/33554432 4189543760625/33554432 1832528504375/8388608
776672401875/8388608 -11181862996875/33554432 8061483480625/33554432 -6255603273125/33554432
-2619641594375/8388608 11351080295625/33554432 -7049047205625/33554432 8415715349375/33554432
10424905441875/33554432 11041040458125/33554432 29329664375/16777216 1473931333125/8388608
-9001066170625/33554432 -10666550858125/33554432 10681618425625/33554432 3214913615625/16777216
1004766608125/8388608 -2925593144375/16777216 -5225431535625/33554432 -1475559699375/33554432
-4877265181875/16777216 6193380871875/33554432 8716913083125/33554432 -8437270031875/33554432
-1285448189375/4194304 -1722987006875/33554432 2636633880625/33554432 1666013461875/16777216
-4905015025625/33554432 -11096649136875/33554432 2376903503125/16777216 -1765631528125/33554432
778419470625/4194304 4228225411875/33554432 342334705625/33554432 -10969976930625/33554432
-3390061598125/16777216 -552875455625/16777216 3511836826875/33554432 971941265625/33554432
68210916875/8388608 1237932509375/4194304 11116619716875/33554432 6780155698125/33554432
1301708349375/4194304 -3851663873125/33554432 -10387049353125/33554432 -1855136315625/33554432
2419842783125/33554432 2440423004375/33554432 -1825446771875/8388608 -5883647034375/33554432
-3320662264375/33554432 -3104023720625/16777216 -686197105625/8388608 -10452467074375/33554432
4100773373125/16777216 458620464375/33554432 -7661627203125/33554432 4457653926875/33554432
4300212145625/33554432 11155287109375/33554432 -306557674375/8388608 -299535866875/33554432
9511348561875/33554432 4938886441875/16777216 -3592255241875/33554432 -2126067461875/8388608
4590890045625/33554432 -1905705386875/8388608 8644683865625/33554432 1046262991875/4194304
7348718594375/33554432 -516647924375/4194304 -5425077495625/33554432 19452048125/131072
-2730672908125/16777216 -9162895609375/33554432 -2484269659375/8388608 8002410966875/33554432
2199851754375/8388608 -6611677814375/33554432 2740413631875/33554432 -10624607969375/33554432
-589829800625/2097152 296740195625/2097152 -652738343125/8388608 -6728753223125/33554432
1361692339375/4194304 1308372731875/8388608 323062166875/1048576 -2794140793125/33554432
5663769289375/33554432 -5284117554375/33554432 1231655323125/4194304 2087584179375/8388608
-2570292804375/33554432 -2523144536875/8388608 -5471379503125/33554432 -3289518009375/16777216
-1475578973125/33554432 -46316298125/16777216 -2815406475625/8388608 -9684092999375/33554432
-9950045015625/33554432 -2038357236875/33554432 1235845206875/4194304 -5459697209375/16777216
2321491918125/8388608 3233091396875/16777216 -3268870255625/16777216 10636388714375/33554432
-1459739010625/33554432 2490796405625/16777216 -2041327094375/33554432 2492463000625/16777216
3557590053125/33554432 -4623111505625/33554432 6680829755625/33554432 2044371178125/8388608
-6795484215625/33554432 -2950155658125/16777216 2065594339375/8388608 -8458885999375/33554432
906736660625/33554432 -7965263183125/33554432 10734497031875/33554432 -1667151441875/33554432
2350163055625/8388608 -1979805921875/33554432 1395820604375/33554432 898714148125/16777216
3326133948125/33554432 6969970940625/33554432 2254920428125/33554432 1768689976875/8388608
-362186476875/2097152 1061228070625/33554432 7603817534375/33554432 -2452295124375/33554432
-2461813551875/33554432 -1420529806875/33554432 971855606875/33554432 -7522515204375/33554432
-3073231344375/33554432 4064370380625/33554432 -127568966875/524288 -5127880626875/33554432
1414199304375/4194304 -2265722525625/16777216 -3322489254375/16777216 -1340773541875/16777216
-8400530885625/33554432 1327634008125/33554432 6377869419375/33554432 500391525625/16777216
-2049807310625/16777216 4604541980625/33554432 4971911513125/16777216 1604961808125/8388608
-2558263115625/16777216 -1648441093125/16777216 -8756140795625/33554432 -4942858470625/16777216
-5290855759375/33554432 5544479248125/33554432 68998633125/8388608 -10360284106875/33554432
-1562556923125/16777216 1678382236875/8388608 26717593125/2097152 4849445383125/33554432
-331259843125/16777216 8001352015625/33554432 2495562525625/16777216 9866894063125/33554432
1044819373125/16777216 -708523779375/2097152 1991470408125/8388608 -992543565625/33554432
53012916875/262144 3920899071875/16777216 -2832490859375/8388608 -666415756875/16777216
707367906875/8388608 -1166484165625/16777216 -984560301875/4194304 -4729472813125/33554432
-521515215625/33554432 322786320625/33554432 -2198915266875/8388608 -432263366875/4194304
3051565715625/33554432 2995499651875/16777216 -1213773256875/8388608 6790479373125/33554432
-1183566211875/8388608 -93002186875/524288 6937605001875/33554432 9146213743125/33554432
2468235216875/8388608 -9501849323125/33554432 664816375625/2097152 -2786020913125/16777216
4093984848125/33554432 -35663184375/131072 -1459633674375/33554432 -8116622661875/33554432
61208850625/8388608 3410875994375/16777216 -5754340625/32768 1923636944375/8388608
1382077294375/33554432 5634817078125/16777216 10518563584375/33554432 76971165625/8388608
2097981060625/16777216 6187529386875/33554432 -100158358125/4194304 4123082069375/16777216
507956334375/8388608 -6783155539375/33554432 10843390765625/33554432 3789306810625/33554432
-11232104350625/33554432 8536002313125/33554432 -2337243756875/8388608 -2056933179375/16777216
9497315593125/33554432 203741801875/4194304 -1716171919375/8388608 7850750885625/33554432
-45414596875/524288 7896512548125/33554432 4807167041875/33554432 -7543175219375/33554432
2239041493125/16777216 -5100357988125/16777216 -8294000513125/33554432 614503388125/4194304
-105994118125/4194304 -165615328125/524288 -3670238980625/16777216 4914725786875/16777216
5400966268125/33554432 -4881620943125/16777216 6780413205625/33554432 4951718998125/16777216
4325244794375/33554432 8528239284375/33554432 9987206378125/33554432 5351203591875/16777216
2915588304375/16777216 7066680179375/33554432 -6349151638125/33554432 -9727058650625/33554432
-2491564996875/33554432 -585963405625/8388608 -825712875625/8388608 -3223374026875/16777216
427254720625/4194304 -8455388971875/33554432 -5117271096875/16777216 -6248570415625/33554432
-11049657333125/33554432 -9382552269375/33554432 7073521340625/33554432 -9879458125625/33554432
-1018510640625/8388608 -1952403048125/16777216 -5162072620625/16777216 -242015750625/4194304
170514388125/8388608 -8197913304375/33554432 -2124328106875/8388608 -11367570720625/33554432
-761769266875/33554432 -1447054311875/33554432 -9135768581875/33554432 -3337265611875/33554432
-4786016066875/16777216 2132342310625/16777216 8921392100625/33554432 3547714986875/33554432
-10686091593125/33554432 1711792145625/16777216 5066518723125/33554432 7970928858125/33554432
885266319375/33554432 3067567454375/16777216 892379013125/16777216 786392258125/16777216
3652973568125/33554432 570815768125/16777216 4756700778125/16777216 -218918063125/1048576
221468849375/2097152 -983454260625/33554432 2310239596875/8388608 -10043259054375/33554432
-2084023189375/33554432 10349368343125/33554432 856949355625/8388608 -2244918095625/16777216
5178433951875/33554432 583909125625/2097152 -6791226459375/33554432 4445575023125/16777216
-1925910991875/33554432 -556087010625/33554432 -1177233138125/8388608 -5413667860625/16777216
1166484378125/16777216 -7006930810625/33554432 7025241234375/33554432 4395534503125/16777216
-5871438803125/33554432 -787719936875/4194304 -1276627994375/16777216 527947696875/8388608
9849744335625/33554432 -1954167988125/8388608 8341208344375/33554432 4195932828125/33554432
82911433125/16777216 4119428790625/33554432 6066020208125/33554432 10164660389375/33554432
