1200
200537885625/2097152 278512408125/8388608 -1285028750625/16777216 138983315625/2097152
-830212734375/16777216 -737283988125/16777216 -172143155625/4194304 -861566848125/16777216
1045743549375/16777216 1545702781875/16777216 102648778125/16777216 -357202595625/4194304
-1211572303125/16777216 -71951375625/2097152 1024743538125/16777216 549123290625/8388608
-37433476875/524288 29982654375/262144 99227008125/4194304 -583393201875/8388608
-59204458125/1048576 -9180178125/1048576 -1830401409375/16777216 -801960230625/8388608
1940418088125/16777216 1184993896875/16777216 -1994953456875/16777216 -492145164375/4194304
-485230741875/4194304 1419363103125/16777216 402988543125/16777216 1984352345625/16777216
1280318731875/16777216 -801349404375/8388608 992626790625/8388608 902096641875/8388608
451057040625/8388608 1793495968125/16777216 -621665799375/8388608 999347458125/8388608
206656153125/8388608 -992404565625/16777216 -276801804375/16777216 85403045625/4194304
-193168730625/2097152 945591365625/16777216 122074884375/4194304 -384685351875/8388608
-148880195625/2097152 23125033125/16777216 -842359426875/16777216 315176536875/4194304
22732801875/1048576 883828438125/8388608 188601493125/2097152 -56430110625/1048576
-913545406875/8388608 -264494825625/16777216 589494058125/16777216 -189140225625/4194304
-1965903545625/16777216 -121257826875/16777216 1971784625625/16777216 580426933125/16777216
-66490981875/2097152 206427388125/2097152 425517155625/4194304 -127693224375/16777216
201754363125/2097152 289691825625/8388608 -414067756875/4194304 -188470569375/16777216
-397067668125/16777216 1304114356875/16777216 -583543666875/16777216 -35235901875/4194304
1907283125625/16777216 79031349375/8388608 -298101043125/16777216 1231454848125/16777216
1434686386875/16777216 1903505158125/16777216 -1255024378125/16777216 -1857746649375/16777216
-335874253125/4194304 1841203100625/16777216 -230189686875/16777216 38580811875/8388608
989866858125/8388608 -248312956875/4194304 634754919375/8388608 -50352755625/4194304
-1543758605625/16777216 1585960498125/16777216 -827521875/65536 30251300625/262144
-76135231875/4194304 -309549185625/8388608 851182111875/16777216 519714583125/8388608
-550144558125/16777216 495446278125/16777216 -112384276875/1048576 -57291260625/4194304
-719090101875/16777216 -999399669375/16777216 -165268869375/8388608 785552675625/8388608
352918351875/16777216 31466615625/4194304 -945607171875/16777216 456328471875/8388608
843222530625/8388608 -416398198125/16777216 -58977643125/16777216 580536354375/8388608
313736484375/16777216 -847550968125/16777216 118855078125/2097152 1572052591875/16777216
-660163843125/8388608 -417861324375/4194304 -712338856875/16777216 50677138125/1048576
52686643125/4194304 229225340625/16777216 103495138125/8388608 -54746866875/524288
-261385719375/4194304 1984882629375/16777216 743951626875/8388608 -1400166054375/16777216
353750169375/8388608 677888431875/8388608 -1358548891875/16777216 -129224518125/2097152
100375070625/2097152 -7335459375/131072 119979826875/2097152 243534815625/2097152
200499279375/4194304 264085715625/8388608 -41903259375/4194304 -174201478125/8388608
-1960640548125/16777216 1047148044375/16777216 1928519113125/16777216 772708404375/8388608
1257450560625/16777216 -831992990625/16777216 20306371875/524288 321844580625/8388608
496010728125/4194304 39708358125/4194304 1013742946875/16777216 257868508125/8388608
-66565809375/2097152 535670724375/16777216 -1551510080625/16777216 2627679375/8388608
1790045248125/16777216 -920745980625/8388608 1290723365625/16777216 420634576875/16777216
-1197689030625/16777216 746798623125/8388608 55358113125/1048576 -1740396373125/16777216
-803857978125/16777216 -993382891875/8388608 -1159721349375/16777216 11913234375/1048576
-978471943125/16777216 832015389375/8388608 -1241877538125/16777216 -1763166054375/16777216
-452055725625/16777216 -835167759375/16777216 453456148125/16777216 -900954294375/16777216
-243600271875/16777216 -730094788125/16777216 1269970681875/16777216 496897329375/16777216
365238770625/16777216 -1944729301875/16777216 -356233385625/8388608 1518720864375/16777216
-420646149375/4194304 1511069375625/16777216 185399964375/2097152 1894079510625/16777216
1683912710625/16777216 -526781371875/16777216 -351136550625/8388608 -758657915625/16777216
1526232811875/16777216 -335311036875/4194304 1262324236875/16777216 -242429630625/4194304
202773785625/2097152 -69156286875/1048576 940560489375/16777216 573984316875/8388608
459206101875/16777216 -932331669375/8388608 -100854808125/16777216 134866936875/16777216
-190262454375/8388608 -1761064243125/16777216 893906889375/8388608 -1953266281875/16777216
-865369400625/16777216 97810288125/2097152 348839353125/8388608 -56840315625/4194304
547139315625/16777216 968527168125/16777216 -816102781875/16777216 -633202629375/8388608
-610048021875/16777216 -383847785625/16777216 -1631746711875/16777216 715096434375/8388608
90903984375/2097152 455458873125/8388608 466600685625/16777216 1837097049375/16777216
-701768263125/8388608 1406277766875/16777216 -333874400625/16777216 -1323785026875/16777216
-1502217211875/16777216 -752379598125/8388608 822804414375/16777216 -1521862951875/16777216
415579554375/8388608 -694578429375/8388608 -371491018125/8388608 18641480625/8388608
-847599564375/8388608 1833731499375/16777216 -864468545625/8388608 1222316518125/16777216
1921346623125/16777216 -824233123125/8388608 -378625595625/4194304 -215045791875/16777216
-666725184375/8388608 1785342489375/16777216 -1307819548125/16777216 -676493623125/16777216
-489908221875/8388608 -71343384375/16777216 935252128125/8388608 -1316507994375/16777216
-20133103125/2097152 -758795625/4194304 1181843353125/16777216 674539670625/8388608
-68238590625/2097152 -345663594375/16777216 833656194375/8388608 -1638186286875/16777216
-784890871875/8388608 -909969800625/16777216 872767438125/16777216 -1966843149375/16777216
-865194286875/8388608 -964646578125/16777216 807674049375/8388608 -638230441875/16777216
-539133845625/16777216 503371708125/8388608 1158064438125/16777216 -861575188125/16777216
-553389504375/8388608 822148025625/8388608 -134632501875/4194304 342600545625/16777216
-159631903125/16777216 424131628125/4194304 -194039008125/8388608 29877268125/4194304
-892528603125/8388608 -205589983125/2097152 421632249375/16777216 961897970625/16777216
-480743765625/16777216 1812532190625/16777216 44250950625/1048576 -708039406875/16777216
890068381875/16777216 -476326996875/8388608 -30419911875/1048576 221017936875/4194304
-1677466453125/16777216 -55629860625/16777216 -1551727880625/16777216 -491051653125/8388608
-1653449791875/16777216 406902763125/16777216 -522528913125/8388608 153111931875/16777216
-1750179114375/16777216 -101391260625/4194304 15248428125/262144 -480386600625/8388608
414137743125/4194304 1829512408125/16777216 -1956897380625/16777216 -793846895625/16777216
788676103125/16777216 487891265625/4194304 -69957403125/8388608 -127624194375/2097152
1993806991875/16777216 815157586875/16777216 1792015190625/16777216 913250480625/8388608
820240104375/16777216 -343369059375/4194304 250664071875/8388608 -108232678125/1048576
80857336875/8388608 108289044375/8388608 -1354717670625/16777216 75802434375/4194304
-1655096143125/16777216 634431328125/8388608 89143400625/2097152 237165275625/4194304
-697636865625/8388608 -576104101875/8388608 -1624901473125/16777216 -1342410110625/16777216
-470234113125/4194304 1021369681875/16777216 -1649627791875/16777216 686290040625/8388608
-1799926460625/16777216 -1937414060625/16777216 1363786723125/16777216 161201844375/2097152
1434138976875/16777216 -77309049375/4194304 -171917424375/2097152 775684696875/16777216
480097134375/16777216 1548845469375/16777216 -1358234750625/16777216 330160295625/4194304
1271685350625/16777216 1526004470625/16777216 -1952279851875/16777216 1922869085625/16777216
1556324484375/16777216 -1759912460625/16777216 -424665804375/8388608 -169352158125/16777216
-1899441721875/16777216 695148399375/16777216 964238304375/8388608 245233220625/16777216
-225278975625/16777216 1202007841875/16777216 -598562191875/8388608 106906663125/8388608
-107284843125/1048576 1449576200625/16777216 295949833125/8388608 -1537141074375/16777216
-174657264375/8388608 -423306984375/4194304 1682446520625/16777216 1554952370625/16777216
-62900135625/16777216 -39157730625/2097152 52508011875/4194304 -1162663123125/16777216
-46637844375/1048576 -77581104375/16777216 -1749948980625/16777216 321555301875/4194304
164308213125/4194304 -106760615625/2097152 1485580254375/16777216 26296678125/16777216
249578814375/4194304 1028850046875/16777216 1461165841875/16777216 -270849815625/8388608
1689936796875/16777216 1438038260625/16777216 -1886095775625/16777216 176555473125/16777216
5530858125/65536 -863410246875/8388608 575829969375/16777216 -38079898125/16777216
-261447290625/4194304 417695668125/16777216 546882474375/8388608 -1061423424375/16777216
-120808074375/1048576 428749366875/8388608 -116726394375/1048576 -717187970625/16777216
-1621427349375/16777216 -224414023125/16777216 115251793125/16777216 217186828125/16777216
-991646495625/8388608 1394981776875/16777216 -1907600593125/16777216 555225571875/8388608
-1659978519375/16777216 -1502140276875/16777216 284579525625/4194304 470106178125/4194304
1141845819375/16777216 -135908623125/16777216 -630339916875/8388608 31073083125/4194304
764037868125/16777216 193000884375/4194304 454554249375/16777216 -4504565625/8388608
-873397719375/8388608 -370991120625/16777216 427814173125/4194304 1078436180625/16777216
-391333951875/16777216 1419171365625/16777216 -1178287483125/16777216 591039695625/8388608
-216769779375/2097152 810746623125/8388608 -1917567118125/16777216 428666473125/8388608
320027000625/4194304 1681653320625/16777216 -999999515625/8388608 50958328125/8388608
1486787851875/16777216 -584790766875/8388608 -799083095625/8388608 248285289375/4194304
-956777788125/8388608 1969549055625/16777216 640405678125/16777216 -214090336875/16777216
-937713373125/16777216 394145128125/16777216 -232603760625/16777216 -1652726690625/16777216
-1953294361875/16777216 369394423125/8388608 -512433121875/8388608 -984765924375/16777216
-1335670573125/16777216 -494106028125/4194304 695931905625/16777216 -1334792413125/16777216
1353469400625/16777216 -25856398125/1048576 1385013943125/16777216 -632975795625/16777216
344401164375/8388608 581995873125/8388608 -813815649375/16777216 -118358330625/4194304
-508912599375/16777216 -1416783781875/16777216 685697461875/8388608 905366679375/16777216
61417453125/8388608 -13615704375/8388608 500482715625/8388608 564936245625/16777216
1127979264375/16777216 107314824375/16777216 1424857910625/16777216 185801761875/4194304
-1216002601875/16777216 1875778490625/16777216 582685876875/8388608 240965034375/16777216
701990000625/16777216 -1750864760625/16777216 -207988610625/2097152 -171760198125/8388608
-831231440625/8388608 487684621875/4194304 -1965542431875/16777216 -640474370625/8388608
-1210908275625/16777216 1517061271875/16777216 722464539375/8388608 -809949628125/16777216
458071265625/16777216 -487639813125/4194304 -584328628125/8388608 -95582019375/2097152
1706925519375/16777216 -608581730625/8388608 -1366692196875/16777216 -775928319375/8388608
434392974375/8388608 998840386875/8388608 -1863158120625/16777216 685853874375/16777216
436912625625/16777216 -1555448304375/16777216 -557356869375/8388608 280679064375/8388608
38728235625/1048576 1621143121875/16777216 -266251265625/16777216 891324860625/16777216
135857394375/8388608 -438969680625/8388608 -1825933606875/16777216 392168671875/8388608
-1702086129375/16777216 715250154375/16777216 457095755625/16777216 21573744375/8388608
330644596875/8388608 7713549375/4194304 870483530625/8388608 1520825776875/16777216
1225789573125/16777216 -640572598125/8388608 383942975625/4194304 1770350304375/16777216
-252622138125/4194304 -907776841875/8388608 -1368399999375/16777216 391004938125/4194304
-121858419375/4194304 -1552888059375/16777216 435347904375/16777216 -992968603125/16777216
288335686875/16777216 -1956037876875/16777216 -670996899375/8388608 781708618125/16777216
-778567160625/16777216 -32299895625/4194304 331470283125/8388608 261237714375/8388608
496360096875/4194304 439626620625/4194304 -502885355625/8388608 -363105151875/16777216
406949941875/4194304 -279172224375/4194304 -1947717234375/16777216 -1806895468125/16777216
-26305209375/262144 336251184375/4194304 -277943848125/4194304 1022140321875/16777216
-962315904375/16777216 88693078125/16777216 -1805495881875/16777216 698813255625/8388608
601343544375/16777216 813021054375/16777216 1005438564375/16777216 471204549375/16777216
-693261009375/16777216 679378205625/8388608 170250800625/16777216 -56114555625/16777216
-341513671875/4194304 -267579324375/8388608 -1484202013125/16777216 -550147809375/16777216
249789313125/8388608 -204764390625/2097152 -837433284375/8388608 -356819551875/16777216
967884598125/8388608 823006190625/8388608 78279305625/16777216 441187895625/4194304
867294886875/16777216 483530405625/8388608 -535819021875/8388608 -550691184375/16777216
456163558125/4194304 174481243125/2097152 70464954375/8388608 434257820625/4194304
10970626875/4194304 -867947799375/16777216 -1876580105625/16777216 -482054758125/4194304
-51949543125/8388608 424736574375/4194304 -267675155625/4194304 1571916594375/16777216
1970278599375/16777216 -229413530625/2097152 -167411975625/2097152 183847505625/16777216
-153784858125/8388608 -370803020625/8388608 -350415421875/4194304 -54817888125/524288
260214245625/8388608 -1124081191875/16777216 -595198693125/8388608 -734584813125/8388608
-92281576875/4194304 -756568741875/16777216 1382702724375/16777216 -621507879375/8388608
221208718125/8388608 511292150625/8388608 1245774328125/16777216 482271249375/8388608
105724591875/4194304 213333294375/4194304 154793338125/8388608 1552070731875/16777216
1905955025625/16777216 -52707264375/2097152 -138750658125/2097152 -1864410894375/16777216
8489000625/2097152 -310633186875/4194304 894867778125/8388608 717395079375/16777216
-486541344375/16777216 339993223125/8388608 -200379361875/4194304 -174538288125/4194304
-637671894375/16777216 -512595530625/16777216 749193181875/8388608 1785300174375/16777216
-1253779239375/16777216 -73050860625/16777216 -408764713125/8388608 -147906781875/16777216
-674122265625/16777216 80565020625/2097152 1481558364375/16777216 114427513125/1048576
841855981875/16777216 -693687193125/16777216 -65392959375/2097152 164399990625/2097152
-298883968125/8388608 1968065821875/16777216 -5365801875/16777216 -320165915625/8388608
-245396593125/8388608 1399641624375/16777216 89866561875/2097152 738969616875/16777216
324517141875/16777216 487572399375/4194304 -346939651875/4194304 -500174926875/16777216
7111355625/16777216 421054213125/16777216 874909940625/16777216 -160195760625/4194304
1849621171875/16777216 244993426875/8388608 -793838349375/8388608 219712089375/2097152
150978946875/4194304 11763448125/262144 1361282458125/16777216 880535716875/8388608
-388227226875/16777216 -1790631946875/16777216 -1080104788125/16777216 208211596875/8388608
-437891784375/4194304 -1645411865625/16777216 -117250715625/4194304 -649036258125/16777216
204541801875/16777216 405833041875/16777216 163133923125/2097152 -1544601421875/16777216
-10463026875/16777216 1463058864375/16777216 -774415753125/8388608 536549735625/16777216
-161779561875/4194304 638338711875/8388608 1201913563125/16777216 -2002809399375/16777216
-732330039375/16777216 511243633125/8388608 578231165625/16777216 -493407440625/16777216
-909818926875/16777216 513734821875/16777216 -567750320625/16777216 -1294283188125/16777216
-1003080350625/16777216 -443983715625/16777216 -1592357424375/16777216 321354440625/8388608
-147579455625/8388608 -306716443125/16777216 -741778111875/8388608 -886525539375/8388608
-941997391875/8388608 993030058125/16777216 -1153294378125/16777216 1012035118125/16777216
-604422346875/16777216 472254358125/4194304 92713363125/2097152 -923813656875/16777216
-57577738125/4194304 -66950443125/1048576 -870951215625/16777216 95576289375/16777216
-1269770701875/16777216 25203058125/1048576 -345788304375/16777216 -470433988125/8388608
-52628975625/524288 1745256751875/16777216 1458984373125/16777216 537367411875/16777216
-1414394263125/16777216 1742454043125/16777216 1433034691875/16777216 120798939375/8388608
-217641238125/2097152 -1965580591875/16777216 -274976499375/16777216 572274016875/8388608
-211677620625/2097152 1065288684375/16777216 1214001706875/16777216 1969904053125/16777216
1066633681875/16777216 156785904375/2097152 6912909375/131072 225965191875/2097152
81680675625/8388608 405915946875/16777216 898641793125/16777216 -598573730625/16777216
13335913125/16777216 -296926738125/8388608 941199590625/8388608 -608562856875/16777216
-865794661875/8388608 291247419375/8388608 -176817856875/16777216 -1183957374375/16777216
-246989491875/4194304 -238211814375/8388608 18746169375/4194304 1992334996875/16777216
74122291875/16777216 1153415473125/16777216 -64369685625/8388608 336881484375/8388608
-505419601875/16777216 3656165625/4194304 -584197768125/16777216 555597106875/16777216
-32633300625/8388608 -417071150625/4194304 580121004375/16777216 -797732896875/8388608
-843725229375/16777216 -218591649375/4194304 82496551875/8388608 596876285625/16777216
-343732809375/8388608 -875413738125/8388608 -820607135625/16777216 1430358853125/16777216
1914389169375/16777216 -773963754375/16777216 1950850460625/16777216 -656303278125/16777216
-286030869375/16777216 -501290071875/8388608 -12688640625/16777216 1503651444375/16777216
-246355048125/8388608 -166066666875/8388608 -2001757966875/16777216 365382661875/4194304
208640184375/2097152 -117962611875/2097152 141028381875/8388608 13688154375/2097152
-1476765091875/16777216 -1026726189375/16777216 -373591591875/8388608 -230483300625/16777216
279853599375/4194304 -1405022615625/16777216 106672096875/8388608 -1774876498125/16777216
-1439250099375/16777216 133879629375/8388608 706127799375/8388608 -998127583125/8388608
1835798060625/16777216 727870378125/16777216 33555515625/2097152 -1739848378125/16777216
647424834375/16777216 -970567288125/8388608 -521317895625/16777216 23017085625/4194304
-1743908570625/16777216 -366998090625/4194304 -448081224375/4194304 -122659689375/1048576
-1283485783125/16777216 -650320224375/16777216 -25141393125/524288 -111049381875/4194304
682662418125/8388608 -292824256875/4194304 -594979858125/8388608 43885036875/16777216
54215443125/524288 -252498118125/8388608 1262158985625/16777216 36875784375/8388608
-1912142188125/16777216 -139830500625/4194304 84798091875/16777216 1265830108125/16777216
1332630410625/16777216 -56068558125/4194304 538324246875/8388608 -1396461294375/16777216
960491285625/8388608 -513168500625/16777216 1416294658125/16777216 -471531916875/8388608
364706446875/8388608 240523513125/4194304 12051316875/2097152 1004400388125/8388608
-11350288125/4194304 -477951155625/4194304 786114688125/16777216 1778258938125/16777216
1552391360625/16777216 1792189145625/16777216 1892142088125/16777216 -1212549399375/16777216
34629073125/524288 -198067273125/8388608 -447164773125/4194304 -118719673125/8388608
-935980175625/8388608 1880903863125/16777216 94886934375/1048576 -3576444375/4194304
60118603125/1048576 -1840160364375/16777216 431804855625/4194304 -257135968125/16777216
-87472389375/8388608 -1944377390625/16777216 251271654375/4194304 142894006875/16777216
40092260625/1048576 -1816276974375/16777216 -1793220035625/16777216 1287432204375/16777216
489123988125/4194304 -439900029375/16777216 -325321700625/16777216 -278735990625/8388608
-25976506875/2097152 160580428125/8388608 58347418125/1048576 1383660354375/16777216
-1813713474375/16777216 -1525227148125/16777216 -243794184375/16777216 142927048125/4194304
256307859375/8388608 -18425101875/262144 99640171875/4194304 -492642298125/16777216
-165540710625/4194304 -19140496875/2097152 -263068269375/8388608 -68182340625/16777216
-501951448125/4194304 -750216725625/8388608 58287073125/524288 -1163469976875/16777216
282500341875/16777216 -68725873125/16777216 -1192866871875/16777216 741743881875/16777216
-764262568125/16777216 -27939868125/8388608 -238805638125/4194304 -1803382111875/16777216
-12474238125/524288 -502766105625/4194304 -210114950625/2097152 -1421452629375/16777216
285528436875/16777216 -519405699375/16777216 -213952366875/4194304 -41475710625/2097152
-28900569375/16777216 394805896875/8388608 277945021875/16777216 -303010299375/8388608
-1452106318125/16777216 -67985694375/2097152 -195790925625/8388608 248591360625/4194304
1161208348125/16777216 -45739426875/8388608 -79236931875/1048576 -60762204375/1048576
179463766875/8388608 17444949375/524288 -342520588125/16777216 46397499375/4194304
412743770625/4194304 -888820959375/16777216 -1304687979375/16777216 1034577346875/16777216
18755161875/16777216 -812184511875/8388608 162149311875/8388608 1044339789375/16777216
-834998146875/16777216 -1323822174375/16777216 -577603835625/16777216 -1691776550625/16777216
876765718125/16777216 971334639375/8388608 584733084375/16777216 -160494969375/4194304
112622739375/2097152 -285377255625/8388608 -8902014375/1048576 -773486975625/16777216
-309909564375/8388608 428131340625/4194304 1742453694375/16777216 -358642588125/16777216
329842040625/16777216 514089016875/16777216 20694736875/2097152 44604699375/16777216
883877960625/16777216 516675065625/16777216 164061965625/4194304 29156173125/8388608
442830290625/4194304 19385131875/2097152 -406398714375/16777216 -282027774375/16777216
-1829784961875/16777216 -1625575025625/16777216 -1986496903125/16777216 -760264396875/8388608
1597608819375/16777216 1367322380625/16777216 260509059375/16777216 960566431875/16777216
-334073825625/8388608 -275707681875/8388608 510623165625/8388608 -1049178215625/16777216
1899969594375/16777216 749173790625/16777216 -852578536875/16777216 1647025100625/16777216
-534490771875/16777216 -740918416875/16777216 -185399004375/4194304 465124171875/4194304
181699524375/8388608 -614049001875/8388608 203467494375/16777216 1014576376875/16777216
59165536875/524288 -1485617154375/16777216 903313273125/8388608 -1911418119375/16777216
-88819681875/1048576 1914744406875/16777216 -785911134375/8388608 1473572071875/16777216
-1497310535625/16777216 -100985604375/16777216 312111065625/8388608 -213365383125/4194304
-1678429089375/16777216 197917284375/4194304 -1930777456875/16777216 1084308384375/16777216
-664365110625/16777216 -103477591875/4194304 -153027781875/8388608 185754515625/2097152
-337218598125/8388608 -379820270625/16777216 -659787673125/16777216 -464741030625/16777216
1457642630625/16777216 -833015484375/16777216 -219223933125/8388608 1862733470625/16777216
1134221810625/16777216 -7793563125/2097152 956022009375/8388608 939086743125/8388608
121293433125/4194304 -151422658125/8388608 -1605768523125/16777216 -62666068125/8388608
1394005423125/16777216 -31980560625/524288 1805825345625/16777216 -193194665625/4194304
236477158125/16777216 626859005625/8388608 1447827335625/16777216 -1146258035625/16777216
1232041768125/16777216 -149293125/2097152 -361440309375/16777216 -1769836576875/16777216
-691892750625/8388608 -1088872363125/16777216 -314453083125/4194304 1777157844375/16777216
393652089375/8388608 1130800974375/16777216 1718426953125/16777216 1030081145625/16777216
-574787150625/8388608 -1830856393125/16777216 492374405625/4194304 -1877440685625/16777216
-1618437759375/16777216 -138488701875/8388608 8531769375/8388608 -589268270625/8388608
-1592901684375/16777216 -10851748125/262144 708751524375/16777216 -376517188125/8388608
1099403229375/16777216 -66411613125/16777216 1623190516875/16777216 -111155094375/8388608
-987771823125/8388608 -135348579375/4194304 775509121875/16777216 -60286708125/4194304
212328946875/4194304 -97211188125/1048576 830003784375/8388608 -364857256875/8388608
-349240768125/16777216 -146717161875/2097152 1842371776875/16777216 193919315625/16777216
-231130610625/2097152 170699465625/8388608 654401056875/16777216 99557765625/1048576
-1893394291875/16777216 1941680881875/16777216 494175163125/8388608 33952554375/1048576
847514158125/8388608 3322438125/4194304 -46826563125/524288 -32268849375/524288
-160325761875/16777216 -145245669375/16777216 -1927457503125/16777216 -1164305625/2097152
-930851405625/8388608 -1420772473125/16777216 37221459375/1048576 -1883132041875/16777216
-1327790146875/16777216 -1946659426875/16777216 -334815571875/4194304 -556512886875/8388608
-618443941875/16777216 -48939189375/8388608 -337535625/2097152 -468769831875/8388608
-1290237459375/16777216 -448543603125/16777216 271266478125/16777216 -529320841875/16777216
-620784886875/16777216 -101719010625/4194304 -202163248125/8388608 63728656875/16777216
1100248276875/16777216 1019727478125/16777216 746057893125/8388608 -221355035625/2097152
364026339375/16777216 -159821844375/2097152 -388160101875/4194304 -945970453125/8388608
208835686875/8388608 -454915539375/16777216 -825452019375/8388608 402832816875/16777216
-1830509623125/16777216 -109830106875/16777216 35708098125/524288 -296766961875/8388608
-832590264375/16777216 10907881875/8388608 775789516875/8388608 -1573242778125/16777216
-1407847783125/16777216 1147690074375/16777216 -296892946875/4194304 -1151159551875/16777216
-1137672751875/16777216 -566929970625/16777216 1760783229375/16777216 1407466993125/16777216
1060048318125/16777216 -1899191548125/16777216 569700170625/8388608 1453631180625/16777216
-427520709375/16777216 614371768125/8388608 -1357854114375/16777216 454242571875/16777216
164584475625/16777216 -874688810625/16777216 1334898061875/16777216 -166424716875/2097152
1798678524375/16777216 -723970978125/8388608 1480958450625/16777216 221544375/8192
281972060625/4194304 1012940214375/16777216 -124589000625/4194304 214846963125/2097152
-251440119375/2097152 -845815363125/8388608 -747925659375/8388608 -1108125200625/16777216
1444953680625/16777216 -848281734375/8388608 -1130193691875/16777216 -1918857864375/16777216
115036513125/8388608 485609548125/8388608 -1828835079375/16777216 -51064048125/1048576
194892436875/2097152 59494670625/2097152 -51575503125/8388608 423236638125/16777216
52495408125/8388608 -798746694375/16777216 -83953423125/1048576 -1588524774375/16777216
-122115384375/16777216 -799967356875/8388608 -410223354375/4194304 759687736875/16777216
-709490776875/16777216 -811636903125/16777216 -824386423125/8388608 1221763790625/16777216
-478000213125/16777216 -716420506875/16777216 1353895685625/16777216 -12913130625/16777216
-553434369375/16777216 -952989823125/8388608 -112187964375/4194304 225709299375/4194304
-36833750625/524288 1843715053125/16777216 44481136875/16777216 43004229375/4194304
288260259375/8388608 -1926774879375/16777216 -1762441876875/16777216 -757023076875/16777216
685448690625/8388608 409918719375/16777216 -69847711875/1048576 1672858216875/16777216
-255344169375/8388608 -4538210625/2097152 976909516875/16777216 271347665625/4194304
104213518125/8388608 1557146259375/16777216 1718504083125/16777216 -273391426875/8388608
-456456631875/16777216 447906748125/8388608 -95349751875/16777216 -7712056875/8388608
-267625711875/4194304 335836081875/16777216 345742685625/16777216 255018826875/8388608
-739568645625/8388608 869708825625/16777216 -1758042043125/16777216 316093265625/16777216
542197153125/8388608 368132788125/16777216 -959718054375/16777216 -677668125/16384
167750491875/2097152 -121744483125/16777216 854487313125/8388608 -989942270625/16777216
153202689375/8388608 812328421875/8388608 790609854375/16777216 183562670625/2097152
32150401875/1048576 492260630625/16777216 -259750336875/16777216 -20002801875/524288
-875574388125/8388608 -194650175625/4194304 528052985625/16777216 -108516526875/16777216
131817399375/8388608 -558217543125/8388608 -1003249104375/8388608 475549584375/8388608
1323757760625/16777216 2369806875/1048576 -406447220625/4194304 -257495480625/8388608
305997751875/8388608 691208173125/16777216 172603854375/16777216 -76800496875/16777216
16268083125/16777216 -17244020625/262144 453687283125/8388608 -947075495625/8388608
-590079215625/16777216 843171279375/16777216 -719308160625/16777216 -339104469375/16777216
-1210440699375/16777216 738673921875/8388608 50604991875/8388608 -40698830625/1048576
1184018064375/16777216 -912879969375/16777216 1534539781875/16777216 27855361875/4194304
196269166875/2097152 614632843125/16777216 665529114375/16777216 -956720210625/16777216
-6740638125/262144 -243542315625/2097152 608824066875/8388608 22193131875/524288
-276538029375/16777216 -220934818125/2097152 1137413878125/16777216 -795376726875/16777216
-703814998125/16777216 640082761875/8388608 -1427746400625/16777216 1795290350625/16777216
-1790291716875/16777216 -831902851875/16777216 -568825415625/8388608 -205446920625/2097152
1536824304375/16777216 -1653426755625/16777216 -113740869375/16777216 -672726665625/16777216
-447112565625/8388608 -659327094375/8388608 -979424330625/16777216 -798422529375/16777216
-945755668125/8388608 -63765609375/8388608 -1518389735625/16777216 -510040831875/8388608
-613138014375/8388608 -1369281253125/16777216 -2607500625/131072 155603743125/8388608
-293330686875/16777216 -715742548125/16777216 -1676365993125/16777216 -718225486875/8388608
-709389669375/8388608 65628721875/4194304 778125661875/8388608 1031210398125/16777216
194403691875/4194304 -223788140625/16777216 -574168070625/16777216 240830686875/4194304
-1717926328125/16777216 4907731875/65536 266997043125/4194304 -139869481875/8388608
505359155625/8388608 -339947266875/8388608 -952770241875/16777216 -340104673125/4194304
-1932778543125/16777216 216513005625/16777216 1901102315625/16777216 130383958125/2097152
-732864984375/8388608 -551150870625/8388608 -1765791271875/16777216 921712055625/8388608
-275788666875/4194304 -62349905625/2097152 -866304238125/8388608 993293623125/8388608
-590201990625/8388608 564051920625/16777216 1916575171875/16777216 -1143987399375/16777216
-510421393125/8388608 194212269375/16777216 754678126875/8388608 197532215625/16777216
-1963761470625/16777216 136437958125/8388608 135963103125/8388608 180864418125/8388608
1211551880625/16777216 -184190045625/2097152 10051764375/1048576 220238484375/16777216
-340477183125/8388608 -125743678125/1048576 -253045400625/4194304 -814581519375/16777216
91458099375/1048576 -337112176875/16777216 -1766703110625/16777216 1812978309375/16777216
132887443125/8388608 -1232024525625/16777216 -118435288125/4194304 -1598370995625/16777216
-200505890625/16777216 420638128125/8388608 1056576215625/16777216 -180312703125/16777216
221896464375/8388608 -37768108125/524288 77133770625/4194304 137108416875/2097152
295840989375/8388608 732419075625/16777216 -477361753125/4194304 -201387669375/16777216
191879214375/2097152 -974186236875/16777216 60224026875/524288 384564650625/8388608
1589002385625/16777216 -1198400330625/16777216 23037076875/4194304 -393416915625/4194304
-144996238125/16777216 -1293035570625/16777216 84634374375/2097152 -98192146875/4194304
-142770534375/8388608 17919811875/8388608 -312736333125/4194304 -49732978125/1048576
-18090358125/524288 1144192741875/16777216 -1325630698125/16777216 -809225293125/8388608
-133558606875/8388608 -904702441875/16777216 224864836875/2097152 327261871875/4194304
94648179375/2097152 573839341875/8388608 -125798476875/16777216 1341074064375/16777216
-959086719375/16777216 -323550856875/16777216 1109905711875/16777216 152266700625/8388608
1345401680625/16777216 -1463609788125/16777216 240421681875/8388608 1260823524375/16777216
425493751875/4194304 -333057928125/8388608 1779994078125/16777216 -1593889359375/16777216
