1400
469776216875/33554432 794884890625/33554432 2762164216875/33554432 1413787178125/16777216
-2161269026875/33554432 70035555625/33554432 589484284375/16777216 -3724508825625/33554432
-269807190625/4194304 -3842402869375/33554432 3702188240625/33554432 -221988904375/33554432
-179181008125/33554432 1543260805625/16777216 433430633125/8388608 -2005892923125/33554432
-1523545699375/16777216 2404055661875/33554432 2257704483125/16777216 898028149375/8388608
3106202631875/33554432 4691600423125/33554432 -1142931584375/8388608 -2265257570625/16777216
-1304447545625/16777216 3870614995625/33554432 -26383415625/2097152 -2082322055625/33554432
-2021937955625/33554432 1992333441875/16777216 -15927331875/33554432 -75752114375/4194304
-362110730625/8388608 3424620101875/33554432 879843759375/16777216 814252499375/8388608
-1811268633125/16777216 903964980625/8388608 4404978090625/33554432 -939754081875/33554432
-1251107720625/33554432 2779370575625/33554432 -1706081505625/16777216 1220182945625/16777216
-323479419375/16777216 -485028928125/4194304 -1094038614375/8388608 304623221875/16777216
3760471684375/33554432 4344689628125/33554432 -114114415625/1048576 -561512380625/4194304
579760444375/8388608 192845625/262144 -1148928134375/8388608 -890722555625/8388608
131729163125/16777216 -1492160438125/16777216 4302656141875/33554432 -1387414476875/33554432
-343721004375/16777216 3194302190625/33554432 -364696985625/16777216 3603967705625/33554432
-371801513125/33554432 -3362427910625/33554432 -27646950625/16777216 1633188965625/33554432
588123213125/33554432 2512527836875/33554432 -3897636351875/33554432 541002363125/4194304
245938721875/4194304 -1441102140625/16777216 -1969508734375/16777216 -404053575625/8388608
-4522871705625/33554432 1142634941875/8388608 -833808591875/33554432 3051061645625/33554432
-4432441146875/33554432 2366732773125/33554432 -3477536820625/33554432 -4346806970625/33554432
3230562584375/33554432 -2624456585625/33554432 -1325947896875/16777216 4414150173125/33554432
-1939776908125/33554432 -1722169010625/33554432 -1744745358125/33554432 682526910625/33554432
-4281963686875/33554432 -573789383125/33554432 -1168882736875/33554432 -951362829375/8388608
3145919371875/33554432 -4192805666875/33554432 2793934976875/33554432 96525130625/4194304
-194156493125/2097152 -3785073604375/33554432 -207234549375/2097152 -2038553356875/16777216
-353484254375/4194304 -3916456131875/33554432 32528601875/262144 -861472031875/33554432
-532589325625/8388608 761163641875/16777216 -2689357391875/33554432 1146276674375/16777216
-625209641875/16777216 -3690625413125/33554432 477032460625/16777216 -4542286371875/33554432
3442915135625/33554432 -3968082838125/33554432 1306382774375/16777216 97799235625/33554432
611744730625/16777216 -1170562824375/8388608 -1813985473125/33554432 -366430176875/4194304
898169339375/16777216 3313546219375/33554432 -3843963134375/33554432 -3079950794375/33554432
-865545865625/8388608 1853593861875/16777216 -2171698571875/33554432 -1323843889375/33554432
-2589082286875/33554432 -399720680625/8388608 166253583125/2097152 -62336553125/2097152
-1626108071875/33554432 -4309044639375/33554432 4341070916875/33554432 -244815948125/2097152
149526803125/16777216 4050362465625/33554432 -976298369375/33554432 -1559840323125/16777216
-661645289375/8388608 -1561103333125/16777216 678551829375/8388608 2953602736875/33554432
4073143624375/33554432 -1339282485625/16777216 -2544821286875/33554432 134901554375/4194304
-3842878913125/33554432 95350486875/8388608 -1723487749375/16777216 4327079850625/33554432
684879733125/16777216 84210319375/4194304 2063469209375/16777216 1559514814375/16777216
1691110211875/16777216 1484219051875/33554432 315937855625/33554432 3349817970625/33554432
590938753125/8388608 884842546875/8388608 750753206875/33554432 -4690574441875/33554432
-648252591875/33554432 -401472745625/8388608 1643477854375/16777216 1126515420625/8388608
127246494375/4194304 -990872535625/8388608 -3237264926875/33554432 609298676875/33554432
86729794375/4194304 215691958125/2097152 2168119830625/16777216 -764577463125/16777216
-1113038469375/16777216 -4256108023125/33554432 1418642710625/33554432 -2931257126875/33554432
-284603090625/2097152 2589450171875/33554432 -285311735625/2097152 2308240011875/16777216
-447198915625/16777216 -3540359554375/33554432 2452889341875/33554432 -3337742795625/33554432
864300303125/16777216 -645104228125/16777216 -4048574534375/33554432 -4243687608125/33554432
1776939556875/16777216 -1128242495625/8388608 1002746478125/8388608 243303186875/8388608
207898166875/2097152 -26369958125/262144 4599456911875/33554432 -139147281875/16777216
1735325755625/33554432 -482470366875/33554432 2397935719375/33554432 -2206596861875/33554432
1561331778125/33554432 -4163337364375/33554432 -2533484209375/33554432 -178716995625/16777216
-4546492951875/33554432 -3917593754375/33554432 4028431404375/33554432 -1473753176875/33554432
-1546616623125/33554432 2275465215625/33554432 2070595625/8388608 -4592232141875/33554432
180982081875/16777216 1284583566875/16777216 2137912879375/33554432 992555615625/16777216
-735613983125/33554432 -243468456875/2097152 -1773831670625/33554432 2873403588125/33554432
2972635474375/33554432 4435795748125/33554432 3661200869375/33554432 3727604024375/33554432
-4570217736875/33554432 2336491731875/33554432 -2289130265625/16777216 1674852440625/16777216
274480635625/8388608 499845766875/16777216 4377455928125/33554432 898090904375/33554432
1715489978125/16777216 -913431911875/16777216 -935238775625/16777216 1681983375625/33554432
3116039828125/33554432 -1573217883125/33554432 14594925625/262144 -56840931875/33554432
4506001250625/33554432 575904905625/16777216 1629493516875/33554432 4259783521875/33554432
-2104405401875/33554432 293023180625/8388608 907826066875/16777216 1012479916875/16777216
1869884524375/33554432 866054704375/8388608 35068385625/8388608 206975689375/16777216
-1068311540625/8388608 2305553175625/16777216 602330483125/8388608 -1904371651875/33554432
-193311138125/4194304 -4186656560625/33554432 237529009375/4194304 -3469198674375/33554432
-1040503226875/33554432 280227373125/2097152 293796689375/4194304 -3646248335625/33554432
170640570625/16777216 -162512669375/16777216 -4396540299375/33554432 -3659638381875/33554432
-1415360891875/33554432 -325086890625/4194304 3618533594375/33554432 2224583711875/33554432
-1598564839375/33554432 -1041575609375/33554432 -917800646875/8388608 285792766875/8388608
242083060625/8388608 48952570625/8388608 -4503563159375/33554432 -1135308811875/16777216
-2631583906875/33554432 -287112765625/16777216 329439858125/4194304 -413156681875/8388608
-537565896875/16777216 -356302498125/16777216 1055025733125/33554432 1940445390625/16777216
115834464375/2097152 1207933636875/16777216 -334151374375/4194304 2711260479375/33554432
-2470541513125/33554432 758437885625/8388608 1013804588125/16777216 4458741940625/33554432
423183254375/4194304 1035487481875/16777216 3992808973125/33554432 3410989841875/33554432
-90310766875/33554432 2952675446875/33554432 2962769910625/33554432 -3032557171875/33554432
-1147815379375/16777216 -3708397441875/33554432 3979363154375/33554432 -4550714555625/33554432
372884063125/4194304 4429497883125/33554432 -869361390625/8388608 -118981909375/1048576
-588456929375/16777216 -3002024781875/33554432 -266710889375/4194304 -1479957346875/16777216
15515014375/8388608 -1709373281875/33554432 2386702854375/33554432 1726061010625/33554432
-67365388125/8388608 88795328125/1048576 -175765393125/8388608 2634262115625/33554432
-16231858125/8388608 -2073103256875/16777216 63405313125/33554432 -115985839375/1048576
286496336875/4194304 -2522586565625/33554432 748656409375/16777216 2236852778125/33554432
-63148955625/33554432 58258046875/1048576 564966749375/8388608 3610795409375/33554432
-2030063599375/16777216 -1510471064375/16777216 -323070006875/8388608 -595591924375/16777216
-954998856875/33554432 411170116875/4194304 -1061706708125/8388608 -319948505625/8388608
-815763860625/33554432 -3944075708125/33554432 -2223840653125/16777216 -824886426875/33554432
-4674217839375/33554432 843682660625/16777216 1098062888125/8388608 458553064375/33554432
-120955463125/8388608 1111319969375/8388608 2161624058125/33554432 -4048364490625/33554432
33018593125/33554432 1633134173125/16777216 58133858125/1048576 -939250326875/8388608
3122890465625/33554432 74261753125/2097152 151518364375/16777216 -3476378399375/33554432
1637550578125/33554432 -1500583433125/33554432 -3135351270625/33554432 4084615451875/33554432
-1858912304375/33554432 510404733125/4194304 -1340925700625/33554432 -1228911578125/16777216
1950172135625/33554432 1948053839375/16777216 -4660811474375/33554432 -1803474780625/16777216
769210395625/16777216 -1274623931875/33554432 3229488565625/33554432 -1705020638125/16777216
278715075625/33554432 2195625009375/33554432 348925653125/8388608 -1638128436875/16777216
3482243681875/33554432 -291318986875/16777216 573096444375/4194304 -553965059375/16777216
2315568889375/16777216 -3991536635625/33554432 3833761841875/33554432 4480729176875/33554432
-2206156089375/33554432 -248552259375/33554432 -3320717351875/33554432 54498373125/33554432
253117064375/8388608 981998609375/16777216 139074306875/2097152 182913863125/16777216
578645781875/33554432 495420996875/8388608 -438808024375/4194304 3383432329375/33554432
-104966728125/8388608 -1195346000625/16777216 320247221875/8388608 -410758411875/16777216
-496914613125/8388608 -1703343000625/33554432 1483475170625/33554432 -3807522079375/33554432
216782741875/8388608 -51435636875/16777216 -49716086875/4194304 4595141070625/33554432
-3048749375/1048576 2564581963125/33554432 -2085656855625/33554432 277549496875/8388608
-4252358849375/33554432 1064836653125/16777216 2233933883125/33554432 1479572224375/33554432
-710267630625/8388608 140888120625/33554432 2046874843125/16777216 -1556071304375/16777216
464830454375/4194304 3936006834375/33554432 -17766476875/33554432 188618311875/33554432
2022067980625/33554432 -2451562544375/33554432 -1519205865625/33554432 2238054643125/16777216
-4495581698125/33554432 -45983301875/16777216 360352934375/8388608 -80129564375/16777216
743107535625/8388608 -484401001875/8388608 -347344073125/8388608 533950921875/33554432
-25149919375/1048576 763076470625/16777216 1475255201875/33554432 -245505421875/2097152
-2271764044375/16777216 -728632051875/33554432 -2344136160625/16777216 4647036016875/33554432
-186792204375/8388608 850332923125/8388608 2742475413125/33554432 470139394375/8388608
-1216417120625/16777216 1533580645625/16777216 -1871525639375/16777216 -1011458468125/8388608
3961973526875/33554432 -706637684375/8388608 -1413199799375/16777216 -501965113125/33554432
643465563125/33554432 -775105804375/33554432 266320298125/33554432 337663755625/33554432
1304988243125/33554432 -88506473125/2097152 2864217461875/33554432 3764535936875/33554432
-1379029570625/16777216 -3187567481875/33554432 -544145739375/16777216 -1058441164375/33554432
2048108969375/16777216 -66909941875/33554432 -111175964375/33554432 -1764819371875/16777216
18721714375/4194304 314623273125/4194304 -563716444375/16777216 -1024859539375/33554432
-1622616673125/16777216 -472111408125/8388608 -606526615625/33554432 -3554221881875/33554432
837239388125/8388608 -2760309059375/33554432 -510770176875/8388608 -614750075625/8388608
4282185849375/33554432 874036944375/8388608 441637345625/4194304 -23390128125/33554432
445106081875/8388608 347246125625/8388608 -1058798496875/33554432 -3223112956875/33554432
-3714014320625/33554432 -4392614261875/33554432 2801388270625/33554432 4199847710625/33554432
-519573140625/33554432 -14146103125/33554432 6888520625/131072 1683829590625/16777216
-837047981875/16777216 -2728794166875/33554432 1912457019375/16777216 2358298726875/33554432
-1186629880625/16777216 3978134943125/33554432 2116442566875/33554432 -140057281875/16777216
221945731875/16777216 -61831380625/1048576 -3909624193125/33554432 -591217510625/8388608
-631409191875/16777216 4576542639375/33554432 1218354746875/16777216 2232193849375/16777216
973077371875/16777216 -3508517578125/33554432 -240234806875/4194304 799480355625/16777216
-1000671371875/33554432 2217431811875/33554432 -2628659394375/33554432 -110960066875/1048576
-1878910989375/16777216 -382989236875/33554432 -1762185814375/33554432 -1841661224375/33554432
884118781875/16777216 8075965625/524288 -744268310625/8388608 -1909028498125/33554432
-303914611875/33554432 3756545139375/33554432 952692881875/16777216 2085198679375/16777216
-3358778294375/33554432 -3961934510625/33554432 1790081593125/16777216 -4401719949375/33554432
-2079172843125/33554432 -1030246599375/33554432 261274199375/4194304 -587771585625/16777216
1186775585625/33554432 -1865033340625/16777216 -2380439000625/33554432 -2448147296875/33554432
3657865456875/33554432 -2545468629375/33554432 986330428125/8388608 -2649448379375/33554432
4285526503125/33554432 15984180625/131072 -1882617209375/33554432 -105558420625/8388608
-663563123125/16777216 320448795625/4194304 161987328125/16777216 2033852603125/16777216
1046342294375/16777216 187685876875/16777216 3261885423125/33554432 1490739490625/16777216
1610256808125/16777216 -286446986875/4194304 -151343644375/33554432 2492108976875/33554432
546767361875/33554432 1486061023125/33554432 -3999198336875/33554432 1594336279375/33554432
-4183946396875/33554432 -906345295625/33554432 2333324275625/16777216 488236450625/16777216
452735408125/33554432 1214400770625/33554432 -226236058125/4194304 581663350625/8388608
3399309375/131072 -87645446875/4194304 917286908125/8388608 -2477947766875/33554432
4180119601875/33554432 -4359091471875/33554432 -4546169761875/33554432 -1767759056875/16777216
3183431365625/33554432 -1023913218125/16777216 769296758125/16777216 -178133081875/16777216
-4624443613125/33554432 -4043345289375/33554432 364996629375/8388608 -1536267193125/33554432
486770055625/16777216 -3170487166875/33554432 -1279256111875/16777216 26513291875/16777216
-3447492960625/33554432 2604957928125/33554432 2057671861875/16777216 -180686244375/2097152
-892456263125/33554432 1647316321875/33554432 1050955425625/33554432 720355164375/33554432
57673853125/33554432 -3221285256875/33554432 -3110151620625/33554432 -1903425400625/16777216
-2535554441875/33554432 -3382019134375/33554432 -1850427971875/16777216 -3825721773125/33554432
-1757488630625/16777216 -219190190625/33554432 735287748125/16777216 1516404430625/33554432
124637786875/2097152 -2452707718125/33554432 487690861875/16777216 288102329375/8388608
1588032026875/16777216 463317868125/16777216 768192411875/8388608 2282858738125/33554432
-1105130403125/16777216 -865973985625/16777216 -2141477988125/16777216 4594028516875/33554432
191720816875/33554432 -885683465625/33554432 2671816135625/33554432 -78692411875/2097152
-863953068125/16777216 -2628735178125/33554432 4010844726875/33554432 471585961875/4194304
-748855340625/16777216 -2362138865625/33554432 -341602305625/4194304 647464111875/8388608
232919203125/16777216 -1453969566875/16777216 2942018008125/33554432 2018435794375/16777216
2082253980625/33554432 -493302079375/8388608 -1712293279375/33554432 -1261938125/2097152
-932269025625/33554432 3829297793125/33554432 747393749375/33554432 -2428549563125/33554432
-1613715945625/16777216 -600473050625/33554432 98254209375/2097152 369452794375/33554432
-880055369375/16777216 -4188837725625/33554432 158035854375/33554432 -373268984375/4194304
-83908654375/8388608 -578278561875/16777216 -571555954375/8388608 -72153668125/4194304
-793757925625/8388608 -258033125/2048 111282801875/16777216 4007950979375/33554432
-4573375498125/33554432 210461829375/2097152 563547700625/16777216 -484781136875/8388608
1666716296875/33554432 104558435625/4194304 -43470940625/524288 2265951944375/33554432
1713557409375/16777216 -1136904593125/16777216 1842787568125/16777216 -8497173125/65536
-4250104936875/33554432 -1544787671875/16777216 1796075920625/33554432 -4575130695625/33554432
-893119924375/16777216 -387469324375/33554432 1956440679375/16777216 -110682954375/8388608
2336224865625/16777216 -1812985103125/33554432 -548718646875/33554432 -420027181875/16777216
-1747895419375/16777216 2918837490625/33554432 -246566158125/4194304 45134989375/33554432
2052928915625/16777216 615065443125/8388608 -3011660290625/33554432 -953760889375/8388608
-895860363125/8388608 2341406361875/16777216 2343165146875/33554432 989255518125/33554432
-1072030570625/33554432 -907820790625/8388608 -171637606875/4194304 594655088125/33554432
3844627469375/33554432 4590667633125/33554432 -2454352700625/33554432 -565184571875/4194304
266647023125/4194304 -32637705625/4194304 -36986674375/2097152 2268732011875/33554432
102754448125/8388608 465056650625/4194304 3583615914375/33554432 -230002591875/16777216
-3418781366875/33554432 -2111707460625/16777216 2315559885625/16777216 -1080233258125/33554432
2609211766875/33554432 2164500743125/33554432 1717083011875/16777216 -3210904851875/33554432
-3971459279375/33554432 418692238125/4194304 -2035453651875/16777216 -202759799375/16777216
-1574137770625/33554432 -520236985625/4194304 -82924970625/2097152 4312835699375/33554432
2344577633125/33554432 -2958592258125/33554432 -399923951875/16777216 -966990889375/8388608
3103108334375/33554432 923357308125/16777216 742687448125/33554432 4227003388125/33554432
-1357846319375/33554432 -3062204901875/33554432 -4612496651875/33554432 4328941185625/33554432
-495215503125/8388608 713989696875/33554432 2255470844375/33554432 -2062737289375/33554432
-3622106578125/33554432 1864472806875/16777216 -908629789375/16777216 3758761068125/33554432
1732743175625/16777216 954771995625/33554432 -1474202708125/33554432 2318150515625/16777216
-1407929044375/16777216 -327999826875/16777216 -3274707253125/33554432 -4406121899375/33554432
82667353125/33554432 -994296174375/8388608 244684461875/33554432 2314511294375/33554432
-985316626875/8388608 1870026274375/33554432 -1759400750625/33554432 453086396875/33554432
-2227228626875/33554432 -472437389375/8388608 800217884375/8388608 -270049661875/8388608
1699092311875/33554432 -214333126875/33554432 109422114375/2097152 718787636875/8388608
-1878139046875/33554432 1343956324375/16777216 -2124177330625/33554432 -1945893560625/16777216
-1249322011875/33554432 -367021353125/16777216 -1519258540625/16777216 -297770755625/33554432
-2138128636875/33554432 -2605350663125/33554432 -672753685625/8388608 -968011261875/33554432
1753321661875/16777216 708090438125/8388608 1472797886875/33554432 -53705658125/33554432
85149290625/16777216 4040662093125/33554432 -3157245844375/33554432 -1917858525625/33554432
77643374375/33554432 -443553814375/8388608 -2035253740625/33554432 4598955064375/33554432
1388308219375/16777216 -4586265998125/33554432 -3835681311875/33554432 210768945625/8388608
3645607818125/33554432 2995210841875/33554432 248382343125/2097152 2139822671875/33554432
-417030761875/33554432 -406194070625/16777216 3759311478125/33554432 3279959913125/33554432
-256070119375/33554432 19666723125/1048576 -4479891215625/33554432 -898457494375/16777216
3071823461875/33554432 816315031875/8388608 3859530268125/33554432 879445905625/16777216
-4110936265625/33554432 -113939660625/2097152 -57898588125/524288 -1505609231875/33554432
-4221924030625/33554432 2108897555625/33554432 -1817213050625/16777216 940298340625/33554432
688423999375/8388608 -1962816034375/33554432 -800520179375/33554432 -3841999765625/33554432
4277131525625/33554432 2170341683125/16777216 -1012014303125/33554432 535872658125/16777216
-269126983125/4194304 -2543463330625/33554432 292561066875/4194304 -57797411875/524288
443104108125/33554432 -476958881875/8388608 -613130249375/8388608 -1628246073125/33554432
114114835625/4194304 4126804714375/33554432 -24171896875/33554432 -4580691591875/33554432
426584878125/16777216 1157391904375/33554432 1779416148125/16777216 -4339130858125/33554432
-702880539375/8388608 3855274810625/33554432 3316434034375/33554432 1010816883125/8388608
-53208693125/16777216 3782521351875/33554432 47563534375/16777216 2585618056875/33554432
128380783125/1048576 -422798998125/16777216 4194842579375/33554432 -201950564375/16777216
3658476171875/33554432 -235721504375/8388608 -1738359879375/33554432 -4200436524375/33554432
-979140176875/8388608 -406426855625/16777216 3515956679375/33554432 -1077824461875/8388608
1193892179375/33554432 2182371620625/33554432 159542184375/8388608 3241346810625/33554432
-39818611875/1048576 -2067253418125/16777216 -4250884238125/33554432 3405576348125/33554432
-1807917243125/16777216 -294003023125/8388608 -63731434375/2097152 2282753204375/33554432
3268563195625/33554432 -74792668125/8388608 -1577081935625/16777216 1159295248125/8388608
787317129375/33554432 -967196505625/33554432 563932000625/16777216 271478843125/8388608
1798524975625/16777216 -144777320625/8388608 -829749913125/33554432 808660645625/8388608
-4083316479375/33554432 4043963844375/33554432 -2045453501875/16777216 2519862323125/33554432
-3819291441875/33554432 -1218653174375/33554432 -898215364375/33554432 265249963125/16777216
6829375/131072 3202862350625/33554432 -1132786370625/33554432 2386292418125/33554432
-746739144375/16777216 924042949375/33554432 -184858393125/33554432 -2916169003125/33554432
2354184336875/33554432 -126862614375/16777216 1641589928125/33554432 -2366700153125/33554432
1933084208125/33554432 -330938050625/8388608 171814628125/2097152 4109386675625/33554432
-4185782724375/33554432 1566996256875/16777216 614294051875/33554432 973067764375/8388608
-4138048963125/33554432 1752186533125/33554432 2743617996875/33554432 -4082144504375/33554432
-281335149375/8388608 601208846875/8388608 509142484375/33554432 449921268125/16777216
70996139375/8388608 -3208194241875/33554432 -1355241768125/33554432 -1498266065625/16777216
922841950625/16777216 -2251865905625/16777216 3510151413125/33554432 195384520625/33554432
-3153110305625/33554432 -333099519375/8388608 -1149562203125/8388608 -235394884375/4194304
-526139989375/33554432 137485254375/1048576 1728133001875/33554432 -4596577208125/33554432
-1997716100625/33554432 995240553125/8388608 729266330625/16777216 4325354543125/33554432
-87189213125/2097152 -3122099001875/33554432 -608052213125/16777216 -127899988125/2097152
2539291339375/33554432 1205021575625/33554432 1766364009375/33554432 -771175199375/16777216
913983546875/8388608 -152235488125/2097152 2224918985625/16777216 542063606875/33554432
-4551318769375/33554432 4343159970625/33554432 -3114209861875/33554432 -1623654178125/33554432
2519433231875/33554432 4369491258125/33554432 195989031875/8388608 -275782040625/8388608
4187874718125/33554432 -2190879858125/33554432 2958318125/33554432 -828596601875/33554432
824042419375/16777216 -1124556138125/33554432 -542241354375/33554432 497808355625/16777216
1531289720625/16777216 236993299375/33554432 246804814375/8388608 -1079295135625/16777216
2057857493125/33554432 -261189639375/4194304 -37918601875/8388608 -4618616244375/33554432
-1153091891875/33554432 -4645909384375/33554432 -956489191875/8388608 528198181875/16777216
4048225348125/33554432 -1413667828125/16777216 -1756037740625/33554432 -709538484375/16777216
2346984828125/33554432 3791344038125/33554432 -1422018119375/16777216 -457302706875/4194304
-4590759656875/33554432 2342407134375/33554432 -521764000625/33554432 -3166080640625/33554432
2022509505625/16777216 1644792830625/16777216 226653135625/16777216 959785246875/16777216
-3496039526875/33554432 -197777969375/33554432 -1652061709375/16777216 1243335043125/33554432
-265949123125/2097152 -610209324375/8388608 -567486521875/33554432 2982341726875/33554432
-1788216276875/33554432 3990791774375/33554432 -170036671875/8388608 -4083268686875/33554432
4471398859375/33554432 982909501875/8388608 1790600966875/33554432 -4657146886875/33554432
2312184853125/33554432 -888802298125/8388608 4539179500625/33554432 107317669375/1048576
1113311294375/33554432 -3802271755625/33554432 819066556875/16777216 -2631136825625/33554432
254686700625/4194304 -2400413903125/33554432 -125686859375/33554432 -1953038661875/33554432
-39591663125/33554432 11600010625/262144 1406272660625/16777216 4348423209375/33554432
-576558679375/16777216 -3789874309375/33554432 -875090628125/16777216 3182478079375/33554432
-2685226753125/33554432 -3760071931875/33554432 -2943019944375/33554432 685207840625/8388608
-59559670625/33554432 -3450489424375/33554432 -149535430625/16777216 1622074873125/33554432
2047453244375/33554432 -2211695661875/33554432 1741894835625/33554432 1028074184375/33554432
1187924863125/16777216 -3406164190625/33554432 -1881584184375/16777216 -248176070625/4194304
-2076793910625/16777216 -2606348329375/33554432 3900988170625/33554432 -3187389078125/33554432
1465251606875/16777216 1286747966875/33554432 4143345268125/33554432 -574968480625/8388608
-797115046875/33554432 3175174996875/33554432 -462305755625/8388608 -115642874375/33554432
-791698823125/16777216 -178228929375/16777216 4650981348125/33554432 162207889375/33554432
-984656185625/33554432 -127694713125/16777216 -1379974080625/33554432 1042767271875/16777216
1241603715625/33554432 -724151334375/33554432 -2938600056875/33554432 924526124375/8388608
-3097552110625/33554432 -40296221875/33554432 1172179605625/8388608 -785342718125/8388608
-686021875/65536 1568785098125/16777216 -3015692553125/33554432 2243635681875/33554432
-348585768125/16777216 -145536750625/33554432 523864000625/33554432 1562927454375/33554432
-1127348569375/16777216 -3838471170625/33554432 985323906875/8388608 617884868125/16777216
1981114366875/16777216 85661358125/8388608 538353799375/4194304 1481242179375/16777216
-1477633661875/33554432 290003826875/4194304 554234594375/8388608 758677968125/33554432
-2964592771875/33554432 481375330625/16777216 -2663425935625/33554432 -1309917328125/33554432
-159417663125/16777216 -140360749375/33554432 717453139375/33554432 237606446875/16777216
-4027724771875/33554432 -2249938254375/16777216 -558351390625/8388608 1699565713125/33554432
820037754375/33554432 -3456993404375/33554432 1980044145625/16777216 76213204375/1048576
-2000943030625/33554432 -4465026426875/33554432 -68584438125/2097152 -126497039375/2097152
802093525625/8388608 1050865449375/33554432 4139344330625/33554432 653419878125/33554432
-489475004375/33554432 -1077440459375/8388608 -4316630810625/33554432 -319099046875/33554432
1687706243125/16777216 -37844410625/4194304 -1694536633125/16777216 3439814616875/33554432
-817727010625/8388608 -208842029375/33554432 -1018450558125/33554432 1186387846875/33554432
1891596966875/16777216 2336321946875/33554432 627096701875/8388608 -923851210625/16777216
322604533125/16777216 448075971875/8388608 -1351928983125/33554432 2233210511875/33554432
-2747017809375/33554432 -1211413293125/16777216 -676044464375/33554432 1840644351875/16777216
-607375645625/33554432 -1119706091875/8388608 806654664375/8388608 -56418446875/524288
2084771688125/16777216 3908751100625/33554432 -141608875625/8388608 4515834658125/33554432
-4493521571875/33554432 547845615625/33554432 170112945625/33554432 -1559976744375/33554432
-3039047178125/33554432 -3879968404375/33554432 -4317058878125/33554432 -1981704081875/16777216
-1983647736875/16777216 -1685511585625/16777216 2757843414375/33554432 2073501486875/33554432
-161020208125/4194304 2162841498125/16777216 2329182270625/33554432 -531295393125/4194304
3393586875/16777216 1431076285625/33554432 -364573444375/8388608 -63292508125/4194304
4135628354375/33554432 -1874550033125/33554432 642659898125/16777216 -183050765625/4194304
1268573805625/33554432 -783183716875/33554432 747646563125/33554432 -496472781875/16777216
2313915016875/33554432 730497210625/16777216 -141490654375/1048576 984399801875/8388608
-3304101968125/33554432 -1169241311875/16777216 -418199910625/8388608 -25575851875/8388608
-1961791505625/33554432 1016047186875/33554432 -4152825901875/33554432 -836769373125/33554432
653895615625/33554432 -2783665416875/33554432 636978549375/8388608 -1758536224375/16777216
1134847791875/8388608 -2245397940625/33554432 -814955220625/33554432 3287612916875/33554432
11288886875/8388608 -195273806875/33554432 -227228920625/33554432 -4239500488125/33554432
3378395960625/33554432 1065456328125/33554432 508104830625/4194304 -550693250625/8388608
4489344514375/33554432 1218222989375/16777216 -574591180625/16777216 -3996478311875/33554432
1784422670625/33554432 695994420625/33554432 228400843125/16777216 241196405625/16777216
985594736875/33554432 357347169375/8388608 4148215229375/33554432 -2037952266875/16777216
-4183509649375/33554432 -1593719010625/16777216 1628943159375/16777216 -2275959686875/33554432
2083473336875/16777216 1213360343125/16777216 732319301875/33554432 70985254375/8388608
203523070625/2097152 -124437429375/4194304 -4477868093125/33554432 -252758261875/16777216
999817599375/16777216 24171616875/262144 7277379375/4194304 4328477330625/33554432
4046196875/33554432 27385596875/8388608 2969452075625/33554432 -594156163125/16777216
-813358931875/33554432 -2190589051875/16777216 392353381875/8388608 2768227879375/33554432
-142846869375/4194304 -672977090625/8388608 -1189471215625/33554432 2850155853125/33554432
2007232530625/16777216 2707119419375/33554432 846986485625/16777216 644819756875/33554432
1252125266875/16777216 216994281875/33554432 1751922099375/33554432 400795084375/33554432
-1969912608125/33554432 -4199334881875/33554432 -6373863125/4194304 3084434189375/33554432
-4236207058125/33554432 635340645625/33554432 713936243125/16777216 3679623014375/33554432
83503756875/16777216 4670132823125/33554432 1053029088125/8388608 8256119375/524288
770955836875/33554432 1357751303125/33554432 -1437254450625/16777216 1771696373125/33554432
-725628815625/33554432 -1125499405625/16777216 -1201855458125/16777216 589807640625/33554432
-2054491350625/16777216 87785394375/8388608 28179414375/524288 -680034350625/8388608
-323370648125/33554432 -1468832404375/33554432 1054183703125/33554432 -839537251875/16777216
-2159869499375/16777216 -1266264383125/16777216 -1943960239375/16777216 -3940264348125/33554432
-310665980625/16777216 -2772622698125/33554432 2961343109375/33554432 -758848125/8192
1347284133125/16777216 -3489994326875/33554432 -634384034375/33554432 -1125003858125/16777216
-611422039375/16777216 191989424375/8388608 1939083540625/16777216 -120921171875/2097152
-3125067071875/33554432 -3583654020625/33554432 -2033444258125/33554432 440293564375/4194304
4384726591875/33554432 536365239375/33554432 -1593321690625/16777216 -2572351831875/33554432
1106123764375/33554432 -661775393125/16777216 3336292238125/33554432 1684514356875/33554432
2219500740625/33554432 1973274646875/16777216 2249088043125/33554432 1076809181875/8388608
-659102276875/8388608 -617303448125/16777216 3680680364375/33554432 4656804691875/33554432
-4458126868125/33554432 3803578139375/33554432 505221346875/33554432 1272317186875/33554432
662474308125/8388608 913535354375/33554432 -434530560625/16777216 -684547504375/16777216
2683756061875/33554432 -937876428125/8388608 -4140417168125/33554432 2834014106875/33554432
1341260641875/16777216 -2698489224375/33554432 -1919211529375/33554432 -2964292611875/33554432
1192376233125/16777216 197699936875/2097152 1119444869375/16777216 -296530486875/4194304
-353804924375/16777216 2087488344375/33554432 1353620226875/33554432 90201969375/1048576
-964996930625/33554432 2014826463125/16777216 -4124705370625/33554432 2250047008125/33554432
368372248125/4194304 -1374772126875/33554432 4079131266875/33554432 469373358125/16777216
-1819405756875/33554432 -68409263125/16777216 -3522524070625/33554432 -335300800625/33554432
