2200
-36022160625/262144 3136405971875/16777216 -4651437360625/33554432 3536870583125/16777216
-568431730625/4194304 -348907893125/8388608 -999866236875/16777216 -1730603001875/8388608
-5993972826875/33554432 -563421093125/8388608 -479570609375/16777216 -3404700495625/33554432
3796927976875/33554432 1831116656875/8388608 2198392178125/16777216 344932878125/4194304
-5657112456875/33554432 -1351038404375/8388608 2326852336875/33554432 -5926756048125/33554432
-2465061919375/33554432 -5025703244375/33554432 -712496489375/16777216 -2504268050625/16777216
-1186944653125/16777216 -866711085625/8388608 5060992701875/33554432 7169621421875/33554432
883906354375/4194304 -294310754375/33554432 -1486210831875/33554432 -3100431420625/33554432
10547673125/65536 -441714123125/33554432 928706989375/16777216 1725793279375/16777216
-2048910964375/33554432 -778853164375/4194304 3608431028125/33554432 1399870704375/33554432
-1233734885625/33554432 928755045625/16777216 6981641046875/33554432 -452192365625/4194304
-5263314973125/33554432 -714761086875/8388608 258502069375/16777216 7363995436875/33554432
5636565185625/33554432 -10906534375/8388608 -997026394375/33554432 -535209516875/8388608
26460190625/16777216 -760466733125/4194304 3119081590625/16777216 5986490035625/33554432
-2052382261875/33554432 -4418327588125/33554432 -2085228481875/16777216 1653718474375/16777216
6868722843125/33554432 -3664351604375/33554432 -2300584034375/16777216 -1911696400625/16777216
-3991529430625/33554432 950463119375/33554432 -3816659446875/33554432 3955318351875/33554432
-3376710954375/16777216 -4121653133125/33554432 2989325838125/16777216 -1285475214375/8388608
-3246606886875/16777216 5924383169375/33554432 1462188770625/8388608 -198655043125/2097152
33537178125/33554432 -2551563898125/33554432 1124912861875/33554432 1821329338125/8388608
888050673125/8388608 -425252265625/2097152 375256096875/4194304 2795305363125/16777216
1822015834375/16777216 -713040851875/33554432 5584350853125/33554432 3369535283125/33554432
-7338818678125/33554432 1456641883125/33554432 -683413396875/4194304 2923152175625/33554432
-3938360009375/33554432 -477959576875/8388608 3753300808125/33554432 -1819510584375/8388608
-3940038320625/33554432 1755216753125/33554432 -2835661984375/33554432 3283948971875/33554432
583126094375/4194304 5335046275625/33554432 1385406364375/16777216 -587144215625/4194304
4186814850625/33554432 -36852303125/262144 4900411759375/33554432 -1957369184375/33554432
-1334869875625/33554432 2108501841875/33554432 3886704339375/33554432 4364345253125/33554432
-3913944375/1048576 4992117343125/33554432 726386670625/4194304 -1023931376875/16777216
-6040447180625/33554432 -2486888848125/33554432 6964374085625/33554432 -2301422371875/16777216
2179722868125/16777216 -716828564375/33554432 -1566338255625/33554432 -1140097426875/8388608
2819443501875/33554432 133182671875/2097152 -1355219243125/33554432 64723690625/4194304
301507463125/16777216 -75692079375/16777216 1360219788125/33554432 -5453422651875/33554432
6799559999375/33554432 2753718873125/33554432 -5979743763125/33554432 648715835625/33554432
3046252763125/16777216 -145105654375/8388608 -3935365850625/33554432 5637125869375/33554432
6066703823125/33554432 538558246875/33554432 1072173595625/8388608 -1390837449375/8388608
-731601468125/33554432 2660219574375/33554432 -1135460541875/8388608 3925972991875/33554432
-1189563698125/33554432 5609491023125/33554432 -851183554375/33554432 -1379785666875/16777216
-1715090554375/33554432 4272216004375/33554432 -1749105441875/8388608 -1372497438125/33554432
1096111589375/8388608 479230008125/16777216 4660788570625/33554432 196769024375/4194304
-4577100831875/33554432 4738761410625/33554432 -1560375829375/8388608 517054250625/4194304
-582626653125/4194304 3186940026875/33554432 -1179135739375/16777216 -5306755980625/33554432
-1052454418125/8388608 7040666029375/33554432 -213711623125/16777216 3425162723125/33554432
1323258330625/16777216 832904070625/4194304 6123961641875/33554432 427433345625/2097152
700825255625/33554432 1818737298125/16777216 2774017159375/16777216 785743633125/33554432
1969282280625/16777216 5928419536875/33554432 1193909729375/16777216 -4804528389375/33554432
1991346245625/33554432 -2600201291875/33554432 -1044567665625/8388608 -2700592351875/33554432
1891375963125/16777216 -1571405116875/8388608 7275306919375/33554432 4434410371875/33554432
-404523260625/8388608 -1632960910625/8388608 -354539563125/2097152 -681142584375/16777216
-1829223103125/8388608 -4702955283125/33554432 5807116445625/33554432 3687742279375/16777216
-1957766944375/33554432 21677033125/33554432 -545141884375/16777216 -1500243394375/16777216
-872044861875/33554432 1658969118125/33554432 7343316248125/33554432 5393419466875/33554432
-1095754804375/8388608 -800091565625/33554432 1139307214375/8388608 3330140529375/16777216
5587378836875/33554432 -5757175359375/33554432 6486363351875/33554432 -980737896875/33554432
7357239346875/33554432 -908270158125/33554432 1688751439375/16777216 -304268298125/8388608
2059670834375/16777216 2903567170625/16777216 -160338674375/2097152 -2542428865625/33554432
-295690154375/16777216 5308195248125/33554432 -1639755459375/33554432 934869588125/16777216
1184977743125/33554432 6031708574375/33554432 -6596932615625/33554432 6828097340625/33554432
-2696370524375/33554432 525454923125/16777216 -2010935348125/33554432 -2899049525625/16777216
-3664103210625/16777216 -4424317431875/33554432 -1379106073125/33554432 859540735625/33554432
1292128316875/33554432 1274927176875/16777216 -359617080625/2097152 -2145553856875/16777216
4828734714375/33554432 -6884198866875/33554432 5377776366875/33554432 6407220249375/33554432
3099616320625/33554432 -438719221875/16777216 -675040485625/33554432 6722636490625/33554432
-3183363431875/16777216 -726602243125/33554432 -863221335625/4194304 827767084375/33554432
929294018125/16777216 -552692339375/4194304 -2114483036875/16777216 -1885323873125/33554432
-272780646875/16777216 2107327124375/16777216 -2182908028125/33554432 -1664457884375/33554432
-3055079465625/16777216 454881013125/33554432 6997318645625/33554432 5504993993125/33554432
1048235656875/33554432 740051310625/8388608 -1692414796875/16777216 -3608598125/32768
1138590550625/8388608 1594118879375/16777216 -3389820108125/33554432 745450165625/4194304
137873003125/33554432 782490314375/8388608 2270035288125/33554432 16454728125/2097152
-6723653770625/33554432 2780012805625/16777216 -1952582836875/33554432 887879403125/8388608
3165612800625/16777216 847591806875/33554432 2241121636875/16777216 450560048125/16777216
1784977596875/16777216 -1757008460625/16777216 -1245703339375/33554432 -1300112199375/8388608
-333850254375/2097152 210615164375/1048576 860458094375/16777216 -120276069375/1048576
70669685625/2097152 -6696977203125/33554432 -2401614043125/33554432 1516011426875/8388608
-171867320625/1048576 -6902156518125/33554432 -1632949910625/16777216 -1862373679375/33554432
-1708773350625/16777216 462593250625/4194304 -3283392055625/16777216 -3997703840625/33554432
31834185625/524288 -3756856159375/33554432 5550621058125/33554432 -3135100038125/16777216
-4236500035625/33554432 -274353935625/4194304 -2411412141875/33554432 7029519041875/33554432
5217838209375/33554432 4865701204375/33554432 -313896213125/33554432 -2457762126875/33554432
-6829993616875/33554432 4562020601875/33554432 -612224339375/16777216 -1475620196875/8388608
-1492948524375/33554432 -4932967648125/33554432 2070917495625/16777216 2391177600625/33554432
2915716065625/33554432 -906465951875/8388608 -578297341875/4194304 -257941674375/2097152
401770634375/33554432 4413398378125/33554432 2740607368125/33554432 377037615625/4194304
5515583253125/33554432 -47794594375/524288 -143428305625/2097152 1250000324375/8388608
-1786720244375/33554432 3185971243125/16777216 111063253125/4194304 -957459023125/33554432
232803250625/4194304 1335641511875/16777216 -905580094375/8388608 1389722530625/33554432
2835160563125/33554432 -411196039375/33554432 -1469067689375/33554432 -3091519110625/33554432
1244748676875/8388608 -6489759918125/33554432 -2059736903125/33554432 -79340009375/4194304
6502904375/16777216 -504537419375/4194304 1052259924375/33554432 1239721415625/33554432
1852054318125/33554432 1760904138125/8388608 -138748355625/1048576 -885620718125/16777216
289301601875/33554432 -390444278125/33554432 -829455020625/16777216 577592544375/8388608
6938373605625/33554432 -4447745204375/33554432 1408401190625/33554432 -612858063125/4194304
-6323600435625/33554432 -5358483191875/33554432 -5826824403125/33554432 -3373340636875/16777216
-682024000625/4194304 -2246173331875/33554432 180091113125/2097152 -1482047703125/33554432
6667465440625/33554432 -818847074375/16777216 1591484709375/16777216 170469330625/16777216
3733771298125/33554432 -2638858536875/16777216 -7027949204375/33554432 -5935685889375/33554432
390192900625/4194304 1410503510625/8388608 6724462504375/33554432 -1334004326875/8388608
-811070060625/8388608 -386064133125/16777216 -4828852496875/33554432 -5529941580625/33554432
-1515851926875/16777216 1208769794375/33554432 2904548604375/16777216 -1802258349375/16777216
2429489363125/16777216 896230616875/8388608 1582349938125/8388608 -2987921275625/33554432
25830275625/8388608 -992481689375/8388608 634023823125/33554432 -61202920625/4194304
-725603511875/33554432 -5686321320625/33554432 4081956539375/33554432 5657205888125/33554432
-7012276926875/33554432 2904687396875/33554432 -2209075281875/16777216 442964561875/4194304
-4860106961875/33554432 -1695251710625/8388608 3365988443125/16777216 -1702941920625/8388608
-3300523991875/33554432 -1856119203125/33554432 3809532739375/33554432 125025498125/2097152
-1491736351875/8388608 3741365643125/33554432 2220221210625/16777216 3039680689375/16777216
-995811719375/8388608 -667606149375/16777216 825262068125/8388608 1133705244375/16777216
-2261634216875/16777216 -3634549125625/16777216 719891143125/4194304 -791240855625/8388608
-219153996875/1048576 4713676914375/33554432 398665925625/8388608 1623928343125/33554432
-644405114375/33554432 -3052347258125/33554432 -4899110170625/33554432 5520083270625/33554432
1617545043125/33554432 1081956528125/33554432 -397264828125/4194304 -5171240875625/33554432
788585194375/4194304 604093496875/33554432 1387366853125/16777216 -2252395798125/33554432
113724208125/524288 4803389449375/33554432 -5377194315625/33554432 323859050625/16777216
3133255530625/16777216 3198644384375/33554432 -1804650038125/33554432 6478034083125/33554432
-938661301875/16777216 12056928125/4194304 -3964465099375/33554432 -2026348328125/16777216
314248089375/2097152 -3361589171875/33554432 3493678106875/33554432 161739304375/16777216
-1983219294375/16777216 -2281697914375/16777216 3209006604375/33554432 -2912124441875/16777216
3658766780625/16777216 23155240625/1048576 -5019768153125/33554432 -3469498168125/33554432
558753119375/4194304 1786074008125/8388608 3984098586875/33554432 345887623125/16777216
1402131534375/8388608 7054932479375/33554432 -6491997084375/33554432 259726864375/33554432
-6640844375/1048576 -6085557630625/33554432 203537654375/4194304 -1310536596875/33554432
-1213273703125/33554432 -4427556189375/33554432 -5379989525625/33554432 -3248210948125/16777216
4197122180625/33554432 3496946124375/33554432 -1668241664375/8388608 -4511630688125/33554432
-2773237094375/33554432 -3169217115625/33554432 2302709000625/33554432 -3453240690625/16777216
-301011046875/8388608 -1389100879375/16777216 -2191211103125/33554432 3031547481875/33554432
794903333125/4194304 -3287628169375/33554432 -678830879375/33554432 2621678915625/16777216
-1188329223125/16777216 -36914824375/262144 -1179245973125/16777216 1133563041875/16777216
1127201920625/16777216 2709874825625/33554432 920267913125/16777216 460795699375/16777216
826213801875/4194304 -7246050205625/33554432 -5383520016875/33554432 83048356875/524288
-27788536875/4194304 4926775170625/33554432 -7115082335625/33554432 2650816251875/33554432
-3925737358125/33554432 5273867988125/33554432 -87684389375/1048576 -960080171875/16777216
6011134903125/33554432 -3538745368125/33554432 1851035126875/33554432 4128615335625/33554432
4645144068125/33554432 5369158100625/33554432 -246336179375/33554432 1053781293125/33554432
1877635381875/33554432 -494588111875/16777216 305551530625/2097152 753828851875/4194304
-5118267790625/33554432 1760384264375/8388608 -1634176396875/16777216 -764360994375/8388608
-5134221448125/33554432 5258366581875/33554432 486623864375/4194304 -5884528904375/33554432
303701811875/33554432 -1456655839375/8388608 -1120027885625/8388608 3989167785625/33554432
-504850589375/16777216 6286099895625/33554432 138209644375/4194304 -149115621875/1048576
4720082723125/33554432 1312735386875/33554432 154482810625/8388608 -7312567659375/33554432
808243803125/8388608 -21158754375/131072 1272597033125/16777216 2853120043125/16777216
528508193125/16777216 3717473519375/33554432 1339775490625/33554432 -2094103378125/16777216
298448858125/16777216 -679823904375/16777216 -6150190674375/33554432 -2249721973125/33554432
1603551516875/8388608 80209009375/1048576 5854947140625/33554432 -57377876875/524288
65599634375/8388608 -2622785570625/16777216 356141053125/8388608 -88958519375/4194304
537849681875/8388608 -1039074334375/33554432 -4266454328125/33554432 -3053139375/262144
-5267432410625/33554432 2468315925625/16777216 -3450105498125/33554432 1239177946875/33554432
6552145675625/33554432 5625527606875/33554432 303602880625/33554432 3098220489375/16777216
3330123520625/16777216 -3165966326875/16777216 -5899463040625/33554432 -1318128054375/16777216
1615486448125/8388608 -4826189451875/33554432 -853603581875/33554432 -485396250625/16777216
1246043858125/16777216 1303799921875/8388608 1388682838125/33554432 797823970625/33554432
99223416875/4194304 -6143051495625/33554432 -889330536875/4194304 1595459174375/16777216
7223076513125/33554432 265192833125/8388608 6153757410625/33554432 -3859846560625/33554432
506467451875/8388608 1738921710625/8388608 265820685625/33554432 -3674794894375/33554432
-2378378756875/16777216 -1194804414375/16777216 4974343006875/33554432 -4756775588125/33554432
661868714375/8388608 656911055625/33554432 588453490625/8388608 6735074204375/33554432
1596493793125/8388608 -1098479490625/33554432 4368597083125/33554432 3473199434375/16777216
-1097038050625/16777216 3769657423125/33554432 -1966632958125/16777216 5945515090625/33554432
44897538125/4194304 361924784375/16777216 2751528278125/33554432 894575419375/33554432
-3975286143125/33554432 60558595625/33554432 -111282455625/4194304 1679328798125/8388608
3602767458125/33554432 -102689090625/33554432 -600061460625/8388608 -1591422971875/16777216
-1715639289375/33554432 -1072863515625/8388608 -7066495046875/33554432 132372123125/2097152
2896094073125/16777216 886936923125/33554432 232761876875/16777216 -618320346875/8388608
5927333190625/33554432 2503267421875/33554432 -1340561206875/33554432 -510021153125/33554432
-2214065101875/16777216 -1697907275625/16777216 -1711236415625/8388608 -5415602163125/33554432
-2016456151875/16777216 -752090879375/33554432 4543300953125/33554432 -3987596325625/33554432
5960824285625/33554432 -408044663125/4194304 -2147494614375/33554432 3558914459375/16777216
-884423670625/4194304 857900979375/33554432 1833166314375/33554432 -257512949375/8388608
-3159849969375/16777216 -2832477236875/16777216 -103338228125/33554432 566721821875/33554432
452986875/524288 -32379991875/33554432 -6387295743125/33554432 -3330373385625/16777216
3409623531875/33554432 3851667661875/33554432 4308760781875/33554432 -1263705073125/33554432
612292388125/8388608 -4114404738125/33554432 2813113111875/16777216 835136974375/4194304
3064511154375/33554432 -1951950309375/33554432 -3376916406875/33554432 -2093931503125/33554432
7234213779375/33554432 4045450715625/33554432 590096065625/16777216 -3231199750625/16777216
-5575035888125/33554432 -2713640249375/33554432 -250978578125/2097152 -147707236875/2097152
1368984849375/16777216 1514451654375/16777216 6936191576875/33554432 4787700946875/33554432
-2561877635625/33554432 1352525961875/16777216 298343079375/8388608 745586153125/33554432
-1125542419375/33554432 3611572036875/33554432 -648672481875/16777216 4459663415625/33554432
444702163125/16777216 2456203124375/16777216 2768859974375/33554432 2777949123125/33554432
-4992509259375/33554432 6505095251875/33554432 -2117681314375/33554432 -2630109700625/16777216
609963894375/8388608 1346584201875/8388608 -5164400099375/33554432 -1269965819375/8388608
-569984669375/33554432 2812989568125/33554432 -53463801875/2097152 -298473319375/16777216
2381383125/1048576 224377635625/33554432 207025878125/4194304 -42609414375/33554432
-3981162796875/33554432 4638410376875/33554432 152316223125/1048576 -159642333125/16777216
6029739161875/33554432 439357923125/4194304 1452980725625/16777216 -33350205625/33554432
581022193125/4194304 -725395034375/16777216 -2548291989375/16777216 -1577510941875/33554432
-862906116875/33554432 644911155625/16777216 2963315953125/33554432 -2689776381875/16777216
-1222282675625/8388608 -5025301331875/33554432 851247258125/33554432 70391124375/1048576
3041124150625/33554432 -4396477628125/33554432 1863011610625/33554432 -7987711875/16777216
3458622495625/16777216 4247045763125/33554432 -1383599078125/16777216 -6106751248125/33554432
4562820439375/33554432 -2660523586875/16777216 -4600431529375/33554432 106841370625/1048576
-1927605219375/33554432 892342089375/33554432 -6739833753125/33554432 103297321875/8388608
-5806651489375/33554432 1800170480625/8388608 -2187735295625/33554432 -1791986508125/8388608
-1763489550625/33554432 -3168033158125/16777216 -398576028125/4194304 2984907440625/33554432
-190189608125/33554432 6594397569375/33554432 361053213125/8388608 4098566223125/33554432
-1516318189375/16777216 -1851232466875/33554432 9222090625/2097152 -6304954431875/33554432
-3555478898125/16777216 2908582634375/33554432 -3484356858125/33554432 -1318269596875/8388608
795517683125/16777216 137235938125/2097152 -1301580039375/8388608 5329449461875/33554432
1413450589375/8388608 -373879089375/16777216 -12434709375/524288 513380704375/33554432
2956557855625/16777216 68012869375/16777216 -6409612639375/33554432 692881138125/33554432
810840806875/4194304 -1544265710625/8388608 -993185235625/8388608 -194287066875/1048576
222951636875/16777216 -6231979923125/33554432 -3641968323125/16777216 -6011726799375/33554432
-352903051875/16777216 6010051788125/33554432 901755504375/4194304 323485600625/33554432
-1890845103125/33554432 -184891595625/4194304 149337986875/8388608 1713641428125/16777216
4138124450625/33554432 6483773058125/33554432 3222105198125/16777216 1295821126875/16777216
5362956809375/33554432 -4791368938125/33554432 -5577734325625/33554432 646729854375/33554432
-3674452161875/33554432 3034637560625/33554432 -5013817551875/33554432 127055864375/8388608
-737710991875/33554432 1597124175625/33554432 1418019728125/8388608 4304124584375/33554432
-542898571875/4194304 -2089260036875/16777216 2753675340625/33554432 6708137583125/33554432
458732058125/33554432 -4968128515625/33554432 -2967564950625/33554432 6267046465625/33554432
-106010650625/8388608 1205787185625/16777216 529107968125/4194304 28600446875/262144
-476088133125/4194304 2357607786875/33554432 -665741085625/16777216 -63387754375/16777216
313047865625/4194304 1540066144375/33554432 5688973125/32768 4772011633125/33554432
-2556726926875/33554432 -1316316725625/16777216 -2298326806875/33554432 -1181100146875/16777216
-114946046875/4194304 2088234699375/33554432 -1037897141875/8388608 3690410040625/16777216
-422884488125/4194304 -604410695625/16777216 1634899138125/16777216 -2468453288125/16777216
2070305826875/16777216 4440330613125/33554432 491457360625/8388608 2714131413125/33554432
2904250174375/33554432 1776676020625/8388608 -1317425539375/8388608 70401340625/16777216
81300291875/524288 592893186875/33554432 -5146362643125/33554432 4032193584375/33554432
3699712341875/33554432 1170873996875/16777216 534921083125/4194304 2846698408125/16777216
-574881443125/16777216 -249383688125/33554432 920154489375/8388608 3076060535625/16777216
747948568125/33554432 -2900236618125/16777216 2562145939375/16777216 6380575458125/33554432
850371121875/8388608 1283679326875/33554432 628454151875/4194304 -2214751048125/16777216
924883114375/8388608 991248218125/8388608 -1369663714375/8388608 4522507020625/33554432
905407875625/8388608 -357596696875/33554432 -441133034375/16777216 5641646401875/33554432
4657951464375/33554432 -399559400625/8388608 2666119658125/33554432 3819216135625/33554432
-5912745664375/33554432 -24307586875/524288 1572869876875/33554432 -3456900514375/16777216
-5410310654375/33554432 5903524391875/33554432 -454749013125/4194304 352407776875/16777216
-1106594163125/16777216 -308274883125/33554432 -2163556333125/16777216 320174559375/16777216
-184145699375/1048576 6679610169375/33554432 1979242423125/16777216 -360127384375/16777216
3132246184375/33554432 -1314241616875/16777216 821995700625/8388608 -212758459375/8388608
-7188569251875/33554432 1955356638125/33554432 -780209423125/16777216 1624488985625/16777216
-3270088641875/33554432 267698124375/4194304 -744845330625/4194304 1031483193125/33554432
-458964928125/16777216 151402865625/4194304 -6787811133125/33554432 3319243901875/33554432
-2389674051875/33554432 95873133125/524288 2920784948125/16777216 -3937493278125/33554432
-3187174670625/16777216 29173161875/8388608 1151453716875/16777216 -3418438051875/33554432
-1051466136875/33554432 -1740800826875/8388608 -722330131875/33554432 -798170786875/8388608
2479983708125/33554432 -3013752383125/33554432 59159656875/16777216 3469220349375/33554432
-3377006964375/33554432 -468407273125/8388608 5718957041875/33554432 6440308606875/33554432
-436481436875/33554432 1371672616875/8388608 -1624397080625/16777216 -2383234184375/16777216
-3201625081875/33554432 -1092419618125/8388608 -2261811275625/33554432 300626005625/16777216
4465663654375/33554432 2518116624375/16777216 5379872485625/33554432 27223810625/131072
-6248803955625/33554432 959054463125/8388608 3696247094375/33554432 6673642284375/33554432
117246875625/16777216 300155315625/16777216 -953643246875/8388608 -4494593516875/33554432
-3687186586875/16777216 5090101988125/33554432 2720335564375/16777216 -6579472494375/33554432
1871258489375/33554432 -5575701126875/33554432 -2764909530625/33554432 4669023541875/33554432
3173946483125/16777216 5265069926875/33554432 3646462070625/16777216 2629462034375/33554432
-1379946418125/33554432 -1431877651875/8388608 6456261040625/33554432 1522711526875/33554432
110093396875/4194304 250999519375/33554432 2699384799375/33554432 -1835314614375/16777216
-2993244519375/16777216 -1036856789375/16777216 1225640659375/33554432 -4966614338125/33554432
3549137659375/33554432 3376236799375/33554432 -5736808928125/33554432 -6869450823125/33554432
-6196554739375/33554432 -36319201875/2097152 -7013893445625/33554432 602703688125/16777216
-294688301875/4194304 -2975069521875/16777216 -977370989375/16777216 3335693508125/16777216
3328993009375/33554432 -660733940625/33554432 -2806736906875/16777216 3125119710625/16777216
-4228746108125/33554432 -5765171506875/33554432 450171294375/8388608 -468320648125/8388608
137839673125/2097152 -1991196851875/33554432 -1040500195625/33554432 -119031818125/16777216
2903892756875/16777216 461244774375/4194304 3623741515625/16777216 -103427919375/8388608
-407222275625/8388608 3280089209375/33554432 -453072393125/4194304 -308752228125/33554432
78605690625/1048576 -549225716875/4194304 -594354234375/33554432 5918894636875/33554432
1690985649375/8388608 -7753398125/524288 6601411141875/33554432 -5265683616875/33554432
-849400949375/8388608 -3150320614375/16777216 2523642048125/16777216 1719808798125/33554432
1794430721875/33554432 -6914453995625/33554432 1141248755625/16777216 -970533018125/16777216
-322610069375/8388608 -3856295925625/33554432 270318998125/33554432 3421633428125/16777216
-5723053208125/33554432 -2812020440625/16777216 234704710625/4194304 -2495062136875/33554432
3647207664375/33554432 -13635868125/16777216 -2288201843125/33554432 6389382016875/33554432
-1655081594375/8388608 1125289391875/8388608 -2746590749375/33554432 -113740639375/4194304
-778759705625/8388608 2311997744375/16777216 2049259691875/16777216 -1895394208125/16777216
571628990625/8388608 -30434916875/524288 -879059919375/4194304 -6055933125/33554432
738577475625/8388608 -6024075976875/33554432 -862473528125/16777216 -7302121550625/33554432
3945928064375/33554432 -2934928101875/33554432 2358009878125/33554432 302424670625/16777216
-215188469375/16777216 -130736725625/2097152 -6714699798125/33554432 2173518840625/33554432
-146192193125/8388608 -270678409375/33554432 -2567108410625/33554432 -860989834375/4194304
-2710395001875/33554432 -4080984359375/33554432 5253250633125/33554432 3326603603125/16777216
41406853125/8388608 605205651875/16777216 5043202181875/33554432 -1091989738125/33554432
5675466630625/33554432 5190034911875/33554432 -1643194526875/16777216 1190948515625/8388608
-139109581875/33554432 -565557238125/16777216 -638015145625/4194304 -2799083753125/33554432
-1090735380625/33554432 2710740388125/16777216 1122887280625/16777216 -6045315904375/33554432
2767882858125/33554432 868036956875/33554432 4228164496875/33554432 2311568758125/16777216
1344034896875/8388608 2517222764375/33554432 -6594948119375/33554432 -2514584565625/33554432
-878815554375/16777216 930323191875/33554432 -845607764375/8388608 6647460744375/33554432
381146486875/33554432 -2328966248125/33554432 305874325625/4194304 256464264375/33554432
-852413546875/8388608 5844736899375/33554432 1788863319375/8388608 2619572965625/33554432
878835505625/4194304 -4961082823125/33554432 -1488364893125/33554432 7204323039375/33554432
287175453125/33554432 -3450408713125/16777216 -168475993125/16777216 525350065625/8388608
2826487709375/33554432 220439003125/2097152 -247367745625/4194304 -61174499375/1048576
7039440038125/33554432 -431149558125/16777216 -6285297473125/33554432 162420438125/33554432
-4218510883125/33554432 2800595373125/33554432 -40805263125/262144 -1751871543125/16777216
6124544669375/33554432 1065933199375/16777216 -551329315625/8388608 5591408480625/33554432
-5784892293125/33554432 5597336160625/33554432 -2889334903125/16777216 1173150790625/33554432
1822603880625/33554432 260000214375/16777216 3239009516875/16777216 1504266905625/16777216
-311746276875/33554432 -42781289375/524288 2866541500625/33554432 -1955381800625/16777216
2481564476875/16777216 -564286366875/16777216 -5791432453125/33554432 3553532475625/33554432
444698079375/2097152 -5471375009375/33554432 -4917106651875/33554432 -2321476870625/16777216
-1737795681875/33554432 -4572704379375/33554432 -6029014646875/33554432 -4571252626875/33554432
-7169242829375/33554432 4310081648125/33554432 4309354534375/33554432 -2329011279375/16777216
-6999440435625/33554432 2117855870625/16777216 1012948715625/33554432 918074554375/33554432
-246131098125/2097152 -983938731875/33554432 1689893885625/16777216 -3877419500625/33554432
-6788969254375/33554432 -3594091290625/16777216 -627887885625/16777216 -2946001375625/16777216
5690117063125/33554432 668745158125/33554432 -3127448314375/16777216 105405540625/4194304
-1165721005625/16777216 -438867350625/16777216 2296160563125/16777216 4331450454375/33554432
-1095788244375/8388608 -3117813661875/33554432 -2311830379375/16777216 522589890625/4194304
-5553965718125/33554432 7302178695625/33554432 755377968125/8388608 -2900932739375/33554432
-1024090643125/8388608 6126127679375/33554432 3521856050625/16777216 636731390625/16777216
-6437682673125/33554432 -1614445449375/33554432 -216344473125/16777216 663313110625/8388608
-2100051765625/16777216 4035723938125/33554432 -795206823125/8388608 -2359471970625/33554432
-3831095874375/33554432 -3963328331875/33554432 4294411350625/33554432 -358438031875/8388608
-746522390625/33554432 1258261008125/33554432 588788646875/33554432 153973813125/16777216
5814710446875/33554432 -1605616505625/16777216 861520061875/16777216 -276934453125/8388608
4991992438125/33554432 5056349051875/33554432 -273183343125/8388608 487915910625/33554432
-1322188443125/8388608 -160065668125/4194304 -6032660610625/33554432 6374843935625/33554432
408319745625/8388608 1782052971875/33554432 -3015314451875/16777216 4279512043125/33554432
3684040243125/16777216 1192909444375/8388608 760647160625/33554432 -3093431350625/33554432
559475736875/8388608 764105684375/8388608 -1722057101875/8388608 -743953766875/33554432
7344315831875/33554432 1942187836875/16777216 -2463984510625/16777216 -1445728645625/8388608
5175640064375/33554432 445541408125/8388608 4497727760625/33554432 6537835390625/33554432
-529909373125/8388608 284032560625/33554432 1373507925625/33554432 474690198125/16777216
2778888234375/16777216 5253042678125/33554432 1748748574375/33554432 -1640047701875/16777216
-3704973160625/33554432 -3275947296875/33554432 -450309440625/2097152 754506809375/16777216
2036254336875/33554432 5488621854375/33554432 -476159853125/33554432 -2457580269375/33554432
-808992834375/8388608 342089103125/8388608 1784333698125/16777216 -116973759375/16777216
5992985233125/33554432 1657257985625/8388608 123747889375/8388608 -1544543859375/33554432
-3081859639375/33554432 4079177004375/33554432 -2759760801875/33554432 -4067097698125/33554432
-6162317940625/33554432 3661453125/32768 -235870050625/16777216 1632682514375/16777216
-31130446875/1048576 1647829624375/8388608 6750773761875/33554432 1783113660625/8388608
-3726342475625/33554432 -6167324851875/33554432 417521671875/16777216 476298796875/4194304
-552164614375/4194304 2394603055625/33554432 -48783618125/16777216 -2993630894375/33554432
-3722648716875/33554432 1925365371875/16777216 -89959931875/33554432 3268539745625/33554432
369296681875/2097152 2202882185625/33554432 -1283494691875/33554432 270464184375/33554432
-2352831243125/16777216 60200573125/4194304 5347843895625/33554432 1049511230625/16777216
1433349864375/8388608 1295144379375/16777216 -1718404043125/8388608 1041197815625/16777216
-87133578125/1048576 -6794133561875/33554432 -5812386531875/33554432 4683273216875/33554432
-961632368125/8388608 1190094475625/8388608 -688376390625/16777216 -540193204375/4194304
-4625396428125/33554432 3864874811875/33554432 2968367386875/16777216 -3633172393125/16777216
-123573993125/16777216 -162880141875/4194304 7136134410625/33554432 100665668125/2097152
-121244990625/2097152 -1578898481875/8388608 -644026810625/33554432 5965291083125/33554432
3047828829375/33554432 -3618331908125/33554432 -1140365675625/33554432 -229344176875/1048576
-310183630625/33554432 2883519175625/16777216 662765461875/16777216 -944245245625/33554432
1018188441875/33554432 -41297513125/524288 3171397040625/33554432 -64251213125/1048576
-1100240164375/8388608 1513715369375/16777216 -860141184375/16777216 957368286875/33554432
-667691495625/33554432 3875247303125/33554432 -7148383598125/33554432 1160343408125/16777216
-359950531875/8388608 1061818869375/8388608 -10771976875/131072 -4190941995625/33554432
-5028051551875/33554432 -1306248205625/33554432 2582383643125/33554432 1207884899375/33554432
-6962110973125/33554432 1632384496875/8388608 -3551987896875/33554432 771615989375/4194304
-901323561875/8388608 -428158548125/33554432 190762570625/8388608 816854946875/8388608
1074413003125/33554432 -3286330581875/16777216 -3554171988125/16777216 -4477436101875/33554432
