2000
1254752384375/16777216 183893121875/8388608 -1242933203125/16777216 604931153125/16777216
593408946875/8388608 -2030139071875/16777216 -601582984375/16777216 803410790625/4194304
38361715625/8388608 -1158495215625/8388608 788973684375/8388608 1737330709375/16777216
2283728440625/16777216 -59378096875/524288 105259890625/1048576 2770356615625/16777216
-2537740065625/16777216 2219384053125/16777216 -151960203125/4194304 1612908121875/16777216
338037678125/8388608 254725278125/2097152 -153545184375/1048576 1363083353125/8388608
-522558915625/16777216 -2200760996875/16777216 1541658315625/16777216 194716253125/16777216
-1063550328125/16777216 462694071875/16777216 -320311496875/4194304 -1813290625/32768
-756756053125/4194304 -32938234375/8388608 360240765625/16777216 1561773290625/8388608
-826971528125/16777216 -569104290625/8388608 -411828859375/4194304 -1432924284375/8388608
-1319533690625/16777216 -3078584228125/16777216 -591675196875/8388608 1599437653125/16777216
3146502121875/16777216 2956667953125/16777216 372848159375/2097152 434172653125/16777216
1572195909375/8388608 -1380188253125/16777216 -302831059375/16777216 923015603125/8388608
-484163790625/8388608 -155960165625/2097152 40345021875/2097152 747778534375/4194304
-1719778871875/16777216 -2214814040625/16777216 -1675216928125/8388608 419137665625/16777216
-302515853125/2097152 631823621875/4194304 -956212428125/16777216 -2948003309375/16777216
482847609375/4194304 -1500414965625/16777216 -90501003125/4194304 1248209034375/16777216
-377786128125/8388608 185658153125/16777216 -504994378125/8388608 -2014612128125/16777216
-2291955884375/16777216 -370633028125/16777216 -1470402615625/8388608 -1859336628125/16777216
-2533785378125/16777216 1368096353125/16777216 -1620509553125/8388608 -2130322978125/16777216
1802326759375/16777216 74283753125/16777216 -812528378125/4194304 490733621875/8388608
128923803125/2097152 2538879190625/16777216 1216163665625/16777216 -23301209375/8388608
-1208243559375/8388608 -42080296875/8388608 2012325515625/16777216 2743971875/8388608
567612984375/16777216 79397965625/4194304 1371848909375/16777216 -719276496875/4194304
2137270915625/16777216 -2538546246875/16777216 1262631896875/16777216 3233546278125/16777216
2170043846875/16777216 673713546875/8388608 557953878125/4194304 2668644803125/16777216
529056328125/16777216 -689783715625/16777216 -747756734375/16777216 2443361309375/16777216
103424534375/1048576 -1751408590625/16777216 106040434375/16777216 -2311123959375/16777216
1701522040625/16777216 2423259375/32768 -1638280071875/16777216 -41845759375/1048576
-2795160078125/16777216 209385134375/8388608 -1441544134375/8388608 -873138859375/8388608
-183868821875/2097152 971983640625/8388608 -985389309375/16777216 -1124683146875/8388608
442563596875/4194304 -115405409375/2097152 3161920334375/16777216 -1116944846875/16777216
-552885690625/4194304 391817803125/8388608 -358297796875/8388608 -926675759375/16777216
-1350081040625/16777216 1011885803125/16777216 3151085453125/16777216 -90818346875/16777216
-416269928125/8388608 1644960184375/8388608 12010221875/65536 -1979081490625/16777216
1511326459375/16777216 -530291334375/8388608 -1226838940625/16777216 1451416984375/16777216
-1750182940625/16777216 -35783359375/1048576 50581134375/16777216 -1410504765625/8388608
449266128125/8388608 1254352171875/16777216 -2883040446875/16777216 -481614884375/8388608
-2164659509375/16777216 -1233006003125/8388608 47751790625/2097152 133437790625/4194304
-3302584709375/16777216 2057545765625/16777216 -411943446875/2097152 18410053125/262144
-2655510865625/16777216 -215760953125/2097152 5680903125/262144 3210460971875/16777216
-1459479765625/16777216 -2917748415625/16777216 123673678125/1048576 -1771501534375/16777216
430286859375/8388608 -2533657303125/16777216 -836496709375/4194304 -1378673403125/16777216
-242781621875/16777216 -695192409375/16777216 -163783696875/2097152 491794946875/4194304
-824798315625/4194304 908394584375/8388608 337258734375/16777216 153287021875/1048576
-564594146875/8388608 237172278125/16777216 -414618728125/8388608 3153780496875/16777216
2875784059375/16777216 -522083521875/16777216 1328969834375/16777216 3085147915625/16777216
2693179721875/16777216 704585103125/8388608 32745084375/16777216 1213032328125/8388608
-2885510521875/16777216 151134171875/1048576 1764824490625/16777216 32133228125/2097152
-87086615625/524288 -2164304378125/16777216 253180034375/8388608 2632301390625/16777216
1375873778125/16777216 2392431178125/16777216 2770379396875/16777216 -1466771203125/8388608
-710684278125/16777216 -1080509978125/8388608 -126198890625/1048576 -1502406034375/8388608
-125364315625/1048576 -635640165625/4194304 -2587096128125/16777216 -1225428246875/16777216
-924371403125/8388608 1026868015625/16777216 213362003125/2097152 -1495383321875/16777216
-1650521803125/8388608 189033759375/4194304 455412178125/16777216 -1014819628125/8388608
1527414884375/8388608 -399002365625/4194304 393780615625/16777216 -120034640625/8388608
-1459993103125/16777216 3264342578125/16777216 -1134292809375/16777216 -419906934375/4194304
2414453796875/16777216 1358232734375/16777216 -1440521546875/8388608 755092040625/4194304
293688853125/2097152 1792278221875/16777216 -2503439040625/16777216 -290846878125/4194304
2616439615625/16777216 -36713953125/8388608 508057221875/4194304 -1918262246875/16777216
457899184375/4194304 -774592440625/8388608 1216923184375/8388608 1379858740625/16777216
681635196875/16777216 563528215625/16777216 682885046875/8388608 2121152028125/16777216
-771634171875/8388608 -63622215625/16777216 -557306696875/8388608 -275085003125/16777216
260258271875/16777216 -41417246875/1048576 -690225603125/4194304 209422121875/2097152
1685611196875/16777216 719529903125/16777216 1391305878125/16777216 -3316456559375/16777216
-1904394115625/16777216 13858421875/524288 1702119871875/16777216 -1590755178125/16777216
-107905453125/2097152 -3125405640625/16777216 915650896875/16777216 1383638640625/16777216
3231294815625/16777216 114543815625/16777216 1018677896875/8388608 312546265625/2097152
-1186964278125/16777216 -1530448703125/16777216 -2844617090625/16777216 478085490625/4194304
2899107884375/16777216 578170828125/8388608 -1035056309375/16777216 -65154259375/16777216
1833050321875/16777216 -597579828125/4194304 -2041661753125/16777216 3799715625/32768
-431963228125/16777216 1997414796875/16777216 -2130982490625/16777216 57651853125/524288
732441590625/8388608 24036946875/131072 -194038809375/8388608 -431841546875/4194304
815778590625/4194304 345432609375/8388608 -2667352140625/16777216 50096996875/4194304
239242571875/2097152 -71394440625/524288 269291809375/16777216 2755489584375/16777216
-330060190625/8388608 1344692959375/8388608 2752949990625/16777216 2883380546875/16777216
567696740625/16777216 2499324515625/16777216 -3350912403125/16777216 -101744265625/8388608
-566111790625/8388608 -2792542409375/16777216 -2335302928125/16777216 1814481634375/16777216
1400197196875/16777216 -486054096875/4194304 -791612365625/8388608 1192780434375/16777216
2767418609375/16777216 100195740625/2097152 96790690625/16777216 554899078125/8388608
-299182284375/4194304 -1201388178125/8388608 -3079691078125/16777216 2607319515625/16777216
-574790609375/16777216 124189503125/1048576 27753928125/262144 2697170353125/16777216
-19141471875/262144 -2989381021875/16777216 249588328125/2097152 890875203125/8388608
-361072509375/8388608 -1136828321875/16777216 -157965553125/16777216 -664450746875/16777216
-2634914359375/16777216 240174240625/2097152 -185909984375/2097152 752905540625/8388608
-317318909375/16777216 -110618484375/16777216 -2102066928125/16777216 -2880951546875/16777216
-2422620553125/16777216 831718584375/8388608 -1588990353125/16777216 -636583328125/8388608
-274951553125/16777216 3239458428125/16777216 342928528125/4194304 166835734375/8388608
2802733684375/16777216 881848121875/16777216 2728361509375/16777216 378847159375/16777216
-51025796875/8388608 122703246875/1048576 1134817171875/8388608 -164136653125/4194304
97578709375/524288 1262309396875/8388608 1350673878125/8388608 -3169260053125/16777216
-1007298340625/16777216 -2673479915625/16777216 1338028115625/8388608 780882446875/8388608
530662159375/8388608 -296266571875/2097152 -160535478125/1048576 316637403125/8388608
112815509375/8388608 1114781846875/8388608 -879605628125/16777216 852827365625/16777216
-434008196875/16777216 -180871103125/1048576 473628334375/16777216 2124737915625/16777216
-396790103125/8388608 -36223765625/2097152 -3335597890625/16777216 2654498734375/16777216
151508921875/1048576 1053464703125/16777216 -2266801909375/16777216 186753859375/4194304
-77216359375/1048576 -1150501571875/16777216 706674565625/8388608 -3000368771875/16777216
39540109375/262144 -974498359375/16777216 -157753715625/16777216 -322264609375/16777216
936389446875/8388608 -817181015625/16777216 1526568796875/8388608 689985059375/4194304
659289734375/16777216 -938380446875/8388608 1093335028125/8388608 261211003125/4194304
2754335484375/16777216 323089309375/16777216 1059359990625/8388608 -1499591753125/16777216
-1825215009375/16777216 -1253871309375/8388608 1794370028125/16777216 -2874866721875/16777216
-1006017340625/8388608 -241651753125/2097152 2954184215625/16777216 -3342054884375/16777216
132724828125/2097152 -2395167528125/16777216 33799128125/16777216 3211805503125/16777216
7238859375/2097152 1189854340625/8388608 141100103125/1048576 377028971875/16777216
-2616024471875/16777216 -106633815625/16777216 266863240625/2097152 1633554465625/16777216
-1081474421875/8388608 -1600542690625/8388608 2560387028125/16777216 117958728125/8388608
1653113659375/8388608 -1454369846875/8388608 -366007759375/2097152 -1522842559375/16777216
1010161640625/16777216 2041611003125/16777216 259862821875/4194304 -223500103125/4194304
-459289728125/8388608 -3074621040625/16777216 -1421206853125/16777216 1272085909375/16777216
-1187234434375/16777216 -28827146875/524288 34901590625/1048576 -2219514478125/16777216
-778723415625/8388608 -1277107434375/16777216 -1140010234375/16777216 280357771875/16777216
-762473834375/4194304 -2992621865625/16777216 49315428125/4194304 -713971359375/4194304
318088678125/2097152 -615769265625/8388608 -1782098215625/16777216 3028381634375/16777216
-901499546875/16777216 306510096875/4194304 -884228853125/16777216 1054500628125/16777216
-189820596875/8388608 -2499770971875/16777216 897123709375/16777216 1378470190625/8388608
-3134386959375/16777216 -3253687371875/16777216 434263734375/4194304 331975184375/8388608
1909893621875/16777216 -2638061303125/16777216 701896546875/4194304 854854603125/16777216
1659943290625/16777216 1862406440625/16777216 253463921875/2097152 264562359375/8388608
1513247671875/8388608 -1793053165625/16777216 -14537321875/131072 350474178125/4194304
495583240625/4194304 -1329138103125/8388608 -1419421684375/16777216 -2621594103125/16777216
-1945785821875/16777216 -1824164215625/16777216 48105571875/8388608 182243084375/16777216
-264149471875/8388608 -139485809375/4194304 468847634375/4194304 78161328125/2097152
54577678125/1048576 973302509375/8388608 2460767190625/16777216 -1009360521875/16777216
-188721928125/8388608 637915378125/16777216 1156764109375/16777216 1454869184375/8388608
-199560084375/8388608 -2723678028125/16777216 62958865625/524288 -917471709375/16777216
316172153125/16777216 -2723588446875/16777216 -162778209375/8388608 -534117646875/4194304
-524066159375/16777216 160468915625/4194304 75575246875/16777216 -969533378125/8388608
1300977090625/8388608 -471910009375/16777216 -109394034375/2097152 1194063515625/16777216
-214607578125/16777216 -356310046875/8388608 -2058166984375/16777216 161828715625/2097152
951068703125/8388608 -26482340625/16777216 1963849246875/16777216 -3127640790625/16777216
-1467612365625/16777216 1862527978125/16777216 828654753125/16777216 -3225636078125/16777216
1128296621875/8388608 2327508753125/16777216 499962965625/16777216 1785268059375/16777216
-109540921875/1048576 769027690625/4194304 -763858071875/8388608 2758560609375/16777216
641206728125/8388608 2619985096875/16777216 859709534375/16777216 2718927540625/16777216
-66896059375/524288 316007834375/16777216 1426735253125/8388608 -483690471875/16777216
-268183059375/2097152 -924952284375/16777216 -808594834375/8388608 2928503284375/16777216
203210371875/16777216 -565393234375/8388608 -1374389878125/16777216 1448739690625/8388608
-923341778125/8388608 -2761316834375/16777216 -1508806965625/16777216 153299090625/2097152
60887809375/524288 1918583028125/16777216 1099366765625/16777216 1783429040625/16777216
-1746824609375/16777216 -848094521875/16777216 -450528859375/16777216 -650923515625/16777216
858989815625/8388608 -103364271875/524288 -1498973184375/16777216 3191828515625/16777216
-1692906340625/16777216 1464262484375/8388608 -546313284375/4194304 -1648727621875/16777216
1784291315625/16777216 -1610396415625/8388608 2791071875/8388608 120230153125/16777216
422693378125/4194304 41032371875/16777216 -686937284375/16777216 -1331326246875/8388608
-245535484375/8388608 -1654922671875/16777216 -1598532571875/8388608 -1093051409375/16777216
-1358591278125/16777216 -697423715625/16777216 340931428125/8388608 -1457782609375/16777216
720611490625/4194304 -2742753059375/16777216 716387328125/16777216 -921172053125/8388608
2581362496875/16777216 1219888459375/16777216 521473790625/16777216 -340194428125/16777216
553474809375/4194304 -884307096875/16777216 -1805462896875/16777216 -125787540625/2097152
-639945053125/8388608 -2263044734375/16777216 -1007849190625/16777216 2647045815625/16777216
-186602165625/2097152 -3035803240625/16777216 764776421875/8388608 -57480815625/1048576
1045761240625/8388608 963405553125/8388608 751725234375/4194304 3251000803125/16777216
-2846964578125/16777216 266578890625/8388608 -584043140625/16777216 -464530503125/4194304
-1364434375/8388608 -728793109375/16777216 1639042721875/16777216 -1442229796875/16777216
-329848359375/2097152 1395352396875/8388608 180857128125/1048576 620487671875/16777216
-1028292540625/16777216 1168280934375/16777216 1615668478125/16777216 -3095366384375/16777216
-64739896875/1048576 -352219246875/2097152 -2164063634375/16777216 -1008783278125/8388608
1635262140625/8388608 -329096578125/16777216 -1338472340625/8388608 -1449034365625/8388608
674497490625/4194304 168904409375/8388608 198776584375/16777216 537354340625/4194304
834380728125/16777216 -3045977028125/16777216 304357490625/8388608 175055903125/4194304
-1394780609375/16777216 -1039207171875/16777216 -1768469421875/16777216 2151357703125/16777216
2055716809375/16777216 507991828125/8388608 -1001121228125/16777216 159321709375/8388608
-505921646875/8388608 -2355695796875/16777216 -50112221875/2097152 348447159375/2097152
654181746875/8388608 1219796875/262144 -2196172765625/16777216 1410428984375/8388608
-82048853125/4194304 -817232490625/16777216 1196636946875/16777216 -2206594921875/16777216
698539059375/16777216 221555871875/8388608 776358090625/16777216 356090640625/4194304
-199018828125/2097152 1703907328125/16777216 -3236499984375/16777216 -1657044571875/8388608
-1637268496875/8388608 1379174259375/16777216 -372820390625/4194304 -343528359375/8388608
348948040625/16777216 -958308084375/16777216 31542846875/16777216 -750644609375/4194304
-474940665625/8388608 624473703125/4194304 1034057534375/16777216 -1054005353125/16777216
78855265625/1048576 69346696875/2097152 -1091309403125/16777216 -2192510671875/16777216
1555944115625/8388608 2358908171875/16777216 1822559428125/16777216 -884496728125/8388608
-643812215625/4194304 1672413009375/16777216 -530667871875/8388608 -608900240625/8388608
753324246875/8388608 35380440625/4194304 2352584859375/16777216 338580003125/2097152
-1308321034375/16777216 2226431484375/16777216 -729906446875/4194304 -608542346875/8388608
1337153059375/16777216 -108459740625/4194304 454784565625/16777216 -640283509375/4194304
-3047279065625/16777216 2174153628125/16777216 592162221875/8388608 -165033640625/2097152
3313479309375/16777216 -39371121875/16777216 -103136546875/4194304 639508959375/16777216
2414061353125/16777216 -1244609028125/8388608 248759115625/16777216 -891231321875/8388608
-983101746875/16777216 829456759375/8388608 -934241484375/8388608 -315816146875/8388608
-812962646875/16777216 -2866887346875/16777216 -3172368865625/16777216 768069190625/16777216
23429971875/131072 -410389909375/8388608 -56193971875/8388608 1862183384375/16777216
-395270346875/2097152 353532728125/16777216 35844753125/1048576 233588246875/4194304
-910555534375/8388608 2698406909375/16777216 89041996875/2097152 -2860600296875/16777216
-470414534375/8388608 1042514871875/8388608 -871539165625/8388608 221146578125/2097152
766077434375/4194304 -297348584375/16777216 -265538334375/8388608 496829684375/8388608
-227308865625/2097152 333312428125/16777216 -2969256471875/16777216 -151027753125/4194304
-5390265625/131072 92894103125/8388608 1551941946875/8388608 2362000959375/16777216
1984640696875/16777216 566399340625/8388608 617081315625/8388608 -779863415625/16777216
-738281540625/16777216 1488553125/8192 -1757700928125/16777216 -1177539340625/16777216
1682705734375/16777216 1000104596875/16777216 -1628418809375/8388608 454423490625/8388608
-388792653125/8388608 291803971875/8388608 -3277356928125/16777216 -61469659375/16777216
1155421790625/16777216 -1728545128125/16777216 747920703125/16777216 -952994334375/16777216
54165646875/8388608 -205765915625/8388608 -1466929371875/16777216 -3278807878125/16777216
130833140625/4194304 -3116329946875/16777216 -1226285271875/16777216 1161849546875/16777216
1389081146875/8388608 840537821875/8388608 -833884590625/16777216 -741798746875/16777216
160020215625/8388608 -620186259375/8388608 -89783609375/4194304 -1532090328125/16777216
582885340625/16777216 -2475765509375/16777216 1990874946875/16777216 -42273871875/8388608
647664284375/8388608 -1294891421875/16777216 551490446875/4194304 -608273021875/8388608
-203081140625/1048576 -1240940771875/16777216 155389509375/1048576 1855021403125/16777216
16890678125/262144 -41759921875/524288 -576109203125/8388608 -505395478125/16777216
-438143621875/8388608 -2972246996875/16777216 -59894346875/524288 -532643190625/16777216
1334321634375/8388608 66803403125/4194304 1281219065625/8388608 1470538446875/16777216
2731921259375/16777216 1185948215625/8388608 2635075784375/16777216 693791415625/4194304
-593614565625/8388608 -667822778125/8388608 -1614892159375/8388608 -578833928125/16777216
-3241906984375/16777216 -311575246875/8388608 24679709375/8388608 1614696665625/16777216
201366253125/8388608 388593565625/8388608 -3063630434375/16777216 3321581759375/16777216
2489067771875/16777216 137203903125/8388608 1574955046875/16777216 -1239989403125/8388608
-224881653125/4194304 2913059428125/16777216 -19277696875/262144 -214374903125/2097152
696805871875/16777216 -720650471875/8388608 -851416453125/8388608 -2159089959375/16777216
387361965625/16777216 -1439562246875/8388608 1224565053125/16777216 2698188778125/16777216
485349021875/8388608 -611969503125/16777216 1005166453125/8388608 180394021875/4194304
222818565625/16777216 -583666796875/8388608 132236428125/8388608 -195169640625/2097152
468359871875/4194304 -2810298553125/16777216 2444875996875/16777216 1179783671875/8388608
-400954365625/8388608 1668425978125/8388608 -55059059375/8388608 -157759365625/16777216
-41538790625/16777216 601624021875/16777216 1555429009375/8388608 -249481459375/8388608
-1501761828125/8388608 2155685834375/16777216 89401890625/8388608 -1074096971875/8388608
115841809375/2097152 -1639169859375/8388608 1352829753125/16777216 -2409812853125/16777216
-1878679028125/16777216 -466989803125/4194304 3032767259375/16777216 1270889315625/16777216
417522215625/2097152 2774364834375/16777216 -1134005190625/16777216 -120016378125/1048576
37777971875/1048576 385046084375/16777216 -1550794284375/8388608 -2623440790625/16777216
1446192746875/8388608 1328748403125/8388608 -448556540625/4194304 954246409375/8388608
-1626691871875/16777216 503157815625/16777216 -121704378125/1048576 2737415178125/16777216
-109392296875/8388608 1540876434375/8388608 46245853125/262144 -227358190625/16777216
1215650240625/16777216 51351290625/16777216 308960959375/16777216 735215846875/16777216
769488496875/4194304 1499432890625/8388608 -708704171875/4194304 293461434375/2097152
172224190625/4194304 -3277339409375/16777216 -168630378125/1048576 28033428125/524288
1296872240625/16777216 2193183671875/16777216 -1930744246875/16777216 3275207684375/16777216
1360205471875/8388608 -671121071875/16777216 -1696574203125/16777216 -1022471875/1048576
484271609375/4194304 -1003573353125/8388608 174260003125/8388608 1481673584375/16777216
952923659375/8388608 -2511669209375/16777216 36131484375/262144 971220184375/8388608
-1837086078125/16777216 -399945065625/16777216 973231284375/16777216 636594290625/8388608
1288486828125/8388608 325113228125/16777216 2036864484375/16777216 -3291584334375/16777216
766733371875/16777216 -1958109828125/16777216 -1890248865625/16777216 -1026933759375/8388608
1276837796875/16777216 635610403125/8388608 -33766609375/2097152 1571701215625/8388608
-177875490625/16777216 -671695953125/4194304 -1242057259375/8388608 946560115625/8388608
2996728178125/16777216 259474353125/16777216 3066166353125/16777216 -761418996875/4194304
-3311367696875/16777216 1051305796875/16777216 1721438946875/16777216 2940105378125/16777216
1647020671875/16777216 1286725321875/16777216 223863009375/4194304 444427784375/4194304
-791098546875/16777216 -235991884375/2097152 1596293184375/16777216 -2821386653125/16777216
-80193578125/2097152 -860674228125/16777216 998728203125/8388608 -147625965625/8388608
-1152987784375/16777216 50065196875/524288 -735717446875/4194304 110501478125/2097152
-1822042871875/16777216 -92885728125/4194304 -896139853125/16777216 1956720071875/16777216
-1758598665625/16777216 715047334375/8388608 1188101690625/16777216 -738758134375/8388608
-2589792996875/16777216 181717503125/8388608 -425224728125/4194304 973548340625/16777216
83088184375/8388608 -1877077278125/16777216 -314352021875/8388608 1984025696875/16777216
-125429021875/2097152 -2555899546875/16777216 361909903125/2097152 -22715503125/2097152
193099821875/1048576 -757684078125/8388608 975910853125/8388608 11417109375/16777216
873683615625/8388608 -509605453125/4194304 -683626978125/8388608 -53937165625/16777216
785477334375/8388608 -1211379590625/16777216 -234237246875/4194304 -753834546875/16777216
-143993371875/2097152 -381717559375/2097152 -599873921875/4194304 -152721890625/4194304
-2837275259375/16777216 1879234246875/16777216 -602335171875/4194304 780566309375/8388608
-396723234375/8388608 1397162990625/8388608 1197309371875/8388608 66491559375/524288
-9369815625/4194304 787742334375/16777216 190689440625/16777216 -1033082121875/16777216
150864909375/4194304 186413109375/2097152 -330775978125/8388608 -430686571875/4194304
-577758615625/4194304 -1332315303125/16777216 -344425390625/16777216 648427853125/4194304
-386011096875/16777216 705193059375/8388608 105755646875/1048576 1480608765625/16777216
923579359375/16777216 -1556578328125/16777216 556938278125/8388608 -541048571875/4194304
1627534375/16384 -1867644328125/16777216 1192754628125/16777216 1784008584375/16777216
1292961678125/16777216 124823128125/8388608 -731328459375/4194304 404128759375/8388608
463969428125/16777216 -160186178125/4194304 767243184375/16777216 -263381378125/2097152
-1463952678125/8388608 46978659375/524288 2851896803125/16777216 -668533403125/4194304
-374070384375/16777216 1540372584375/8388608 416831859375/16777216 510077565625/8388608
-274233071875/2097152 -1596287665625/8388608 -1452861109375/16777216 828327028125/16777216
-1603819246875/16777216 -264833890625/4194304 -480071228125/4194304 1067491084375/16777216
-986115484375/16777216 -819520865625/4194304 -56248859375/8388608 339732328125/2097152
2762712609375/16777216 -2090053603125/16777216 1366934984375/8388608 -3332737196875/16777216
-197318140625/1048576 -2765321240625/16777216 2236017021875/16777216 -36668834375/8388608
985076571875/8388608 -3340402528125/16777216 -1747100240625/16777216 -2800852528125/16777216
-61071503125/2097152 -1687870765625/16777216 -975827453125/8388608 -1691595865625/16777216
155546134375/16777216 -25215271875/1048576 -16209896875/524288 1448158671875/8388608
-113965490625/4194304 -1054923378125/8388608 471687309375/4194304 -1750894134375/16777216
66137434375/16777216 1099396446875/8388608 500772396875/4194304 -1311652784375/16777216
-1476545065625/8388608 53407484375/2097152 333917490625/2097152 -592189203125/16777216
1530227046875/8388608 3280195328125/16777216 -202339621875/1048576 -1564019284375/8388608
-3119205065625/16777216 -97891065625/524288 390947453125/8388608 487840734375/4194304
-2840811659375/16777216 -1461504959375/8388608 -3152884721875/16777216 -2643818115625/16777216
4110371875/32768 1071206721875/8388608 582932084375/16777216 -646925065625/4194304
-550297278125/8388608 1842911409375/16777216 1951031615625/16777216 3121518190625/16777216
2457156328125/16777216 246745690625/4194304 -517583946875/8388608 159423903125/1048576
-557670490625/16777216 -690082265625/16777216 -1142299265625/16777216 61233846875/4194304
912364496875/8388608 45450128125/4194304 -1337704115625/8388608 840636146875/8388608
-2657356621875/16777216 -246636459375/8388608 -4124815625/131072 910096015625/16777216
-1423111515625/16777216 -2288546746875/16777216 1932074728125/16777216 2560431490625/16777216
-1625850109375/16777216 -94450959375/524288 1076605390625/8388608 -414692359375/2097152
-328577690625/2097152 -375545640625/2097152 170646659375/1048576 3145977646875/16777216
53963921875/524288 1356570965625/16777216 -407547946875/16777216 -2847320559375/16777216
-791767653125/8388608 2925400559375/16777216 -655027015625/16777216 -1184642571875/16777216
2710225871875/16777216 -1435617815625/16777216 -3136285884375/16777216 1331462015625/8388608
680457803125/4194304 280821796875/8388608 -1283121934375/8388608 607276359375/16777216
-24714284375/524288 -1179985634375/8388608 138815728125/16777216 2860094934375/16777216
273861384375/2097152 -2507329646875/16777216 305945371875/16777216 -320516853125/8388608
-689707040625/8388608 -468419209375/8388608 -44289778125/524288 70475871875/4194304
526753171875/16777216 -374092078125/8388608 1742149315625/16777216 -1854281790625/16777216
-444990909375/8388608 864544496875/16777216 568582809375/8388608 -1496133015625/8388608
363033503125/16777216 -1793407684375/16777216 808735665625/16777216 -130671609375/1048576
3227223371875/16777216 -374193971875/8388608 -1934136803125/16777216 -130649421875/8388608
570233921875/16777216 93922853125/8388608 1186701621875/16777216 -415448628125/4194304
-245753196875/2097152 -3339359171875/16777216 835181821875/4194304 -268089728125/2097152
1151576446875/8388608 59267153125/1048576 1686556553125/16777216 -2583019078125/16777216
1405256596875/16777216 2230608915625/16777216 -2822783965625/16777216 -1575463971875/8388608
318855546875/4194304 -286783003125/16777216 -610984859375/16777216 2691724190625/16777216
-966846453125/8388608 -2417675503125/16777216 676939315625/4194304 294865721875/2097152
483933603125/8388608 -2034061015625/16777216 795767378125/4194304 1506465471875/16777216
-2319390778125/16777216 1684157409375/16777216 434555253125/8388608 -223788515625/8388608
711412253125/8388608 1610914834375/16777216 325553415625/16777216 63627121875/16777216
325806634375/8388608 -2606042740625/16777216 147183840625/1048576 1060628465625/8388608
3283022584375/16777216 150384990625/1048576 -2791607896875/16777216 939758246875/8388608
-444347909375/8388608 -2281559546875/16777216 -358071040625/8388608 -2908839503125/16777216
-747563665625/8388608 -396935959375/16777216 -2697023015625/16777216 1459149646875/16777216
-1204509290625/8388608 -900940596875/8388608 984698609375/8388608 -2717487646875/16777216
2604133653125/16777216 -1071419521875/8388608 1006221165625/8388608 -208992859375/1048576
-395410871875/2097152 -1847258603125/16777216 280950496875/2097152 895042821875/8388608
-61951671875/8388608 579040696875/16777216 1933770721875/16777216 1204928559375/16777216
1736462515625/16777216 -570425528125/4194304 781739071875/16777216 3212344403125/16777216
2499323340625/16777216 1024839228125/8388608 -533100778125/16777216 -1316465015625/8388608
376629378125/2097152 -190527940625/1048576 146192796875/4194304 -157727553125/16777216
-1026483265625/16777216 -25260846875/524288 927753134375/8388608 -573860771875/16777216
-1653885503125/16777216 756843515625/4194304 2888287203125/16777216 -2901773703125/16777216
-35869621875/2097152 -1418623415625/16777216 -2001254759375/16777216 210488628125/16777216
2250515584375/16777216 3141711503125/16777216 3245642134375/16777216 110260565625/8388608
-143283328125/4194304 526650703125/16777216 -1830290153125/16777216 1147365428125/16777216
121299215625/8388608 -1010092203125/8388608 -2058129140625/16777216 87796178125/16777216
2782076246875/16777216 -186306321875/4194304 1424147678125/8388608 1637135246875/16777216
-310804803125/8388608 -2636778371875/16777216 -3348939653125/16777216 2227421715625/16777216
487924184375/16777216 503657246875/16777216 168607378125/8388608 3190628271875/16777216
-2783493528125/16777216 2085800753125/16777216 589360165625/16777216 -1595718353125/8388608
601915484375/4194304 -731564853125/16777216 -1323035234375/8388608 -1381120165625/16777216
1433617265625/8388608 191527296875/4194304 1505739259375/16777216 2893793746875/16777216
-309419965625/2097152 -1927370921875/16777216 -2224360728125/16777216 3738709375/262144
1366852690625/16777216 2313360915625/16777216 -612852046875/16777216 -472421740625/4194304
-727508303125/4194304 -2819427440625/16777216 950103859375/16777216 -511528934375/4194304
-776503509375/16777216 7783346875/262144 934472746875/16777216 345373259375/2097152
-1508063984375/8388608 -118992696875/1048576 -562218296875/4194304 -1245987353125/8388608
-3030409896875/16777216 1908471034375/16777216 -3127892734375/16777216 340858128125/4194304
150528184375/8388608 716143371875/16777216 2996050740625/16777216 1198396290625/8388608
-1174903653125/16777216 1951266728125/16777216 53200878125/8388608 423025390625/4194304
803808184375/4194304 -1659077578125/16777216 433026559375/8388608 1472256659375/16777216
-300606553125/4194304 -1529207046875/8388608 2963777271875/16777216 -2424316253125/16777216
3119388165625/16777216 981670353125/16777216 -194083921875/16777216 -2601858328125/16777216
3188068071875/16777216 49200815625/2097152 -11022765625/4194304 -1408817353125/16777216
-17408465625/131072 -361886859375/2097152 566478878125/16777216 -745005378125/4194304
-1723797021875/16777216 1262224303125/8388608 495435409375/4194304 768358209375/16777216
-400564178125/2097152 2841382390625/16777216 -505270471875/16777216 700121271875/8388608
-1953300434375/16777216 -163379190625/2097152 -189019634375/2097152 921551303125/8388608
-1451544203125/16777216 2091781246875/16777216 703903809375/16777216 74883653125/2097152
-945261940625/16777216 1015960759375/16777216 -191590346875/8388608 -418496640625/4194304
1508765909375/8388608 -270526440625/4194304 -2036660203125/16777216 84680521875/1048576
-263901571875/8388608 -2203797759375/16777216 -984827471875/8388608 1835700909375/16777216
-336319528125/16777216 226799071875/16777216 -1763958665625/16777216 -24945846875/4194304
-2512753065625/16777216 -2085740665625/16777216 1194739078125/8388608 -2116189890625/16777216
