1000
1300765553125/16777216 762230053125/8388608 -2497860696875/33554432 -571617940625/8388608
-1044017890625/16777216 1596560021875/16777216 -207250984375/8388608 345756659375/4194304
-816012415625/8388608 540118971875/33554432 2929197578125/33554432 674521446875/33554432
-365078565625/4194304 -1050408459375/33554432 395512659375/8388608 1495206971875/16777216
-1042823609375/16777216 -3283344134375/33554432 1252538384375/33554432 44125628125/1048576
2317073821875/33554432 536760271875/16777216 -83132671875/1048576 -378753634375/4194304
-563526665625/8388608 -165038665625/8388608 384971678125/16777216 -2260930409375/33554432
695314434375/16777216 -416814628125/4194304 29242415625/2097152 -23194403125/524288
-712750215625/16777216 -1103484040625/33554432 -221741296875/4194304 -62924934375/4194304
815370640625/16777216 -743800178125/33554432 -1133633196875/33554432 682540690625/16777216
-2133690603125/33554432 303794121875/33554432 -241125503125/8388608 -512251221875/33554432
-1127239715625/33554432 3280292728125/33554432 -1474990234375/33554432 815578009375/16777216
3069659528125/33554432 1250448359375/16777216 -282709490625/4194304 -3299662390625/33554432
287488965625/8388608 794667284375/33554432 -1244914028125/16777216 -74805928125/33554432
-1868284715625/33554432 -1998983115625/33554432 1861949946875/33554432 -712999840625/8388608
-1310309678125/16777216 366039703125/33554432 439603834375/33554432 -399397115625/33554432
-1821560915625/33554432 -704606059375/33554432 198287634375/33554432 -11899503125/131072
2473117740625/33554432 3049076715625/33554432 770152721875/16777216 524364828125/8388608
652617459375/8388608 3066552190625/33554432 -907932709375/33554432 -3288962240625/33554432
2083564378125/33554432 -640947996875/16777216 -181065103125/33554432 1040124721875/16777216
-167908578125/16777216 591306609375/8388608 -122470565625/4194304 1843861759375/33554432
1605285578125/33554432 19642471875/524288 -3275822065625/33554432 -381427090625/4194304
-238084834375/4194304 3039364871875/33554432 -396734540625/33554432 -112982028125/33554432
-812953378125/8388608 1638335853125/16777216 4700203125/33554432 295171009375/8388608
1478005565625/16777216 -615686178125/16777216 234148703125/16777216 693116509375/33554432
-484940878125/8388608 1446718690625/33554432 -1381221590625/16777216 -3350741290625/33554432
-386568528125/4194304 213790528125/33554432 -18514209375/262144 1447871090625/16777216
-542036596875/16777216 -34514646875/8388608 -1174936446875/16777216 -2436283003125/33554432
19972465625/4194304 -520534778125/33554432 1791987321875/33554432 -140137265625/33554432
185909375/32768 -1610899190625/16777216 131012953125/8388608 1086804184375/33554432
801629553125/16777216 561969915625/8388608 1155057078125/16777216 1879924509375/33554432
-12008859375/2097152 152352971875/8388608 -1140594934375/33554432 182401815625/2097152
-253095478125/4194304 213062359375/16777216 797643140625/33554432 2250343390625/33554432
-17422603125/16777216 738539559375/16777216 -707921403125/16777216 1951908690625/33554432
1072178121875/16777216 -3054415353125/33554432 825720234375/8388608 -649924696875/8388608
482233928125/16777216 78435840625/4194304 1480528953125/16777216 -1990126521875/33554432
322007778125/8388608 -1508490971875/16777216 -357205546875/4194304 7461546875/1048576
237650328125/4194304 2181728915625/33554432 -2195404496875/33554432 -1955632853125/33554432
-689021584375/33554432 185708696875/2097152 500581703125/33554432 707492703125/33554432
136508196875/33554432 2288579221875/33554432 -9531590625/33554432 111175103125/4194304
-1894686646875/33554432 -3993784375/8388608 -38596859375/1048576 -364999446875/4194304
1413371728125/16777216 289716759375/8388608 -1442393228125/33554432 -61249921875/33554432
1080259721875/16777216 -139911753125/4194304 1804225603125/33554432 -161942071875/33554432
301405603125/16777216 -628584065625/33554432 282911140625/33554432 -407439484375/33554432
2304712759375/33554432 181108415625/2097152 -985021346875/33554432 -3099631871875/33554432
2518942140625/33554432 -279805709375/8388608 994480003125/16777216 2789670615625/33554432
268192328125/4194304 1684817340625/33554432 1594179971875/16777216 -247913865625/4194304
1356964353125/33554432 -837622184375/16777216 26795209375/33554432 -279885378125/33554432
3320390128125/33554432 885471403125/33554432 -577649096875/8388608 109070634375/2097152
1975201140625/33554432 72475909375/16777216 265093490625/16777216 -350378596875/4194304
-993251709375/16777216 2031778028125/33554432 476433546875/8388608 -1243591778125/33554432
414861259375/33554432 321255715625/33554432 -615114321875/33554432 -65245015625/33554432
-1063800178125/16777216 158183359375/8388608 1146576328125/33554432 1387522859375/16777216
-856811221875/33554432 -289740496875/16777216 -1675855296875/33554432 -3145724209375/33554432
2078395328125/33554432 676067315625/33554432 -2228366696875/33554432 -886489278125/33554432
470052521875/16777216 -1549566171875/16777216 3195893303125/33554432 -155846621875/2097152
451907121875/33554432 617567115625/8388608 -2664836753125/33554432 -1206955396875/33554432
-330003271875/33554432 984581128125/16777216 113768171875/33554432 -742857290625/16777216
-1029559896875/33554432 -1276086503125/16777216 -59502728125/2097152 -652476678125/33554432
-2606150696875/33554432 -1778872909375/33554432 -1305729746875/16777216 3059181446875/33554432
1298216421875/16777216 2817739915625/33554432 673038815625/16777216 3048966309375/33554432
1148067328125/16777216 1733733340625/33554432 2977526234375/33554432 -740141796875/16777216
31131959375/524288 -3150109403125/33554432 1552946784375/33554432 -2276284565625/33554432
-3321829759375/33554432 752248121875/33554432 -89058984375/1048576 812556709375/33554432
-335657428125/4194304 1669583715625/33554432 -239675971875/4194304 1141088803125/16777216
2742790059375/33554432 -419990396875/16777216 591656509375/33554432 1988113109375/33554432
-1491050834375/33554432 1650089078125/33554432 2024503228125/33554432 -430333284375/33554432
884379015625/16777216 -88026590625/1048576 1050964628125/33554432 -2047089059375/33554432
-1868068034375/33554432 1944056240625/33554432 -924691228125/33554432 24397209375/262144
-614228671875/8388608 505242790625/8388608 -802744546875/8388608 1060609890625/16777216
-576432778125/33554432 -2474364678125/33554432 -1323986053125/33554432 739339821875/33554432
2043268909375/33554432 895404503125/16777216 3083026865625/33554432 787507096875/16777216
534591990625/8388608 1974688778125/33554432 -1291110784375/33554432 1699759515625/33554432
816073534375/16777216 -1441727859375/16777216 511826015625/8388608 -851902271875/33554432
1295006246875/33554432 1342866690625/33554432 581309409375/33554432 394614765625/8388608
-306630546875/16777216 1392840040625/16777216 171270634375/2097152 -87788490625/16777216
2467203578125/33554432 394581246875/4194304 25050553125/8388608 1867498471875/33554432
-1032300728125/33554432 162824328125/16777216 -867999753125/16777216 -433436846875/8388608
-107691128125/16777216 -507130596875/8388608 -467019540625/16777216 -1823573771875/33554432
-259621415625/8388608 -977062046875/16777216 231267028125/4194304 1220756459375/16777216
655464434375/16777216 1867385159375/33554432 934968909375/33554432 -2344078478125/33554432
132909471875/16777216 30608215625/1048576 2538170109375/33554432 -40331203125/1048576
1417501815625/33554432 -327361696875/16777216 -450065721875/16777216 -1841105678125/33554432
1667745146875/16777216 184519128125/8388608 2109716578125/33554432 -575178059375/8388608
1478896040625/16777216 -1602342965625/16777216 103626415625/16777216 -2272345096875/33554432
-604562034375/33554432 -1655196546875/33554432 257451290625/33554432 2326458015625/33554432
1707303909375/33554432 1024693471875/16777216 -1088229609375/16777216 698968028125/16777216
-419700646875/16777216 -295749484375/33554432 -2823898753125/33554432 1266168534375/33554432
-663863790625/33554432 -274444640625/8388608 -936361084375/16777216 -1887884828125/33554432
152854778125/2097152 -2016515034375/33554432 -707868390625/16777216 -1443717928125/33554432
117497540625/8388608 307742134375/8388608 -2693272634375/33554432 241639865625/33554432
-392258496875/8388608 660771953125/16777216 -54081640625/16777216 2159472603125/33554432
168029415625/4194304 1419684209375/16777216 -2543393053125/33554432 1151834296875/33554432
1200976484375/33554432 -439049353125/16777216 -114131146875/33554432 879937321875/33554432
-1315947740625/16777216 -97326865625/1048576 -179536009375/8388608 -136005615625/4194304
1042920203125/16777216 -959433321875/33554432 1907833734375/33554432 -197959678125/2097152
-498350909375/33554432 290580415625/16777216 2180633328125/33554432 912913490625/33554432
-3098121309375/33554432 531239140625/33554432 15050546875/33554432 3295239528125/33554432
-1551465953125/33554432 -1629568153125/16777216 1338366196875/16777216 1023159790625/33554432
-1605186465625/16777216 -2251174728125/33554432 -1877342240625/33554432 -2685098871875/33554432
-2134641328125/33554432 865583528125/16777216 -1409583159375/16777216 -775411909375/16777216
-1210718034375/16777216 -73767840625/16777216 291121896875/4194304 425124378125/8388608
1710613653125/33554432 716154290625/8388608 3058427028125/33554432 451296171875/16777216
-1276185503125/16777216 -277573959375/16777216 345134934375/8388608 -622870253125/33554432
-801022365625/33554432 -36009209375/8388608 2687276159375/33554432 2795068903125/33554432
-2779333353125/33554432 -1996188903125/33554432 -348440059375/33554432 1595490625/524288
1570444546875/33554432 1607620565625/33554432 -142856696875/4194304 163791840625/2097152
-3240228996875/33554432 -322159903125/4194304 -164974015625/16777216 1586387115625/33554432
411300428125/4194304 -420994078125/8388608 135429946875/4194304 -195779765625/2097152
131352334375/2097152 2627045715625/33554432 -1606620328125/33554432 1443668115625/16777216
-107259065625/33554432 -603836365625/16777216 -760754428125/8388608 -557204865625/33554432
2115109340625/33554432 2080671490625/33554432 -354497371875/33554432 2993581003125/33554432
-836728159375/33554432 -103537246875/4194304 262728690625/33554432 533271146875/33554432
-2827216884375/33554432 -3287826196875/33554432 -3063057984375/33554432 1815384496875/33554432
-749642315625/33554432 445447078125/33554432 760202040625/16777216 -1562242615625/16777216
109291778125/2097152 -3035930984375/33554432 -45322671875/524288 1831041346875/33554432
-442425778125/8388608 -3037981915625/33554432 -1370761609375/16777216 651806965625/33554432
129774759375/4194304 -811188409375/33554432 -311889509375/33554432 1423646203125/16777216
-297152659375/8388608 -1232898409375/16777216 -222343828125/33554432 3251927853125/33554432
327615040625/8388608 -677937146875/33554432 2322473396875/33554432 3186686103125/33554432
3238997621875/33554432 1398578978125/16777216 -41554665625/1048576 299184096875/8388608
1220003859375/33554432 -280726709375/16777216 688511465625/8388608 -2272999684375/33554432
-726464828125/8388608 1964958371875/33554432 1585295409375/33554432 -72378978125/2097152
41572578125/2097152 -584505853125/16777216 -804086159375/8388608 3006938421875/33554432
-1344134403125/16777216 877641646875/33554432 -386737590625/8388608 2866952884375/33554432
1300081678125/33554432 3262824453125/33554432 2283056984375/33554432 404895234375/16777216
-974058046875/33554432 1169915259375/33554432 -994829159375/33554432 -1437341059375/33554432
-1039810621875/33554432 -1428455459375/33554432 -386472321875/16777216 -546102015625/16777216
75171953125/2097152 -55529296875/8388608 -2445880046875/33554432 47096421875/2097152
-3007976853125/33554432 -830892053125/8388608 575377934375/33554432 -31904240625/4194304
-3115983365625/33554432 381857240625/8388608 798167878125/33554432 134051803125/8388608
-1878917771875/33554432 -414709365625/4194304 -707213515625/8388608 -559375809375/16777216
826347078125/16777216 -630902915625/16777216 -3320221109375/33554432 1208130384375/16777216
-606940884375/33554432 -2306312534375/33554432 -942044684375/16777216 -318522859375/8388608
3281517196875/33554432 1628085709375/16777216 -498457915625/16777216 699527353125/8388608
-2780630559375/33554432 -981932565625/33554432 2884904028125/33554432 485681034375/16777216
1819967390625/33554432 362085721875/33554432 944372803125/16777216 -172893771875/4194304
-566727553125/16777216 -266125334375/8388608 -595023053125/33554432 -919247890625/33554432
-258002259375/16777216 -118347878125/33554432 782856690625/8388608 3330579303125/33554432
-1817911490625/33554432 -296655134375/33554432 4066265625/8388608 2667669928125/33554432
-562686740625/16777216 -1550127384375/33554432 -533312534375/8388608 -151521946875/4194304
-1498227746875/33554432 -788149678125/33554432 -1261583446875/16777216 134603946875/4194304
-438073915625/33554432 -1577747084375/33554432 -179518765625/8388608 -2394628125/33554432
761067171875/8388608 2897228584375/33554432 605863959375/8388608 498607109375/8388608
1266375165625/33554432 -146003234375/8388608 1657624803125/16777216 947389396875/33554432
2155632215625/33554432 1104773621875/33554432 711532790625/8388608 -200416271875/8388608
652280959375/16777216 242691403125/4194304 -63572828125/2097152 -4906496875/262144
1683217278125/33554432 -600853659375/16777216 3030670821875/33554432 -2507749959375/33554432
211695590625/16777216 149528784375/4194304 -3133672940625/33554432 -292939153125/16777216
-2383628965625/33554432 -454012440625/16777216 1251864190625/16777216 -88027521875/16777216
-1223938034375/33554432 -1221698696875/33554432 2470578440625/33554432 -180521140625/16777216
-336970109375/33554432 -924051559375/16777216 -5176659375/65536 2606519703125/33554432
-2314495421875/33554432 -259137490625/8388608 407103271875/33554432 -1645678321875/16777216
73624165625/33554432 -542041946875/16777216 3094426090625/33554432 2116893734375/33554432
587024603125/8388608 1500492740625/33554432 -835694115625/8388608 -538667346875/33554432
-1604778040625/16777216 -2205268090625/33554432 -1581591053125/33554432 1661874996875/16777216
484848415625/8388608 1468783171875/16777216 -803481615625/16777216 427159996875/16777216
536295409375/33554432 -2298199384375/33554432 897309228125/33554432 1292735721875/33554432
-1288561615625/33554432 242404603125/33554432 507376859375/33554432 -142937365625/4194304
672863590625/16777216 -208935659375/4194304 962505215625/16777216 -2229102103125/33554432
-2615139034375/33554432 2452206634375/33554432 108806346875/16777216 506068821875/33554432
400915459375/4194304 2265773659375/33554432 1106019690625/16777216 -1043521190625/16777216
144987815625/2097152 -1063132403125/16777216 -47662903125/524288 711274296875/33554432
1539045759375/33554432 1737741578125/33554432 70968234375/1048576 179476178125/33554432
2384604134375/33554432 446038946875/16777216 -3175799165625/33554432 -2572286178125/33554432
44567440625/16777216 -3019992690625/33554432 2180694103125/33554432 -1794395309375/33554432
-1207985871875/33554432 -1410893321875/33554432 3212174478125/33554432 -780593821875/8388608
-1145616184375/33554432 -3005906703125/33554432 -2233913571875/33554432 -3138063128125/33554432
-367771478125/16777216 972213990625/33554432 -1710535871875/33554432 2211087253125/33554432
1825199103125/33554432 17217528125/524288 947055859375/16777216 -718816496875/8388608
-174365478125/4194304 1369690128125/33554432 496256203125/8388608 -605449059375/8388608
-827625390625/33554432 -1291429984375/16777216 -2297163615625/33554432 1129188659375/16777216
2872759465625/33554432 -1285001771875/33554432 2581516871875/33554432 151645571875/8388608
53858453125/33554432 88303953125/1048576 3024571234375/33554432 -2788224509375/33554432
-378838834375/8388608 20938184375/524288 -600161771875/16777216 510077053125/33554432
50281909375/1048576 601863021875/33554432 -1807909034375/33554432 -2853129671875/33554432
-193342790625/2097152 -2933462028125/33554432 439004696875/16777216 -1779807215625/33554432
-897261109375/16777216 3192071884375/33554432 1176486509375/33554432 -260365015625/33554432
1998338640625/33554432 137361684375/4194304 437518615625/16777216 -499599403125/33554432
-894808940625/16777216 31171459375/524288 596918828125/33554432 -1661715153125/16777216
-794697765625/16777216 -765521565625/16777216 108932046875/33554432 305782109375/16777216
289858940625/8388608 502413365625/33554432 -223702065625/33554432 410722296875/8388608
171301596875/8388608 740817209375/33554432 2534059640625/33554432 2857835803125/33554432
1120752953125/33554432 -995949578125/16777216 1644899390625/33554432 -3231497771875/33554432
1671032278125/33554432 1294571940625/33554432 1642676828125/16777216 210098665625/4194304
-91088678125/2097152 2251842971875/33554432 -2833760815625/33554432 2416359446875/33554432
-766843546875/33554432 -2357364665625/33554432 -378750515625/33554432 -1436732803125/16777216
-7985590625/1048576 -316072771875/16777216 2678665265625/33554432 -1455880846875/33554432
-766973259375/33554432 443404303125/33554432 1265408878125/33554432 3123419690625/33554432
1458446240625/33554432 -367448696875/4194304 41076884375/4194304 -686579503125/33554432
89698009375/4194304 -2111923903125/33554432 -1357288528125/16777216 -623557134375/33554432
1723234828125/33554432 321652771875/8388608 1041223259375/16777216 2817078009375/33554432
-1307039459375/33554432 -967865284375/33554432 2081629634375/33554432 -1215008315625/33554432
-2786274490625/33554432 2541310503125/33554432 -1771199109375/33554432 2921217765625/33554432
-935256696875/16777216 803385265625/16777216 -334375278125/4194304 -1239345953125/16777216
970072646875/16777216 -1461498453125/16777216 -805687584375/8388608 -1417996034375/16777216
-358200646875/16777216 2769853571875/33554432 -2457496971875/33554432 -2654838065625/33554432
1216097321875/16777216 -1670566596875/33554432 3817109375/131072 -376255003125/16777216
-66784846875/16777216 1322407084375/16777216 805091353125/33554432 -1135365171875/16777216
589231878125/33554432 -1585886834375/16777216 1231208859375/16777216 -588991290625/16777216
-1597341403125/16777216 -672902653125/33554432 -665786621875/33554432 204799353125/16777216
225323559375/33554432 526058140625/8388608 -259950828125/4194304 -2397275603125/33554432
-343264265625/33554432 -524686703125/8388608 -153448184375/8388608 1336710259375/16777216
399107346875/16777216 2507697196875/33554432 -75206478125/4194304 2179142284375/33554432
-1358123765625/16777216 564049059375/8388608 -1330668253125/16777216 -2994605134375/33554432
-22824121875/524288 2819897909375/33554432 -147833903125/16777216 -188005909375/8388608
-244251484375/4194304 1759214203125/33554432 -546690221875/8388608 1398375615625/16777216
1529426740625/16777216 -334078259375/16777216 1135238409375/16777216 -2590622284375/33554432
-745940878125/8388608 263540271875/8388608 -3306439921875/33554432 1070722378125/16777216
-310294628125/16777216 441032153125/33554432 99036271875/1048576 2895101690625/33554432
-845502421875/16777216 -433036709375/33554432 383517259375/4194304 810360084375/33554432
1786174503125/33554432 -564176496875/33554432 3021029071875/33554432 -322362578125/8388608
-170031078125/16777216 -1048752071875/33554432 -9368790625/131072 38071728125/524288
-161419040625/33554432 -718804296875/33554432 -347740625/524288 -184657728125/4194304
1983088884375/33554432 339094721875/16777216 -3354249484375/33554432 768068996875/16777216
-11246928125/524288 1615660628125/33554432 92000196875/16777216 557200896875/33554432
-1541350640625/16777216 -1462941121875/16777216 1812767053125/33554432 -1100747128125/33554432
288310596875/16777216 3332386653125/33554432 -1931648690625/33554432 -2441925890625/33554432
-744956846875/16777216 1067060471875/33554432 1127497240625/16777216 -1354888678125/33554432
-406161740625/4194304 -243829740625/4194304 378885703125/16777216 -2467691940625/33554432
-415393096875/8388608 -175015828125/16777216 -1089714396875/16777216 220838284375/16777216
-238853340625/16777216 -1674887440625/33554432 1187403703125/33554432 -2449245059375/33554432
-297702940625/4194304 267884140625/33554432 -3028219290625/33554432 635329828125/33554432
2003933915625/33554432 -3004582078125/33554432 625238459375/33554432 2291010515625/33554432
816110165625/8388608 -949466146875/16777216 -1423731259375/33554432 1697282259375/33554432
-347795840625/4194304 -3269263503125/33554432 721857746875/33554432 1369810828125/16777216
-59781796875/33554432 3177572153125/33554432 7188915625/1048576 -226983253125/8388608
-30810946875/33554432 505809171875/33554432 -1642342671875/33554432 -1627484503125/16777216
-693657421875/16777216 -139518009375/33554432 -1442234321875/33554432 760922659375/8388608
974813996875/33554432 2732781334375/33554432 -610171190625/16777216 491018028125/8388608
545854990625/16777216 84861071875/16777216 -1091557915625/33554432 29014784375/524288
1461497971875/33554432 2293540046875/33554432 -197907809375/8388608 91286865625/1048576
-1045038778125/33554432 -2167870196875/33554432 1525554890625/33554432 -1631783371875/33554432
870147165625/16777216 44189321875/16777216 368279365625/16777216 -3210870709375/33554432
2390234459375/33554432 -2093420659375/33554432 -109859715625/33554432 -997070209375/33554432
-105183159375/4194304 1369359315625/33554432 1185992359375/33554432 -479880359375/8388608
-1103971946875/16777216 339395778125/33554432 828581303125/33554432 1103021715625/16777216
-1353571028125/16777216 143551140625/2097152 2139327403125/33554432 -659166696875/33554432
-3100172078125/33554432 24569015625/2097152 2547144259375/33554432 -328797453125/16777216
-255051134375/4194304 96795134375/4194304 610147084375/33554432 -304137503125/4194304
-580753234375/8388608 396042490625/16777216 -1079252828125/33554432 694650096875/33554432
-1034845784375/33554432 1672970015625/16777216 -1261307534375/33554432 223690684375/8388608
1151417778125/16777216 -40985203125/4194304 253659328125/33554432 1506360515625/33554432
628223671875/16777216 1801804953125/33554432 617332053125/16777216 595272234375/8388608
388633996875/8388608 1304738159375/33554432 566210734375/16777216 1290056646875/33554432
584449078125/8388608 -779686615625/8388608 1187433521875/33554432 2729406115625/33554432
2556270896875/33554432 -354963403125/8388608 -601239753125/16777216 -1015547684375/33554432
-1287124121875/33554432 2422289353125/33554432 -1042611240625/16777216 131368659375/4194304
1566412678125/33554432 1534425509375/16777216 1368354671875/16777216 1307231759375/16777216
-2405606740625/33554432 511819765625/8388608 2801070715625/33554432 232362559375/16777216
542689871875/33554432 609691678125/8388608 -679580778125/16777216 2866585328125/33554432
-2690140896875/33554432 1740369740625/33554432 -470665365625/8388608 -2767495578125/33554432
496541859375/33554432 -1311671234375/16777216 724612065625/33554432 2303396571875/33554432
643467184375/33554432 272385334375/8388608 2336380771875/33554432 1080485571875/16777216
255678528125/4194304 -2176466221875/33554432 1334278228125/16777216 981075621875/33554432
-987818965625/33554432 -2508460440625/33554432 -453986103125/8388608 475748759375/33554432
1832351609375/33554432 -763622696875/33554432 -1393157665625/16777216 -2053334375/65536
2825910984375/33554432 996058734375/16777216 -167521484375/4194304 2962999171875/33554432
-599369671875/33554432 -1321914859375/16777216 76008540625/8388608 -1774135296875/33554432
-1842395746875/33554432 -1492135803125/33554432 1273250690625/33554432 183080640625/2097152
-297652409375/8388608 739358171875/33554432 340414609375/4194304 942526009375/33554432
46134990625/4194304 -930250465625/33554432 -29843003125/2097152 431397153125/8388608
-430079653125/8388608 999718353125/16777216 472361440625/33554432 123388909375/8388608
-939994565625/33554432 207724196875/4194304 -2517775884375/33554432 -171358121875/2097152
2076615703125/33554432 442265503125/8388608 1508623703125/33554432 335166015625/33554432
261979559375/4194304 3289058571875/33554432 -2906186121875/33554432 -670824946875/33554432
-2557554565625/33554432 2400722065625/33554432 -564733615625/8388608 -850033659375/33554432
867447659375/33554432 1152183490625/16777216 -297875846875/33554432 -800553778125/33554432
-905741846875/33554432 1987416234375/33554432 -2209743034375/33554432 -511071153125/8388608
-636400721875/8388608 -780715146875/33554432 -268173615625/16777216 -405023378125/4194304
1483906684375/33554432 1544723146875/16777216 -141892628125/2097152 -509772415625/16777216
3144123109375/33554432 -9693115625/2097152 597642965625/16777216 -154329896875/4194304
2915452746875/33554432 -2574868334375/33554432 -199398890625/4194304 -255418134375/16777216
606973353125/16777216 3071097559375/33554432 -2309668578125/33554432 47166671875/4194304
-392295271875/33554432 -422831634375/8388608 1763902521875/33554432 2772302884375/33554432
2775595746875/33554432 -1042249840625/33554432 -1603219915625/16777216 451145153125/16777216
-6520415625/16777216 666766903125/33554432 -1854228309375/33554432 -1545131853125/16777216
-255479746875/16777216 1368788315625/33554432 1138606365625/16777216 -117156828125/2097152
-76539471875/16777216 -2489333746875/33554432 -2916119909375/33554432 215860165625/4194304
1271321203125/16777216 658160890625/16777216 151865340625/8388608 -438837540625/33554432
-1932847878125/33554432 -3148959303125/33554432 2271404703125/33554432 325153415625/4194304
-1111213153125/16777216 3326820553125/33554432 -37663765625/2097152 -654782546875/8388608
-3449471875/4194304 2140608053125/33554432 2433830371875/33554432 -571107978125/16777216
-1020506965625/33554432 -1435562165625/16777216 982830559375/16777216 907181940625/16777216
-502654953125/33554432 512451490625/8388608 2141734871875/33554432 -573570915625/16777216
-784181440625/33554432 1120375509375/33554432 1425152434375/33554432 -868970834375/16777216
-1387764046875/33554432 -1322743321875/33554432 245569584375/16777216 -688257778125/16777216
206850134375/2097152 -2643473228125/33554432 -94818384375/4194304 337314653125/4194304
509085621875/16777216 41387034375/33554432 -649594015625/16777216 375545646875/16777216
1251296215625/16777216 2790063671875/33554432 322085471875/8388608 3007664528125/33554432
692001459375/33554432 -380552628125/33554432 2097406840625/33554432 -1173848446875/16777216
-1683110115625/33554432 -504201303125/16777216 -577162184375/16777216 869317665625/16777216
-683625209375/16777216 961672484375/16777216 1765164603125/33554432 2833226653125/33554432
-2919649203125/33554432 -3328834340625/33554432 -64985934375/33554432 2638119003125/33554432
-1539070021875/16777216 970570896875/16777216 -1350648159375/16777216 -1205843003125/33554432
-3291061815625/33554432 44980840625/1048576 947566821875/33554432 -699849271875/33554432
1410233996875/33554432 631941115625/8388608 -72575359375/4194304 -302083503125/8388608
-433282790625/8388608 3040633715625/33554432 51981559375/524288 3226473190625/33554432
92724065625/16777216 -441079259375/16777216 876927684375/16777216 806782865625/8388608
2463808646875/33554432 -2731253565625/33554432 2511321259375/33554432 147019659375/4194304
-69104615625/16777216 -330556096875/4194304 -473167540625/8388608 -1056110659375/16777216
-308325584375/4194304 -1476601453125/16777216 -2005077709375/33554432 510442384375/16777216
2819934234375/33554432 -171662334375/16777216 365772109375/33554432 -93198140625/16777216
29624434375/1048576 980017896875/33554432 -1385909584375/16777216 -487644084375/33554432
-1129159403125/16777216 -2030872215625/33554432 -810502321875/33554432 -1498467840625/16777216
373103053125/16777216 281654603125/8388608 1072710078125/33554432 1383694790625/33554432
-210058065625/33554432 -3117087671875/33554432 277705584375/4194304 -1480281278125/33554432
2032547403125/33554432 325183290625/8388608 27758790625/16777216 -1690689809375/33554432
-2549178125/16777216 1048961865625/16777216 469668446875/8388608 523807209375/16777216
2555037996875/33554432 546920278125/8388608 -1145410228125/16777216 -324313259375/8388608
163349584375/33554432 2176188303125/33554432 670792828125/8388608 -400575334375/4194304
14900259375/262144 1596487109375/33554432 1022697809375/33554432 -361850128125/8388608
1071933303125/16777216 -24853871875/262144 431503096875/8388608 -180902159375/16777216
-737101759375/33554432 2294974303125/33554432 -1138753384375/16777216 19907728125/16777216
-1004097184375/16777216 270625128125/33554432 -398294709375/8388608 223698815625/16777216
-1614368146875/16777216 -347979490625/33554432 422894496875/33554432 -1302512590625/16777216
66619540625/4194304 -285959053125/4194304 -293217084375/33554432 179277446875/4194304
2158976759375/33554432 1272630734375/16777216 -624599334375/16777216 2105148465625/33554432
276650934375/4194304 -559072809375/8388608 -690066134375/16777216 -361876221875/4194304
1220711115625/16777216 -2828947240625/33554432 130639896875/4194304 40708284375/8388608
2738390615625/33554432 2138607465625/33554432 2611704265625/33554432 -364629728125/33554432
13119234375/262144 -811991096875/16777216 -647664253125/8388608 -707406115625/33554432
465480459375/33554432 288993059375/16777216 530684646875/16777216 -456625503125/16777216
-745318834375/16777216 -1254944378125/33554432 -1404110940625/16777216 -3084309003125/33554432
-99002765625/16777216 -2451639715625/33554432 3151545521875/33554432 -2179177084375/33554432
3355352371875/33554432 146596253125/8388608 -124449259375/4194304 398188984375/8388608
2448181090625/33554432 188587096875/4194304 736050559375/33554432 -533984953125/33554432
-1724511271875/33554432 606458434375/33554432 -496595996875/16777216 22041046875/2097152
-1293220671875/16777216 -2032588521875/33554432 -470396440625/33554432 -717355146875/8388608
-98719596875/2097152 1264842540625/16777216 417441146875/4194304 -174224228125/16777216
-2616249190625/33554432 -38485265625/33554432 344816009375/33554432 -194103009375/33554432
-205594646875/8388608 -677377015625/8388608 2485795065625/33554432 -2506077128125/33554432
-1712195903125/33554432 404379503125/16777216 2394107953125/33554432 -397437753125/8388608
-1050430009375/16777216 2956119578125/33554432 -357435578125/16777216 68710009375/16777216
-193549553125/4194304 1734898596875/33554432 3117180559375/33554432 1649416346875/33554432
1611093078125/16777216 -320490059375/33554432 741747265625/16777216 2442535234375/33554432
-2741881146875/33554432 -2493620171875/33554432 -66862078125/2097152 666626728125/16777216
1904662490625/33554432 -1263693690625/33554432 1651437428125/33554432 -859483490625/33554432
2474976040625/33554432 -302776053125/8388608 -706165709375/33554432 -715398153125/16777216
547847446875/8388608 -1666803959375/33554432 -672900421875/16777216 -1374723084375/33554432
-82910746875/33554432 -2451020334375/33554432 856959571875/33554432 1042027640625/33554432
1065797921875/16777216 -1240090471875/16777216 311163340625/8388608 -328434834375/33554432
-2466161321875/33554432 77697603125/4194304 1448985253125/33554432 209490746875/2097152
-819310134375/33554432 648497765625/33554432 2274613634375/33554432 -1124284665625/33554432
2734826071875/33554432 333960984375/16777216 -33886028125/2097152 3222214121875/33554432
-493210778125/33554432 418571171875/16777216 1733384884375/33554432 270744815625/8388608
203315971875/16777216 -270613496875/8388608 1078143584375/33554432 688474196875/16777216
933431546875/33554432 -1546709446875/33554432 -1195866696875/33554432 1455479146875/33554432
521292809375/8388608 -3037563853125/33554432 984306090625/16777216 -242688315625/8388608
-3345899921875/33554432 4432221875/16777216 2766692990625/33554432 21894465625/2097152
-439525409375/33554432 812222978125/33554432 65528965625/1048576 -221045440625/8388608
143124553125/4194304 1446093971875/33554432 -836008065625/33554432 -5909946875/2097152
-1554826834375/33554432 1024731403125/33554432 2387335884375/33554432 24466478125/262144
